sample_id,source_file,source_row_number,grade,lesson,position,question,bloom_level
HNMU-G7-R0149-STT8,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,149,7,Bài 11: Tạo bài trình chiếu,Mục 2. Trang 65 (Câu hỏi sinh thêm),Phân biệt được cấu trúc nội dung giữa trang tiêu đề và trang nội dung.,Thông hiểu (Phân biệt được)
HNMU-G7-R0150-STT9,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,150,7,Bài 11: Tạo bài trình chiếu,Luyện tập. Trang 65 (Sinh thêm),Mô tả được khái niệm cấu trúc phân cấp trong bài trình chiếu.,Thông hiểu (Mô tả được)
HNMU-G7-R0151-STT10,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,151,7,Bài 11: Tạo bài trình chiếu,Mục 2. Trang 65 (Sinh thêm),Hiểu được sự khác biệt khi thêm slide từ Mẫu bố trí (Layout) và slide trắng (Blank).,Thông hiểu (Hiểu được)
HNMU-G7-R0152-STT11,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,152,7,Bài 11: Tạo bài trình chiếu,Vận dụng. Trang 65 (Luyện tập thực hành),Tạo được trang tiêu đề cho một dự án cụ thể.,Vận dụng (Tạo được)
HNMU-G7-R0153-STT12,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,153,7,Bài 11: Tạo bài trình chiếu,Mục 2. Trang 65 (Luyện tập thao tác),Sử dụng được chức năng danh sách dấu đầu dòng (Bullet) để tạo cấu trúc phân cấp.,Vận dụng (Sử dụng được)
HNMU-G7-R0154-STT13,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,154,7,Bài 11: Tạo bài trình chiếu,Luyện tập. Trang 65 (Sinh thêm),"Định dạng được văn bản cơ bản trên trang chiếu (font, cỡ chữ, màu sắc).",Vận dụng (Định dạng được)
HNMU-G7-R0155-STT14,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,155,7,Bài 11: Tạo bài trình chiếu,Vận dụng tổng hợp (Dựa trên bối cảnh dự án),Thể hiện được nội dung tóm tắt của một dự án thành bài trình chiếu 2 slide.,Vận dụng (Thể hiện được)
HNMU-G7-R0184-STT1,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,184,7,Bài 14. Thuật toán tìm kiếm tuần tự,"Phần Luyện tập (Trang 80, SGK)",Nêu được các yếu tố đầu vào của thuật toán tìm kiếm tuần tự.,Nhận biết
HNMU-G7-R0185-STT2,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,185,7,Bài 14. Thuật toán tìm kiếm tuần tự,"Phần Luyện tập (Trang 80, SGK)",Nêu được các kết quả đầu ra của thuật toán tìm kiếm tuần tự.,Nhận biết
HNMU-G7-R0186-STT3,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,186,7,Bài 14. Thuật toán tìm kiếm tuần tự,"Mục 1. Thuật toán tìm kiếm tuần tự (Trang 78, SGK)",Chỉ ra được điều kiện dừng của thuật toán tìm kiếm tuần tự.,Nhận biết
HNMU-G7-R0187-STT4,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,187,7,Bài 14. Thuật toán tìm kiếm tuần tự,"Hoạt động 1 (Trang 78, SGK)",Kể lại được ví dụ thực tiễn mô phỏng thuật toán tìm kiếm tuần tự.,Nhận biết
HNMU-G7-R0188-STT5,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,188,7,Bài 14. Thuật toán tìm kiếm tuần tự,"Câu 2 phần Đánh giá (Trang 90, SGV)",Mô phỏng được quá trình thực hiện thuật toán tìm kiếm tuần tự để tìm số 10 trong danh sách.,Thông hiểu
HNMU-G7-R0189-STT6,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,189,7,Bài 14. Thuật toán tìm kiếm tuần tự,"Câu 3 phần Đánh giá (Trang 90, SGV)",Giải thích được số bước cần thực hiện để tìm thấy số 7 trong danh sách.,Thông hiểu
HNMU-G7-R0190-STT7,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,190,7,Bài 14. Thuật toán tìm kiếm tuần tự,"Câu 4 phần Đánh giá (Trang 90, SGV)",Giải thích được lí do thuật toán cần 6 bước để tìm số 15 trong danh sách.,Thông hiểu
HNMU-G7-R0191-STT8,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,191,7,Bài 14. Thuật toán tìm kiếm tuần tự,"Mục 1 (Trang 78, SGK)","Phân biệt được ý nghĩa của từ ""tuần tự"" trong tên gọi thuật toán tìm kiếm tuần tự.",Thông hiểu
HNMU-G7-R0192-STT9,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,192,7,Bài 14. Thuật toán tìm kiếm tuần tự,"Mục 1 (Trang 78, SGK)",Trình bày được ý tưởng cốt lõi của thuật toán tìm kiếm tuần tự.,Thông hiểu
HNMU-G7-R0193-STT10,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,193,7,Bài 14. Thuật toán tìm kiếm tuần tự,"Phần Luyện tập (Trang 79, SGK - Câu hỏi sinh thêm)",Phân tích được kết quả đầu ra khi tìm số 5 trong dãy theo thuật toán tìm kiếm tuần tự.,Thông hiểu
HNMU-G7-R0194-STT11,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,194,7,Bài 14. Thuật toán tìm kiếm tuần tự,"Phần Vận dụng (Trang 80, SGK)",Xác định được tính hợp lí khi thực hiện tìm một từ tiếng Anh trong từ điển bằng thuật toán tìm kiếm tuần tự.,Vận dụng
HNMU-G7-R0195-STT12,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,195,7,Bài 14. Thuật toán tìm kiếm tuần tự,"Phần Vận dụng (Trang 80, SGK - Câu hỏi sinh thêm)",Xác định được các bước theo thuật toán tìm kiếm tuần tự để tìm một cái áo màu đỏ trong tủ quần áo chưa được sắp xếp.,Vận dụng
HNMU-G7-R0196-STT13,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,196,7,Bài 14. Thuật toán tìm kiếm tuần tự,"Phần Luyện tập (Trang 79, SGK - Câu hỏi sinh thêm)",Sử dụng thuật toán tìm kiếm tuần tự để đếm số lần xuất hiện của số 2 trong dãy. (Xác định sự thay đổi của điều kiện dừng).,Vận dụng
HNMU-G7-R0197-STT14,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,197,7,Bài 14. Thuật toán tìm kiếm tuần tự,"Phần Luyện tập (Trang 79, SGK - Câu hỏi sinh thêm)",Áp dụng thuật toán tìm kiếm tuần tự để xác định quy trình tìm số lớn nhất trong một dãy số bất kì.,Vận dụng
HNMU-G7-R0016-STT1,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,16,7,Bài 2. Phần mềm máy tính,"Mục 1, Trang 11 SGK",Hệ điều hành là gì?,Nhận biết (Biết được khái niệm)
HNMU-G7-R0017-STT2,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,17,7,Bài 2. Phần mềm máy tính,"Câu 1, Trang 31 SGV","Phần mềm nào sau đây là một hệ điều hành?
 A. Windows Movie Maker.
 B. Windows Defender.
 C. Windows Explorer. 
 D. Windows Phone.",Nhận biết (Nêu tên ví dụ hệ điều hành)
HNMU-G7-R0018-STT3,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,18,7,Bài 2. Phần mềm máy tính,"Mục 2, Trang 12 SGK",Phần mềm ứng dụng là gì?,Nhận biết (Biết được khái niệm)
HNMU-G7-R0019-STT4,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,19,7,Bài 2. Phần mềm máy tính,"Lưu ý, Trang 24 SGV",Tệp chương trình máy tính có được coi là dữ liệu không?,Nhận biết (Biết được tệp chương trình cũng là dữ liệu)
HNMU-G7-R0020-STT5,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,20,7,Bài 2. Phần mềm máy tính,"Mục 1, Trang 10 SGK",Tại sao hệ điều hành lại đóng vai trò là môi trường để các phần mềm ứng dụng chạy?,Thông hiểu (Mô tả được chức năng)
HNMU-G7-R0021-STT6,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,21,7,Bài 2. Phần mềm máy tính,"Mục 2, Trang 12 SGK",Phân biệt hệ điều hành và phần mềm ứng dụng.,Thông hiểu (Phân biệt được chức năng)
HNMU-G7-R0022-STT7,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,22,7,Bài 2. Phần mềm máy tính,"Hộp kiến thức, Trang 24 SGV",Phần mở rộng của tên tệp có ý nghĩa gì?,Thông hiểu (Giải thích được ý nghĩa phần mở rộng)
HNMU-G7-R0023-STT8,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,23,7,Bài 2. Phần mềm máy tính,"Hộp kiến thức, Trang 24 SGV",Phần mở rộng của tên tệp có ý nghĩa gì đối với hệ điều hành?,Thông hiểu (Giải thích được ý nghĩa)
HNMU-G7-R0024-STT9,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,24,7,Bài 2. Phần mềm máy tính,"Hoạt động khởi động, Trang 22 SGV",Điều gì xảy ra nếu máy tính có phần cứng nhưng không có hệ điều hành?,Thông hiểu (Giải thích sự cần thiết)
HNMU-G7-R0025-STT10,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,25,7,Bài 2. Phần mềm máy tính,"Mục 2, Trang 12 SGK","Tại sao một phần mềm ứng dụng như Windows Media Player có thể mở được nhiều loại tệp khác nhau (.mp4, .mp3)?",Thông hiểu (Hiểu khả năng xử lý dữ liệu)
HNMU-G7-R0026-STT11,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,26,7,Bài 2. Phần mềm máy tính,"Mục 2, Trang 12 SGK","Hãy phân loại: Windows, Word, Android, Zalo vào hai nhóm OS và App.",Vận dụng (Thực hiện phân loại)
HNMU-G7-R0027-STT12,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,27,7,Bài 2. Phần mềm máy tính,"Mục 2, Trang 11 SGK","Dựa vào phần mở rộng, hãy xác định phần mềm nào mở được tệp ""Bài_tập.docx"" và ""Video_lớp.mp4""?",Vận dụng (Xác định phần mềm tương ứng)
HNMU-G7-R0028-STT13,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,28,7,Bài 2. Phần mềm máy tính,Vận dụng thực tế,Máy tính nhà An bị lỗi hệ điều hành. An định cài phần mềm học tiếng Anh để dùng tạm. Theo em An có thực hiện được không?,Vận dụng (Giải quyết tình huống)
HNMU-G7-R0029-STT14,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,29,7,Bài 2. Phần mềm máy tính,Vận dụng thực tế,"Em hãy chọn các phần mềm ứng dụng để hoàn thành một bài thuyết trình có cả chữ, hình ảnh và video.",Vận dụng (Thực hiện được nhiệm vụ)
HNMU-G7-R0058-STT1,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,58,7,Bài 5. Ứng xử trên mạng,"Mục 1, Trang 23-24 SGK",Thế nào là ứng xử có văn hóa trên mạng?,Nhận biết (Biết được khái niệm)
HNMU-G7-R0059-STT2,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,59,7,Bài 5. Ứng xử trên mạng,"Luyện tập 1, Trang 27 SGK","Khi giao tiếp qua mạng, những điều nào sau đây nên tránh? A. Tôn trọng người đang giao tiếp với mình; B. Nói bất cứ điều gì xuất hiện trong đầu; C. Kết bạn với những người mình không quen biết; D. Bảo vệ thông tin cá nhân; E. Truy cập bất cứ liên kết nào nhận được.",Nhận biết (Nhận diện hành vi)
HNMU-G7-R0060-STT3,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,60,7,Bài 5. Ứng xử trên mạng,"Câu hỏi 1, Trang 24 SGK","Cách tốt nhất em nên làm khi bị ai đó bắt nạt là gi? A. Nói lời xúc phạm người đó; B. Cố gắng quên đi và tiếp tục chịu đựng; C. Nhờ bố mẹ, thầy cô giáo giúp đỡ, tư vấn. D. Đe dọa người bắt nạt mình.",Nhận biết (nhận diện hành vi)
HNMU-G7-R0061-STT4,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,61,7,Bài 5. Ứng xử trên mạng,"Mục 2, Trang 25-26 SGK","Kể tên một số biểu hiện của bệnh ""nghiện Internet"".",Nhận biết (Nêu được đặc điểm)
HNMU-G7-R0062-STT5,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,62,7,Bài 5. Ứng xử trên mạng,"Mục 2, Trang 24 SGK","Khi em đang truy cập mạng, máy tính thỉnh thoảng lại hiện lên những trang web có nội dung bạo lực, nội dung không phù hợp với lứa tuổi, em sẽ làm gì?",Thông hiểu (Giải quyết được tình huống)
HNMU-G7-R0063-STT6,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,63,7,Bài 5. Ứng xử trên mạng,"Mục 2, Trang 24 SGK",Các thông tin trên mạng có đáng tin cậy hoàn toàn không?,Thông hiểu (Giải thích sự tin cậy)
HNMU-G7-R0064-STT7,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,64,7,Bài 5. Ứng xử trên mạng,"Mục 3, Trang 26 SGK",Tác hại lớn nhất của việc dành quá nhiều thời gian cho không gian ảo là gì?,Thông hiểu (Giải thích được tác hại)
HNMU-G7-R0065-STT8,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,65,7,Bài 5. Ứng xử trên mạng,"Hoạt động 5, Trang 26 SGK","Em hãy đề xuất một hành động cụ thể để phòng tránh ""bệnh nghiện Internet"" cho bản thân.",Vận dụng (Thực hiện biện pháp phòng ngừa)
HNMU-G7-R0066-STT9,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,66,7,Bài 5. Ứng xử trên mạng,"Lưu ý, Trang 36 SGV","Nhắn tin tức thời (Messenger, Zalo) có điểm gì khác so với Email về tính văn hóa ứng xử?",Thông hiểu (So sánh được)
HNMU-G7-R0067-STT10,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,67,7,Bài 5. Ứng xử trên mạng,"Mục 3, Trang 26 SGK","Làm thế nào để tự nhận biết mình đang bắt đầu ""nghiện Internet""?",Thông hiểu (Trình bày dấu hiệu)
HNMU-G7-R0068-STT11,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,68,7,Bài 5. Ứng xử trên mạng,"Vận dụng 2, Trang 27 SGK","Nếu một trong những người bạn của em có biểu hiện nghiện trò chơi trực tuyến, em sẽ làm gì để giúp bạn?",Vận dụng (Giải quyết tình huống)
HNMU-G7-R0069-STT12,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,69,7,Bài 5. Ứng xử trên mạng,Vận dụng thực tế,Hãy thiết lập một kế hoạch thời gian sử dụng Internet trong ngày để không bị nghiện.,Vận dụng (Thiết lập biện pháp)
HNMU-G7-R0070-STT13,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,70,7,Bài 5. Ứng xử trên mạng,Vận dụng thực tế,Em sẽ làm gì khi nhận được một tin nhắn từ người lạ yêu cầu gửi thông tin cá nhân để nhận quà?,Vận dụng (Thực hiện biện pháp phòng ngừa)
HNMU-G7-R0071-STT14,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,71,7,Bài 5. Ứng xử trên mạng,"Vận dụng 1, Trang 27 SGK",Hãy viết một lời kêu gọi ngắn gọn để vận động các bạn trong lớp sử dụng mạng xã hội văn minh.,Vận dụng (Khai thác thông tin tích cực)
HNMU-G7-R0100-STT1,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,100,7,Bài 8: Công cụ hỗ trợ tính toán,Mục 1. Hàm (Tr. 52 SGK),Hàm trong bảng tính là gì?,Nhận biết (Biết được khái niệm)
HNMU-G7-R0101-STT2,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,101,7,Bài 8: Công cụ hỗ trợ tính toán,Mục 1. Hàm (Tr. 52 SGK),Tên hàm dùng để tính trung bình cộng là gì?,Nhận biết (Nêu được tên)
HNMU-G7-R0102-STT3,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,102,7,Bài 8: Công cụ hỗ trợ tính toán,Câu hỏi 1 (Tr. 52 SGK),"Để tính tổng các số trong một vùng dữ liệu, em dùng hàm gì?",Nhận biết (Nêu tên công cụ)
HNMU-G7-R0103-STT4,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,103,7,Bài 8: Công cụ hỗ trợ tính toán,Câu hỏi 5 (Tr. 52 SGK),Hàm nào dùng để đếm các ô chứa dữ liệu số?,Nhận biết (Nêu được công dụng)
HNMU-G7-R0104-STT5,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,104,7,Bài 8: Công cụ hỗ trợ tính toán,Hoạt động 1 (Tr. 52 SGK),Tại sao sử dụng hàm SUM(A1:A100) lại tốt hơn việc viết công thức =A1+A2+...+A100?,Thông hiểu (Giải thích được lợi ích)
HNMU-G7-R0105-STT6,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,105,7,Bài 8: Công cụ hỗ trợ tính toán,Hình 8.2 (Tr. 52 SGK),"Giải thích ý nghĩa của các tham số trong hàm =SUM(A1, B2:B5, 10).",Thông hiểu (Giải thích được ví dụ)
HNMU-G7-R0106-STT7,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,106,7,Bài 8: Công cụ hỗ trợ tính toán,Luyện tập (Tr. 54 SGK),Phân biệt sự khác nhau giữa hàm MAX và hàm MIN.,Thông hiểu (Phân biệt được)
HNMU-G7-R0107-STT8,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,107,7,Bài 8: Công cụ hỗ trợ tính toán,Mục 1. Lưu ý (Tr. 53 SGK),Chuyện gì xảy ra nếu em sử dụng hàm SUM cho một vùng có chứa ô văn bản (chữ)?,Thông hiểu (Giải thích tính chất)
HNMU-G7-R0108-STT9,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,108,7,Bài 8: Công cụ hỗ trợ tính toán,Câu hỏi 6 (Tr. 53 SGK),Các hàm có thể lồng nhau được hay không? Giải thích.,Thông hiểu (Giải thích sự cần thiết)
HNMU-G7-R0109-STT10,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,109,7,Bài 8: Công cụ hỗ trợ tính toán,Thực hành (Tr. 53 SGK),Mô tả trình tự các bước để nhập hàm vào một ô tính.,Thông hiểu (Trình bày được quá trình)
HNMU-G7-R0110-STT11,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,110,7,Bài 8: Công cụ hỗ trợ tính toán,Mục 3. Thực hành (Tr. 53 SGK),"Viết hàm tính tổng kinh phí cho dự án ""Trường học xanh"" tại ô E15.",Vận dụng (Dùng được hàm trong công thức)
HNMU-G7-R0111-STT12,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,111,7,Bài 8: Công cụ hỗ trợ tính toán,Vận dụng (Tr. 54 SGK),Sử dụng hàm để tìm loại cây có kinh phí cao nhất trong danh sách.,Vận dụng (Xác định lựa chọn phù hợp)
HNMU-G7-R0112-STT13,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,112,7,Bài 8: Công cụ hỗ trợ tính toán,Vận dụng (Tr. 54 SGK),Hãy tính số lượng cây trung bình mà mỗi bạn đã khảo sát được.,Vận dụng (Tạo được sản phẩm số)
HNMU-G7-R0113-STT14,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,113,7,Bài 8: Công cụ hỗ trợ tính toán,SGV Tr. 78,Thực hiện việc đếm xem có bao nhiêu loại cây đã được liệt kê trong bảng.,Vận dụng (Thực hiện nhiệm vụ giáo viên đặt ra)
