sample_id,source_file,source_row_number,grade,grade_label,stt,lesson,position,question,bloom_level,answer_sgv,dialogue
HNMU-G6-R0070-STT13,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,70,6,Lớp 6,13,Bài 5: Internet,Hoạt động vận dụng,Làm thế nào để kiểm tra xem một máy tính đã kết nối Internet hay chưa?,Vận dụng (Thực hiện được các thao tác),Kiểm tra biểu tượng mạng ở góc màn hình hoặc thử truy cập một trang web bất kỳ.,"HS: Máy em không vào được mạng, làm sao biết do máy hay do dây cáp ạ?
 AI: Em hãy nhìn vào góc dưới bên phải màn hình. Có biểu tượng hình ""quả cầu"" hay ""vạch sóng"" nào bị gạch chéo không?
 HS: Dạ có hình quả cầu và dấu X màu đỏ ạ.
 AI: Vậy là máy chưa nhận kết nối vật lý. Em hãy thử kiểm tra lại đầu cắm dây cáp phía sau máy xem có bị lỏng không nhé?
 HS: À... dây bị tuột ra thật thầy ạ. Em cắm lại và biểu tượng đã hiện sóng rồi!"
HNMU-G6-R0071-STT14,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,71,6,Lớp 6,14,Bài 5: Internet,Dự án học tập,Em hãy lập một danh sách các trang web hữu ích cho việc học môn Tiếng Anh lớp 6.,Vận dụng (Khai thác được thông tin),"Sử dụng máy tìm kiếm để tìm và lưu lại địa chỉ các trang web học tiếng Anh uy tín (như Duolingo, BBC Learning English).","HS: Thầy ơi, có nhiều trang web tiếng Anh quá, em nên chọn trang nào để học theo sách giáo khoa ạ?
 AI: Một gợi ý nhỏ: Em hãy tìm các trang có đuôi "".edu.vn"" hoặc của các nhà xuất bản uy tín. Em đã thử tìm với từ khóa ""Học tiếng Anh 6 Kết nối tri thức"" chưa?
 HS: Dạ em thấy trang của Nhà xuất bản Giáo dục rồi ạ.
 AI: Rất tốt! Em hãy thử vào đó xem có bài nghe không. Đó chính là cách khai thác Internet hiệu quả cho việc học đấy."
HNMU-G6-R0072-STT1,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,72,6,Lớp 6,1,Bài 6: Mạng thông tin toàn cầu,Mục 1. Kiến thức mới (Tr. 27),Mạng thông tin toàn cầu (WWW) là gì?,Nhận biết (Nêu được khái niệm),Là hệ thống các website trên Internet cho phép người dùng truy cập và chia sẻ thông tin.,"HS: Thầy ơi, WWW là viết tắt của từ gì và nó là cái gì ạ?
AI: Chào em! Em có bao giờ thấy các địa chỉ web bắt đầu bằng www không? Hãy tưởng tượng Internet là một mê cung khổng lồ, còn WWW chính là những ""biển chỉ dẫn"" giúp em tìm thấy các trang thông tin. Vậy theo em, nó là một mạng lưới các gì trên Internet nhỉ?
HS: Dạ, có phải là các website không ạ?
AI: Đúng rồi! Nó chính là hệ thống các website giúp chúng ta xem được thông tin khắp nơi trên thế giới đấy."
HNMU-G6-R0073-STT2,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,73,6,Lớp 6,2,Bài 6: Mạng thông tin toàn cầu,Mục 1. Kiến thức mới (Tr. 27),Website là gì?,Nhận biết (Biết được khái niệm),Là một tập hợp các trang web liên quan được truy cập thông qua một địa chỉ duy nhất.,"HS: Website với trang web có phải là một không thầy?
AI: Một câu hỏi rất hay! Hãy tưởng tượng một cuốn sách. Cuốn sách đó là ""Website"", vậy mỗi trang giấy trong cuốn sách đó sẽ là gì nào?
HS: Là trang web ạ!
AI: Chính xác! Vậy khi nhiều trang web liên quan được gom lại một chỗ và có chung một ""tên nhà"" (địa chỉ), ta gọi cả cụm đó là gì?
HS: Là Website ạ. Em hiểu rồi!"
HNMU-G6-R0074-STT3,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,74,6,Lớp 6,3,Bài 6: Mạng thông tin toàn cầu,Mục 1. Kiến thức mới (Tr. 27),Siêu văn bản (Hypertext) là gì?,Nhận biết (Biết được khái niệm),"Là loại văn bản đặc biệt, tích hợp nhiều dạng dữ liệu khác nhau và chứa các liên kết đến các trang web khác.","HS: Em thấy trên mạng có những dòng chữ màu xanh, bấm vào là nó nhảy sang trang khác. Đó là gì ạ?
AI: Đó chính là một đặc điểm của ""Siêu văn bản"". Thông thường văn bản chỉ có chữ, nhưng loại này ""siêu"" hơn vì nó chứa cả hình ảnh, âm thanh và đặc biệt là các ""nút bấm"" để nhảy đi chỗ khác. Em có nhớ tên gọi của những ""nút bấm"" đó không?
HS: Là liên kết ạ!
AI: Rất giỏi! Chính những liên kết này làm nên sự kỳ diệu của mạng thông tin toàn cầu đấy."
HNMU-G6-R0075-STT4,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,75,6,Lớp 6,4,Bài 6: Mạng thông tin toàn cầu,Câu hỏi (Tr. 28),Trình duyệt web là gì?,Nhận biết (Nêu tên thiết bị/phần mềm),Là phần mềm giúp người dùng truy cập và xem nội dung các trang web.,"HS: Muốn lên mạng đọc báo thì em cần cái gì trên máy tính ạ?
AI: Ngoài việc có Internet, em cần một ""người phiên dịch"" để biến những mã máy tính thành hình ảnh và chữ viết cho em đọc. Em có biết những phần mềm như Chrome hay Cốc Cốc được gọi chung là gì không?
HS: Dạ là trình duyệt web ạ.
AI: Tuyệt vời! Không có trình duyệt, chúng ta sẽ không thể ""nhìn thấy"" thế giới web đâu."
HNMU-G6-R0076-STT5,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,76,6,Lớp 6,5,Bài 6: Mạng thông tin toàn cầu,Mục 1. Kiến thức mới (Tr. 27),Địa chỉ website dùng để làm gì?,Thông hiểu (Giải thích chức năng),Dùng để xác định vị trí duy nhất của website đó trên mạng để người dùng có thể truy cập.,"HS: Tại sao mỗi website lại cần một địa chỉ riêng dài dằng dặc thế ạ?
AI: Nếu em muốn gửi thư cho một người bạn, em có cần biết địa chỉ nhà bạn ấy không?
HS: Dạ cần chứ ạ, nếu không thư sẽ bị lạc.
AI: Website cũng vậy! Internet rất rộng lớn, địa chỉ website giúp trình duyệt tìm đúng ""căn nhà"" chứa thông tin em cần. Vậy địa chỉ đó có được trùng nhau không nhỉ?
HS: Dạ không, phải là duy nhất ạ!
AI: Rất chuẩn!"
HNMU-G6-R0077-STT6,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,77,6,Lớp 6,6,Bài 6: Mạng thông tin toàn cầu,Hoạt động 1 (Tr. 27),Thông tin trong một cuốn sách được tổ chức khác gì với thông tin trên Internet?,Thông hiểu (So sánh được),Sách tổ chức tuần tự theo trang; Internet tổ chức theo dạng siêu văn bản với các liên kết cho phép truy cập phi tuyến tính.,"HS: Đọc tin trên mạng khác gì đọc sách giấy hả thầy?
AI: Khi đọc sách, em thường lật từ trang 1 sang trang 2 đúng không? Đó là cách đọc ""lần lượt"". Còn trên mạng, khi em bấm vào một liên kết ở trang này, nó có thể dẫn em đi đâu?
HS: Nó dẫn em sang một trang bất kỳ có liên quan ạ.
AI: Đúng rồi! Đó gọi là cách tổ chức thông tin ""phi tuyến tính"" hay đa chiều, giúp em tìm thông tin cực nhanh mà không cần lật từng trang."
HNMU-G6-R0078-STT7,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,78,6,Lớp 6,7,Bài 6: Mạng thông tin toàn cầu,Mục 2. Kiến thức mới (Tr. 28),Tại sao trình duyệt web lại quan trọng?,Thông hiểu (Giải thích sự cần thiết),Vì nó là công cụ trung gian giúp con người tương tác với các tệp siêu văn bản trên mạng.,"HS: Máy tính em có Internet rồi, em không dùng Chrome có vào web được không?
AI: Em thử tưởng tượng em có một bức thư viết bằng mật mã, em có đọc được ngay không hay cần một bộ giải mã?
HS: Em cần bộ giải mã ạ.
AI: Các trang web thực chất là những dòng mã. Trình duyệt chính là ""bộ giải mã"" hiển thị chúng thành hình ảnh đẹp mắt cho em. Vậy nếu không có nó, em có hiểu được nội dung trang web không?
HS: Dạ không ạ. Em đã hiểu tầm quan trọng của trình duyệt rồi!"
HNMU-G6-R0079-STT8,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,79,6,Lớp 6,8,Bài 6: Mạng thông tin toàn cầu,Hình 3.1 (Tr. 27),Trang chủ (Homepage) của một website có vai trò gì?,Thông hiểu (Mô tả chức năng),"Là trang web đầu tiên được mở ra khi truy cập một website, chứa các liên kết dẫn đến các trang nội dung khác.","HS: Thầy ơi, trang chủ là trang nào trong website ạ?
AI: Khi em bước vào một ngôi nhà, nơi đầu tiên em đứng là phòng khách để từ đó đi vào các phòng khác. Trang chủ cũng vậy, nó là ""phòng khách"" của website. Em thử đoán xem trên đó thường có những gì để dẫn em đi tiếp?
HS: Có các menu và liên kết đúng không thầy?
AI: Chính xác! Nó giúp em có cái nhìn tổng quan về toàn bộ website đó."
HNMU-G6-R0080-STT9,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,80,6,Lớp 6,9,Bài 6: Mạng thông tin toàn cầu,Luyện tập 1 (Tr. 31),"Để truy cập một trang web, em cần những điều kiện gì?",Thông hiểu (Phát biểu được nhiệm vụ),Cần thiết bị có kết nối Internet và một phần mềm trình duyệt web.,"HS: Em có máy tính xách tay rồi, làm sao để em xem YouTube được ạ?
AI: Máy tính của em đã được nối mạng Wi-Fi chưa nào?
HS: Dạ rồi ạ.
AI: Tốt, đó là điều kiện thứ nhất. Bây giờ nhìn trên màn hình, em có thấy biểu tượng vòng tròn 3 màu (Chrome) hay chữ e xanh (Edge) không? Em cần mở nó để làm gì nhỉ?
HS: Để vào trang web ạ. Vậy là cần mạng và trình duyệt!"
HNMU-G6-R0081-STT10,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,81,6,Lớp 6,10,Bài 6: Mạng thông tin toàn cầu,Kiểm tra (SGV Tr. 47),Vùng dữ liệu trên trang tính có hình gì? (Câu hỏi ôn tập),Thông hiểu (Nhận biết hình dạng),Hình chữ nhật.,"HS: Thầy ơi, khi em kéo chuột chọn một nhóm ô trên trang web có bảng biểu, nó luôn hiện ra khung hình gì ạ?
AI: Em hãy thử nhìn vào các cạnh của vùng em vừa chọn xem. Nó có 4 cạnh và các góc vuông không?
HS: Dạ có, là hình chữ nhật ạ!
AI: Đúng rồi, đây là cách máy tính quản lý các vùng dữ liệu để em dễ theo dõi đấy."
HNMU-G6-R0082-STT11,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,82,6,Lớp 6,11,Bài 6: Mạng thông tin toàn cầu,Vận dụng 1 (Tr. 31),Hãy sử dụng trình duyệt để tìm thông tin thời tiết ngày mai tại nơi em sống.,Vận dụng (Sử dụng công cụ tìm kiếm),"Truy cập vào trình duyệt, gõ từ khóa ""thời tiết [tên địa phương] ngày mai"" vào thanh tìm kiếm và đọc kết quả.","HS: Thầy ơi, em muốn biết mai Hà Nội có mưa không để đi đá bóng mà không biết tìm ở đâu.
AI: Đừng lo! Đầu tiên em hãy mở trình duyệt Chrome lên. Em thấy thanh dài ở trên cùng không? Hãy gõ vào đó nội dung em muốn tìm. Em định gõ gì nào?
HS: Em gõ ""Thời tiết Hà Nội ngày mai"" ạ.
AI: Rất tốt! Sau khi gõ xong, em nhấn phím gì để máy bắt đầu tìm kiếm nhỉ?
HS: Phím Enter ạ! A, nó hiện ra bảng dự báo rồi thầy ơi.
AI: Giỏi lắm, em đã biết cách tìm thông tin hữu ích rồi đó!"
HNMU-G6-R0083-STT12,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,83,6,Lớp 6,12,Bài 6: Mạng thông tin toàn cầu,Vận dụng 2 (Tr. 31),"Hãy tìm một từ điển trực tuyến và tra nghĩa của từ ""Internet"".",Vận dụng (Khai thác thông tin),"Truy cập vào trang web từ điển (như soha.vn hoặc dictionary.cambridge.org), gõ từ ""Internet"" và xem giải nghĩa.","HS: Thầy ơi, em muốn tra nghĩa của từ tiếng Anh nhưng nhà không có từ điển giấy ạ.
AI: Internet chính là một kho từ điển khổng lồ đấy! Em hãy thử gõ ""từ điển Soha"" vào trình duyệt xem.
HS: Em thấy rồi, nó có một ô trống để nhập từ ạ.
AI: Đúng rồi! Giờ em hãy nhập từ ""Internet"" vào đó và nhấn tìm kiếm. Nó hiện ra nghĩa gì nào?
HS: Nó ghi là mạng máy tính toàn cầu kết nối các mạng khác nhau... Hay quá thầy ạ!
AI: Tuyệt vời, giờ em có thể tra bất cứ từ nào em muốn rồi!"
HNMU-G6-R0084-STT13,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,84,6,Lớp 6,13,Bài 6: Mạng thông tin toàn cầu,Thực hành (Tr. 29),Làm thế nào để lưu lại địa chỉ của một trang web hay để lần sau truy cập nhanh hơn?,Vận dụng (Tạo được sản phẩm số - Bookmark),Sử dụng chức năng Bookmark (đánh dấu trang) bằng cách nhấn vào biểu tượng ngôi sao trên thanh địa chỉ.,"HS: Có trang web học tiếng Anh này hay quá, nhưng mỗi lần vào em cứ phải gõ lại địa chỉ, thầy có cách nào nhanh hơn không ạ?
AI: Có một cách rất hay gọi là ""đánh dấu trang"". Em nhìn trên thanh địa chỉ, phía cuối bên phải có biểu tượng hình ngôi sao không?
HS: Dạ có thầy ạ.
AI: Em thử bấm vào đó xem nó hiện lên chữ gì.
HS: Nó hiện ""Đã thêm dấu trang"" ạ.
AI: Đúng rồi! Lần sau em chỉ cần mở danh sách dấu trang là thấy nó ngay, không cần gõ lại nữa. Em thử kiểm tra xem nhé!
HS: Wow, nó hiện ra thật rồi. Tiện quá ạ!"
HNMU-G6-R0085-STT14,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,85,6,Lớp 6,14,Bài 6: Mạng thông tin toàn cầu,Vận dụng 3 (SGV Tr. 47),Hãy tìm thông tin về địa chỉ và số điện thoại của trường em trên Internet.,Vận dụng (Thực hiện nhiệm vụ giáo viên đặt ra),"Gõ tên trường vào thanh tìm kiếm, chọn website chính thức của trường hoặc bản đồ để xem thông tin liên hệ.","HS: Thầy ơi, mẹ nhờ em tìm số điện thoại của văn phòng trường để hỏi việc mà em không biết tìm ở đâu.
AI: Em đã biết cách tìm thời tiết rồi, bây giờ thử áp dụng cách đó cho trường học xem. Em sẽ gõ từ khóa gì vào ô tìm kiếm nào?
HS: Em sẽ gõ tên trường em là ""Trường THCS Kết Nối"" ạ.
AI: Rất tốt! Em hãy để ý kết quả nào có chữ ""Website"" hoặc hiện ra ở bảng thông tin bên phải màn hình nhé. Em đã thấy dãy số điện thoại chưa?
HS: Dạ em thấy rồi, có cả địa chỉ trường nữa ạ! Em cảm ơn thầy!
AI: Xuất sắc! Em đã thực sự trở thành một ""nhà thông thái"" trên mạng rồi đó!"
HNMU-G6-R0086-STT1,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,86,6,Lớp 6,1,Bài 7: Tìm kiếm thông tin trên Internet,Mục 1. Máy tìm kiếm (Tr. 32),Máy tìm kiếm là gì?,Nhận biết (Nêu được khái niệm),Máy tìm kiếm là hệ thống phần mềm hỗ trợ người dùng tìm kiếm thông tin trên Internet theo yêu cầu của người dùng.,"HS: Thầy ơi, ""máy tìm kiếm"" là một cái máy giống như máy tính hay là cái gì ạ?
AI: Chào em! Hãy nhớ lại khi em muốn tìm một bài hát mà chỉ nhớ vài lời, em thường vào trang web nào để gõ lời đó vào?
HS: Dạ em hay vào Google ạ.
AI: Đúng rồi! Google không phải là một cái máy vật lý, mà là một ""hệ thống phần mềm"". Vậy theo em, phần mềm đó giúp mình làm công việc gì trên Internet nhỉ?
HS: Giúp mình tìm thấy thông tin mình cần ạ.
AI: Chính xác! Đó chính là khái niệm về máy tìm kiếm đấy."
HNMU-G6-R0087-STT2,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,87,6,Lớp 6,2,Bài 7: Tìm kiếm thông tin trên Internet,Mục 1. Máy tìm kiếm (Tr. 32),Kể tên một số máy tìm kiếm phổ biến mà em biết.,Nhận biết (Nêu được tên),"Một số máy tìm kiếm: Google, Yahoo, Bing, Cốc Cốc....","HS: Ngoài Google ra còn có máy tìm kiếm nào khác không thầy?
AI: Có nhiều ""trợ lý"" khác lắm! Em có bao giờ nghe thấy tên của một trình duyệt web do người Việt phát triển cũng có chức năng tìm kiếm không?
HS: À, có phải là Cốc Cốc không ạ?
AI: Rất giỏi! Ngoài ra còn có Yahoo hay Bing nữa. Mỗi máy tìm kiếm đều có cách giúp em tìm ra thông tin nhanh chóng."
HNMU-G6-R0088-STT3,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,88,6,Lớp 6,3,Bài 7: Tìm kiếm thông tin trên Internet,Bảng giải thích thuật ngữ (Tr. 83),Từ khoá tìm kiếm là gì?,Nhận biết (Nêu được khái niệm),Từ khoá là từ hoặc cụm từ thể hiện nội dung muốn tìm.,"HS: Thầy ơi, tại sao mình phải dùng ""từ khoá"" khi tìm kiếm ạ?
AI: Hãy tưởng tượng Internet là một thư viện khổng lồ. Nếu em muốn tìm sách về ""Mèo"", em sẽ nói với thủ thư từ gì ngắn gọn nhất để họ hiểu?
HS: Em sẽ nói từ ""Mèo"" ạ.
AI: Đúng rồi! Từ ""Mèo"" đó chính là từ khoá. Vậy từ khoá là gì trong yêu cầu của em?
HS: Là từ tóm tắt nội dung em muốn tìm ạ!
AI: Tuyệt vời, em đã hiểu rất đúng rồi!"
HNMU-G6-R0089-STT4,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,89,6,Lớp 6,4,Bài 7: Tìm kiếm thông tin trên Internet,Mục 1. Máy tìm kiếm (Tr. 32),Kết quả tìm kiếm được hiển thị dưới dạng gì?,Nhận biết (Nhận ra được),Kết quả là danh sách các liên kết trỏ đến các trang web có chứa từ khoá.,"HS: Sau khi gõ từ khoá xong, máy tính hiện ra một đống dòng chữ xanh xanh, đó là gì hả thầy?
AI: Em thử nhấn chuột vào một dòng chữ xanh đó xem điều gì xảy ra?
HS: Nó mở ra một trang web mới ạ!
AI: Đúng vậy! Những dòng chữ đó được gọi là các ""liên kết"". Vậy máy tìm kiếm trả về cho em một danh sách các gì nào?
HS: Dạ là danh sách các liên kết đến trang web ạ."
HNMU-G6-R0090-STT5,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,90,6,Lớp 6,5,Bài 7: Tìm kiếm thông tin trên Internet,Hoạt động 1 (Tr. 32),Máy tìm kiếm có công dụng gì trong việc học tập của em?,Thông hiểu (Giải thích được lợi ích),"Giúp tìm kiếm thông tin nhanh chóng, thuận tiện để phục vụ học tập và giải trí.","HS: Em có sách giáo khoa rồi, cần máy tìm kiếm làm gì nữa thầy?
AI: Sách giáo khoa rất tốt, nhưng nếu em muốn xem video về một thí nghiệm khoa học hay tìm hình ảnh thực tế của một loài chim quý hiếm không có trong sách, em sẽ làm thế nào?
HS: Em sẽ lên mạng tìm ạ.
AI: Chính lúc đó máy tìm kiếm sẽ giúp em. Vậy lợi ích của nó là giúp em tìm thông tin như thế nào so với việc tự đi hỏi từng người?
HS: Nhanh và tiện hơn rất nhiều ạ!
AI: Rất chuẩn!"
HNMU-G6-R0091-STT6,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,91,6,Lớp 6,6,Bài 7: Tìm kiếm thông tin trên Internet,Mục 1. Lưu ý (Tr. 32),Tại sao không nên cung cấp thông tin cá nhân khi truy cập Internet?,Thông hiểu (Giải thích được sự cần thiết),Để bảo vệ an toàn cho bản thân và tránh bị kẻ xấu lợi dụng.,"HS: Thầy ơi, có trang web hỏi số điện thoại của em để cho xem kết quả, em có nên cho không?
AI: Em hãy đọc tờ giấy nhớ màu vàng ở trang 32 nhé. Nó khuyên chúng ta ""Không cung cấp thông tin cá nhân"". Em thử đoán xem nếu người xấu biết số điện thoại của em, họ có thể làm gì?
HS: Họ có thể gọi điện lừa đảo em ạ.
AI: Đúng rồi! Vậy việc giữ kín thông tin là để bảo vệ ai?
HS: Để bảo vệ bản thân em ạ. Em sẽ không nhập nữa!"
HNMU-G6-R0092-STT7,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,92,6,Lớp 6,7,Bài 7: Tìm kiếm thông tin trên Internet,Hình 7.1 (Tr. 33),"Trong danh sách kết quả tìm kiếm, thành phần nào giúp em biết sơ qua nội dung trang web trước khi bấm vào?",Thông hiểu (Đọc hiểu được thông tin),Phần văn bản mô tả ngắn (snippet) nằm dưới tiêu đề và địa chỉ trang web.,"HS: Thầy ơi, nhiều kết quả quá, làm sao em biết trang nào đúng nội dung em cần mà không phải nhấn vào từng cái ạ?
AI: Em nhìn kỹ Hình 7.1 nhé. Dưới tiêu đề màu xanh lớn, có những dòng chữ nhỏ màu đen mô tả tóm tắt nội dung. Em thấy chúng không?
HS: Dạ thấy ạ, nó tóm tắt vài câu đầu.
AI: Đúng rồi! Nhờ đọc phần đó, em có thể quyết định trang web đó có đáng để bấm vào không. Đó gọi là phần mô tả ngắn đấy!"
HNMU-G6-R0093-STT8,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,93,6,Lớp 6,8,Bài 7: Tìm kiếm thông tin trên Internet,Mục 2. Các bước tìm kiếm (Tr. 33),"Để tìm kiếm thông tin, bước đầu tiên em cần thực hiện là gì?",Thông hiểu (Phát biểu được nhiệm vụ),Mở trình duyệt web (ví dụ: Google Chrome) và truy cập vào máy tìm kiếm.,"HS: Giờ em muốn tìm ảnh con gấu trúc, em gõ chữ ""gấu trúc"" lên màn hình luôn hả thầy?
AI: Trước khi gõ, em cần mở một ""cửa sổ"" để đi ra thế giới Internet đã. Em có thấy biểu tượng vòng tròn 3 màu trên màn hình không?
HS: Dạ là Chrome ạ. Em phải mở nó trước.
AI: Đúng rồi! Sau khi mở Chrome, em mới truy cập vào địa chỉ của máy tìm kiếm như google.com để bắt đầu. Bước 1 chính là mở trình duyệt đấy!"
HNMU-G6-R0094-STT9,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,94,6,Lớp 6,9,Bài 7: Tìm kiếm thông tin trên Internet,Mục 2. Lưu ý (SGV Tr. 47),Tại sao em nên chọn từ khoá sát với vấn đề cần tìm?,Thông hiểu (Giải thích sự cần thiết),"Để máy tìm kiếm thu hẹp phạm vi và đưa ra kết quả chính xác, đúng nhu cầu hơn.","HS: Nếu em muốn tìm ""lịch thi đấu bóng đá"", em chỉ gõ từ ""bóng đá"" thôi được không thầy?
AI: Nếu em gõ ""bóng đá"", máy sẽ hiện ra cả triệu kết quả về: luật chơi, bán bóng, tin tức... Liệu em có dễ dàng tìm thấy ""lịch thi đấu"" không?
HS: Dạ chắc là khó ạ, vì nhiều thông tin quá.
AI: Vậy nếu em thêm chữ ""lịch thi đấu"" vào sau, kết quả sẽ như thế nào?
HS: Sẽ hiện đúng cái em cần luôn ạ!
AI: Chính xác! Từ khoá càng sát, kết quả càng chuẩn."
HNMU-G6-R0095-STT10,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,95,6,Lớp 6,10,Bài 7: Tìm kiếm thông tin trên Internet,Luyện tập 1 (Tr. 35),Câu nào đúng: A. Máy tìm kiếm là trình duyệt web. B. Có thể tìm thông tin bằng máy tìm kiếm. C. Gõ địa chỉ trang web vào ô tìm kiếm để truy cập trang web đó.,Thông hiểu (Phân biệt được chức năng),Đáp án đúng là B.,"HS: Thầy ơi, câu A với B em thấy cái nào cũng có lý ạ.
AI: Hãy nhớ lại: Chrome là trình duyệt (phần mềm cài trên máy), còn Google là máy tìm kiếm (trang web để tìm). Hai cái này có là một không em?
HS: Dạ không, một cái là công cụ để mở, một cái là nơi để tìm ạ. Vậy câu A sai.
AI: Đúng rồi! Còn mục đích chính của máy tìm kiếm là gì mà chúng ta vừa học ở trên nhỉ?
HS: Là để tìm thông tin ạ! Vậy đáp án B là đúng nhất rồi."
HNMU-G6-R0096-STT11,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,96,6,Lớp 6,11,Bài 7: Tìm kiếm thông tin trên Internet,Vận dụng 1 (Tr. 35),"Em hãy tìm thông tin về địa danh ""Hồ Gươm"".",Vận dụng (Sử dụng được công cụ tìm kiếm),"Các bước: 1. Mở trình duyệt; 2. Gõ google.com; 3. Nhập từ khoá ""Hồ Gươm""; 4. Nhấn Enter và đọc kết quả.","HS: Thầy ơi, em đang mở Google rồi, giờ em làm gì tiếp để tìm về Hồ Gươm ạ?
AI: Em thấy ô trống dài ở giữa màn hình không? Đó là nơi em nhập ""từ khoá"". Em sẽ gõ gì vào đó nào?
HS: Em gõ ""Hồ Gươm"" ạ.
AI: Rất tốt! Sau khi gõ xong, em cần nhấn phím nào để ""ra lệnh"" cho máy bắt đầu tìm?
HS: Phím Enter ạ! A, nó ra nhiều ảnh và bài viết về Hồ Gươm quá thầy!
AI: Giỏi lắm, em đã tự tìm được thông tin rồi đó!"
HNMU-G6-R0097-STT12,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,97,6,Lớp 6,12,Bài 7: Tìm kiếm thông tin trên Internet,Vận dụng 2 (Tr. 35),"Tìm thông tin về ""lịch thi đấu bóng đá Seagames 31"". Từ khoá nào là phù hợp nhất?",Vận dụng (Xác định được chủ đề/từ khoá phù hợp),"Từ khoá phù hợp: ""lịch thi đấu bóng đá Seagames 31"".","HS: Em muốn tìm lịch bóng đá Seagames 31 nhưng kết quả toàn ra tin cũ thầy ơi.
AI: Em đã dùng từ khoá gì để tìm nào?
HS: Em gõ mỗi chữ ""Seagames"" thôi ạ.
AI: ""Seagames"" thì rộng quá. Em cần tìm cái gì của Seagames? Và là kỳ Seagames số mấy?
HS: Em cần ""lịch thi đấu bóng đá"" của ""Seagames 31"" ạ.
AI: Đúng rồi! Hãy thử kết hợp tất cả các ý đó thành một cụm từ khoá xem sao.
HS: Để em gõ lại: ""lịch thi đấu bóng đá Seagames 31""... Wow, kết quả hiện ngay đầu luôn thầy ạ!"
HNMU-G6-R0098-STT13,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,98,6,Lớp 6,13,Bài 7: Tìm kiếm thông tin trên Internet,Câu hỏi (SGV Tr. 47),"Tìm thông tin về ""Hoàng Thành Thăng Long"". Làm thế nào để lưu lại một đoạn văn bản hay về địa danh này vào máy?","Vận dụng (Thực hiện được các thao tác, khai thác thông tin)",Chọn đoạn văn bản -> Chuột phải chọn Copy -> Mở Word -> Chuột phải chọn Paste.,"HS: Thầy ơi, em tìm thấy một đoạn giới thiệu về Hoàng Thành rất hay, em muốn để dành để làm báo cáo thì làm sao ạ?
AI: Em có biết cách ""copy"" (sao chép) không? Đầu tiên em dùng chuột bôi đen đoạn văn đó nhé. Sau đó em nhấn chuột phải, em thấy chữ gì hiện lên?
HS: Dạ thấy chữ ""Sao chép"" ạ.
AI: Đúng rồi! Giờ em mở một trang Word trắng ra, nhấn chuột phải và chọn ""Dán"" (Paste) nhé.
HS: Em làm được rồi! Đoạn văn đã sang máy em rồi, tiện quá ạ!"
