sample_id,source_file,source_row_number,grade,lesson,quality_decision,confidence_score,failure_reasons,blocking_criterion_ids,suggested_reviewer_action,needs_hnmu_review,needs_learning_resource_review,needs_sgv_verification,evidence_fragment_ids,checked_by,checked_at,source_shard
HNMU-G7-R0128-STT1,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,128,7,Bài 10: Hoàn thiện bảng tính,need_human_review,0.54,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng. | RAW-CON-04: Hội thoại có thể đúng hướng nhưng chưa đủ dấu hiệu từ khóa để tự tin. | RAW-CON-05: Mức raw là Nhận biết, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại. | RAW-CON-06: Hội thoại/đáp án ở mẫu này vẫn còn mức bám đáp án chưa chắc; chưa đủ để loại trừ nội dung vượt khỏi SGK/SGV, nên đưa HNMU/UET xem lại. | RAW-CON-07: Mức Bloom hoặc metadata ở mẫu này còn mơ hồ, nên chưa chốt được mức nhất quán hoàn toàn giữa chủ đề, bài học, vị trí, câu hỏi, đáp án và hội thoại. | RAW-DUP-04: Hội thoại ngắn và mở đầu khá khuôn mẫu; cần so pattern toàn batch nếu mẫu quan trọng.",RAW-CON-02;RAW-CON-04;RAW-CON-05;RAW-CON-06;RAW-CON-07;RAW-DUP-04,ask_hnmu_uet_review,true,true,true,LM-SGV-TIN7-4920462481#F0275,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0129-STT2,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,129,7,Bài 10: Hoàn thiện bảng tính,need_human_review,0.54,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng. | RAW-CON-04: Hội thoại có thể đúng hướng nhưng chưa đủ dấu hiệu từ khóa để tự tin. | RAW-CON-05: Mức raw là Nhận biết, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại. | RAW-CON-06: Hội thoại/đáp án ở mẫu này vẫn còn mức bám đáp án chưa chắc; chưa đủ để loại trừ nội dung vượt khỏi SGK/SGV, nên đưa HNMU/UET xem lại. | RAW-CON-07: Mức Bloom hoặc metadata ở mẫu này còn mơ hồ, nên chưa chốt được mức nhất quán hoàn toàn giữa chủ đề, bài học, vị trí, câu hỏi, đáp án và hội thoại.",RAW-CON-02;RAW-CON-04;RAW-CON-05;RAW-CON-06;RAW-CON-07,ask_hnmu_uet_review,true,true,true,LM-SGV-TIN7-4920462481#F0276,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0130-STT3,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,130,7,Bài 10: Hoàn thiện bảng tính,need_human_review,0.54,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng. | RAW-CON-04: Hội thoại có thể đúng hướng nhưng chưa đủ dấu hiệu từ khóa để tự tin. | RAW-CON-05: Mức raw là Nhận biết, trong khi câu hỏi có dấu hiệu Thông hiểu; cần người xem lại. | RAW-CON-06: Hội thoại/đáp án ở mẫu này vẫn còn mức bám đáp án chưa chắc; chưa đủ để loại trừ nội dung vượt khỏi SGK/SGV, nên đưa HNMU/UET xem lại. | RAW-CON-07: Mức Bloom hoặc metadata ở mẫu này còn mơ hồ, nên chưa chốt được mức nhất quán hoàn toàn giữa chủ đề, bài học, vị trí, câu hỏi, đáp án và hội thoại.",RAW-CON-02;RAW-CON-04;RAW-CON-05;RAW-CON-06;RAW-CON-07,ask_hnmu_uet_review,true,true,true,LM-SGV-TIN7-4920462481#F0279,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0131-STT4,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,131,7,Bài 10: Hoàn thiện bảng tính,need_human_review,0.54,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng. | RAW-CON-05: Mức raw là Nhận biết, trong khi câu hỏi có dấu hiệu Thông hiểu; cần người xem lại. | RAW-CON-07: Mức Bloom hoặc metadata ở mẫu này còn mơ hồ, nên chưa chốt được mức nhất quán hoàn toàn giữa chủ đề, bài học, vị trí, câu hỏi, đáp án và hội thoại.",RAW-CON-02;RAW-CON-05;RAW-CON-07,ask_hnmu_uet_review,true,true,true,LM-SGV-TIN7-4920462481#F0270,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0132-STT5,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,132,7,Bài 10: Hoàn thiện bảng tính,need_human_review,0.52,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,RAW-CON-02,ask_hnmu_uet_review,true,true,true,LM-SGK-TIN7-0001#F0191,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0133-STT6,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,133,7,Bài 10: Hoàn thiện bảng tính,need_human_review,0.55,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng. | RAW-CON-04: Hội thoại có thể đúng hướng nhưng chưa đủ dấu hiệu từ khóa để tự tin. | RAW-CON-06: Hội thoại/đáp án ở mẫu này vẫn còn mức bám đáp án chưa chắc; chưa đủ để loại trừ nội dung vượt khỏi SGK/SGV, nên đưa HNMU/UET xem lại.",RAW-CON-02;RAW-CON-04;RAW-CON-06,ask_hnmu_uet_review,true,true,true,LM-SGV-TIN7-4920462481#F0276,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0134-STT7,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,134,7,Bài 10: Hoàn thiện bảng tính,need_human_review,0.52,"RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc. | RAW-CON-05: Mức raw là Thông hiểu, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại. | RAW-CON-07: Mức Bloom hoặc metadata ở mẫu này còn mơ hồ, nên chưa chốt được mức nhất quán hoàn toàn giữa chủ đề, bài học, vị trí, câu hỏi, đáp án và hội thoại.",RAW-CON-02;RAW-CON-05;RAW-CON-07,ask_hnmu_uet_review,true,true,true,LM-SGK-TIN7-0001#F0191,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0135-STT8,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,135,7,Bài 10: Hoàn thiện bảng tính,need_human_review,0.52,"RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc. | RAW-CON-05: Mức raw là Thông hiểu, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại. | RAW-CON-07: Mức Bloom hoặc metadata ở mẫu này còn mơ hồ, nên chưa chốt được mức nhất quán hoàn toàn giữa chủ đề, bài học, vị trí, câu hỏi, đáp án và hội thoại.",RAW-CON-02;RAW-CON-05;RAW-CON-07,ask_hnmu_uet_review,true,true,true,LM-SGK-TIN7-0001#F0191,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0136-STT9,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,136,7,Bài 10: Hoàn thiện bảng tính,need_human_review,0.52,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,RAW-CON-02,ask_hnmu_uet_review,true,true,true,LM-SGK-TIN7-0001#F0191,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0137-STT10,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,137,7,Bài 10: Hoàn thiện bảng tính,need_human_review,0.52,"RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc. | RAW-CON-04: Hội thoại có thể đúng hướng nhưng chưa đủ dấu hiệu từ khóa để tự tin. | RAW-CON-05: Mức raw là Thông hiểu, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại. | RAW-CON-06: Hội thoại/đáp án ở mẫu này vẫn còn mức bám đáp án chưa chắc; chưa đủ để loại trừ nội dung vượt khỏi SGK/SGV, nên đưa HNMU/UET xem lại. | RAW-CON-07: Mức Bloom hoặc metadata ở mẫu này còn mơ hồ, nên chưa chốt được mức nhất quán hoàn toàn giữa chủ đề, bài học, vị trí, câu hỏi, đáp án và hội thoại. | RAW-DUP-04: Hội thoại ngắn và mở đầu khá khuôn mẫu; cần so pattern toàn batch nếu mẫu quan trọng.",RAW-CON-02;RAW-CON-04;RAW-CON-05;RAW-CON-06;RAW-CON-07;RAW-DUP-04,ask_hnmu_uet_review,true,true,true,LM-SGK-TIN7-0001#F0192,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0138-STT11,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,138,7,Bài 10: Hoàn thiện bảng tính,need_human_review,0.52,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,RAW-CON-02,ask_hnmu_uet_review,true,true,true,LM-SGK-TIN7-0001#F0205,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0139-STT12,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,139,7,Bài 10: Hoàn thiện bảng tính,need_human_review,0.52,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,RAW-CON-02,ask_hnmu_uet_review,true,true,true,LM-SGK-TIN7-0001#F0191,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0140-STT13,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,140,7,Bài 10: Hoàn thiện bảng tính,need_human_review,0.52,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc. | RAW-DUP-04: Hội thoại ngắn và mở đầu khá khuôn mẫu; cần so pattern toàn batch nếu mẫu quan trọng.,RAW-CON-02;RAW-DUP-04,ask_hnmu_uet_review,true,true,true,LM-SGK-TIN7-0001#F0191,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0141-STT14,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,141,7,Bài 10: Hoàn thiện bảng tính,need_human_review,0.52,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,RAW-CON-02,ask_hnmu_uet_review,true,true,true,LM-SGK-TIN7-0001#F0191,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0170-STT1,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,170,7,Bài 13: Thực hành tổng hợp: Hoàn thiện bài trình chiếu,need_human_review,0.52,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,RAW-CON-02,ask_hnmu_uet_review,true,true,true,LM-SGK-TIN7-0001#F0248,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0171-STT2,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,171,7,Bài 13: Thực hành tổng hợp: Hoàn thiện bài trình chiếu,need_human_review,0.52,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,RAW-CON-02,ask_hnmu_uet_review,true,true,true,LM-SGK-TIN7-0001#F0248,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0172-STT3,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,172,7,Bài 13: Thực hành tổng hợp: Hoàn thiện bài trình chiếu,need_human_review,0.54,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng. | RAW-CON-05: Mức raw là Nhận biết, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại. | RAW-CON-07: Mức Bloom hoặc metadata ở mẫu này còn mơ hồ, nên chưa chốt được mức nhất quán hoàn toàn giữa chủ đề, bài học, vị trí, câu hỏi, đáp án và hội thoại.",RAW-CON-02;RAW-CON-05;RAW-CON-07,ask_hnmu_uet_review,true,true,true,LM-SGV-TIN7-4920462481#F0334,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0173-STT4,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,173,7,Bài 13: Thực hành tổng hợp: Hoàn thiện bài trình chiếu,need_human_review,0.52,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,RAW-CON-02,ask_hnmu_uet_review,true,true,true,LM-SGK-TIN7-0001#F0248,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0174-STT5,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,174,7,Bài 13: Thực hành tổng hợp: Hoàn thiện bài trình chiếu,need_human_review,0.52,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,RAW-CON-02,ask_hnmu_uet_review,true,true,true,LM-SGK-TIN7-0001#F0248,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0175-STT6,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,175,7,Bài 13: Thực hành tổng hợp: Hoàn thiện bài trình chiếu,need_human_review,0.54,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng. | RAW-CON-05: Mức raw là Thông hiểu, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại. | RAW-CON-07: Mức Bloom hoặc metadata ở mẫu này còn mơ hồ, nên chưa chốt được mức nhất quán hoàn toàn giữa chủ đề, bài học, vị trí, câu hỏi, đáp án và hội thoại.",RAW-CON-02;RAW-CON-05;RAW-CON-07,ask_hnmu_uet_review,true,true,true,LM-SGV-TIN7-4920462481#F0334,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0176-STT7,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,176,7,Bài 13: Thực hành tổng hợp: Hoàn thiện bài trình chiếu,need_human_review,0.58,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng.",RAW-CON-02,ask_hnmu_uet_review,true,true,true,LM-SGV-TIN7-4920462481#F0334,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0177-STT8,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,177,7,Bài 13: Thực hành tổng hợp: Hoàn thiện bài trình chiếu,need_human_review,0.52,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,RAW-CON-02,ask_hnmu_uet_review,true,true,true,LM-SGK-TIN7-0001#F0248,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0178-STT9,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,178,7,Bài 13: Thực hành tổng hợp: Hoàn thiện bài trình chiếu,need_human_review,0.52,"RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc. | RAW-CON-05: Mức raw là Thông hiểu, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại. | RAW-CON-07: Mức Bloom hoặc metadata ở mẫu này còn mơ hồ, nên chưa chốt được mức nhất quán hoàn toàn giữa chủ đề, bài học, vị trí, câu hỏi, đáp án và hội thoại.",RAW-CON-02;RAW-CON-05;RAW-CON-07,ask_hnmu_uet_review,true,true,true,LM-SGK-TIN7-0001#F0248,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0179-STT10,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,179,7,Bài 13: Thực hành tổng hợp: Hoàn thiện bài trình chiếu,need_human_review,0.54,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng. | RAW-CON-05: Mức raw là Thông hiểu, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại. | RAW-CON-07: Mức Bloom hoặc metadata ở mẫu này còn mơ hồ, nên chưa chốt được mức nhất quán hoàn toàn giữa chủ đề, bài học, vị trí, câu hỏi, đáp án và hội thoại.",RAW-CON-02;RAW-CON-05;RAW-CON-07,ask_hnmu_uet_review,true,true,true,LM-SGV-TIN7-4920462481#F0334,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0180-STT11,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,180,7,Bài 13: Thực hành tổng hợp: Hoàn thiện bài trình chiếu,need_human_review,0.52,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,RAW-CON-02,ask_hnmu_uet_review,true,true,true,LM-SGK-TIN7-0001#F0248,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0181-STT12,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,181,7,Bài 13: Thực hành tổng hợp: Hoàn thiện bài trình chiếu,need_human_review,0.52,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,RAW-CON-02,ask_hnmu_uet_review,true,true,true,LM-SGK-TIN7-0001#F0248,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0182-STT13,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,182,7,Bài 13: Thực hành tổng hợp: Hoàn thiện bài trình chiếu,need_human_review,0.52,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,RAW-CON-02,ask_hnmu_uet_review,true,true,true,LM-SGK-TIN7-0001#F0248,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0183-STT14,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,183,7,Bài 13: Thực hành tổng hợp: Hoàn thiện bài trình chiếu,need_human_review,0.52,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,RAW-CON-02,ask_hnmu_uet_review,true,true,true,LM-SGK-TIN7-0001#F0248,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0212-STT1,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,212,7,Bài 16. Thuật toán sắp xếp,need_human_review,0.52,"RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc. | RAW-CON-05: Mức raw là Nhận biết, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại. | RAW-CON-07: Mức Bloom hoặc metadata ở mẫu này còn mơ hồ, nên chưa chốt được mức nhất quán hoàn toàn giữa chủ đề, bài học, vị trí, câu hỏi, đáp án và hội thoại.",RAW-CON-02;RAW-CON-05;RAW-CON-07,ask_hnmu_uet_review,true,true,true,LM-SGK-TIN7-0001#F0290,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0213-STT2,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,213,7,Bài 16. Thuật toán sắp xếp,need_human_review,0.54,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng. | RAW-CON-05: Mức raw là Nhận biết, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại. | RAW-CON-07: Mức Bloom hoặc metadata ở mẫu này còn mơ hồ, nên chưa chốt được mức nhất quán hoàn toàn giữa chủ đề, bài học, vị trí, câu hỏi, đáp án và hội thoại.",RAW-CON-02;RAW-CON-05;RAW-CON-07,ask_hnmu_uet_review,true,true,true,LM-SGV-TIN7-4920462481#F0401,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0214-STT3,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,214,7,Bài 16. Thuật toán sắp xếp,need_human_review,0.54,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng. | RAW-CON-05: Mức raw là Nhận biết, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại. | RAW-CON-07: Mức Bloom hoặc metadata ở mẫu này còn mơ hồ, nên chưa chốt được mức nhất quán hoàn toàn giữa chủ đề, bài học, vị trí, câu hỏi, đáp án và hội thoại.",RAW-CON-02;RAW-CON-05;RAW-CON-07,ask_hnmu_uet_review,true,true,true,LM-SGV-TIN7-4920462481#F0401,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0215-STT4,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,215,7,Bài 16. Thuật toán sắp xếp,need_human_review,0.52,"RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc. | RAW-CON-05: Mức raw là Nhận biết, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại. | RAW-CON-07: Mức Bloom hoặc metadata ở mẫu này còn mơ hồ, nên chưa chốt được mức nhất quán hoàn toàn giữa chủ đề, bài học, vị trí, câu hỏi, đáp án và hội thoại.",RAW-CON-02;RAW-CON-05;RAW-CON-07,ask_hnmu_uet_review,true,true,true,LM-SGK-TIN7-0001#F0290,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0216-STT5,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,216,7,Bài 16. Thuật toán sắp xếp,need_human_review,0.52,"RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc. | RAW-CON-05: Mức raw là Thông hiểu, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại. | RAW-CON-07: Mức Bloom hoặc metadata ở mẫu này còn mơ hồ, nên chưa chốt được mức nhất quán hoàn toàn giữa chủ đề, bài học, vị trí, câu hỏi, đáp án và hội thoại.",RAW-CON-02;RAW-CON-05;RAW-CON-07,ask_hnmu_uet_review,true,true,true,LM-SGK-TIN7-0001#F0290,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0217-STT6,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,217,7,Bài 16. Thuật toán sắp xếp,need_human_review,0.54,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng. | RAW-CON-05: Mức raw là Thông hiểu, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại. | RAW-CON-07: Mức Bloom hoặc metadata ở mẫu này còn mơ hồ, nên chưa chốt được mức nhất quán hoàn toàn giữa chủ đề, bài học, vị trí, câu hỏi, đáp án và hội thoại.",RAW-CON-02;RAW-CON-05;RAW-CON-07,ask_hnmu_uet_review,true,true,true,LM-SGV-TIN7-4920462481#F0401,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0218-STT7,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,218,7,Bài 16. Thuật toán sắp xếp,need_human_review,0.54,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng. | RAW-CON-05: Mức raw là Thông hiểu, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại. | RAW-CON-07: Mức Bloom hoặc metadata ở mẫu này còn mơ hồ, nên chưa chốt được mức nhất quán hoàn toàn giữa chủ đề, bài học, vị trí, câu hỏi, đáp án và hội thoại.",RAW-CON-02;RAW-CON-05;RAW-CON-07,ask_hnmu_uet_review,true,true,true,LM-SGV-TIN7-4920462481#F0401,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0219-STT8,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,219,7,Bài 16. Thuật toán sắp xếp,need_human_review,0.52,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,RAW-CON-02,ask_hnmu_uet_review,true,true,true,LM-SGK-TIN7-0001#F0290,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0220-STT9,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,220,7,Bài 16. Thuật toán sắp xếp,need_human_review,0.52,"RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc. | RAW-CON-05: Mức raw là Thông hiểu, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại. | RAW-CON-07: Mức Bloom hoặc metadata ở mẫu này còn mơ hồ, nên chưa chốt được mức nhất quán hoàn toàn giữa chủ đề, bài học, vị trí, câu hỏi, đáp án và hội thoại.",RAW-CON-02;RAW-CON-05;RAW-CON-07,ask_hnmu_uet_review,true,true,true,LM-SGK-TIN7-0001#F0290,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
