sample_id,grade,lesson,review_reason,priority,suggested_question_to_hnmu,related_criterion_ids,evidence_fragment_ids,checked_by,checked_at,source_shard
HNMU-G6-R0060-STT3,6,Bài 5: Internet,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGK-TIN6-0001#F0061,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G6-R0061-STT4,6,Bài 5: Internet,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02;RAW-CON-05;RAW-CON-07,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02;RAW-CON-05;RAW-CON-07,LM-SGK-TIN6-0001#F0055,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G6-R0062-STT5,6,Bài 5: Internet,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGK-TIN6-0001#F0056,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G6-R0063-STT6,6,Bài 5: Internet,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGK-TIN6-0001#F0056,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G6-R0064-STT7,6,Bài 5: Internet,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02;RAW-CON-05;RAW-CON-07,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02;RAW-CON-05;RAW-CON-07,LM-SGK-TIN6-0001#F0056,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G6-R0065-STT8,6,Bài 5: Internet,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGK-TIN6-0001#F0056,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G6-R0066-STT9,6,Bài 5: Internet,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02;RAW-CON-05;RAW-CON-07,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02;RAW-CON-05;RAW-CON-07,LM-SGK-TIN6-0001#F0063,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G6-R0067-STT10,6,Bài 5: Internet,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGV-TIN6-4918798731#F0129,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G6-R0068-STT11,6,Bài 5: Internet,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGV-TIN6-4918798731#F0129,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G6-R0069-STT12,6,Bài 5: Internet,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGV-TIN6-4918798731#F0129,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G6-R0070-STT13,6,Bài 5: Internet,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGV-TIN6-4918798731#F0129,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G6-R0071-STT14,6,Bài 5: Internet,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGV-TIN6-4918798731#F0129,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G6-R0100-STT1,6,Bài 8: Thư điện tử,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02;RAW-DUP-04,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02;RAW-DUP-04,LM-SGK-TIN6-0001#F0092,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G6-R0101-STT2,6,Bài 8: Thư điện tử,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02;RAW-CON-05;RAW-CON-07,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02;RAW-CON-05;RAW-CON-07,LM-SGK-TIN6-0001#F0093,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G6-R0102-STT3,6,Bài 8: Thư điện tử,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGV-TIN6-4918798731#F0192,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G6-R0103-STT4,6,Bài 8: Thư điện tử,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02;RAW-CON-05;RAW-CON-07,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02;RAW-CON-05;RAW-CON-07,LM-SGV-TIN6-4918798731#F0185,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G6-R0104-STT5,6,Bài 8: Thư điện tử,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGV-TIN6-4918798731#F0185,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G6-R0105-STT6,6,Bài 8: Thư điện tử,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGV-TIN6-4918798731#F0185,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G6-R0106-STT7,6,Bài 8: Thư điện tử,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGV-TIN6-4918798731#F0185,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G6-R0107-STT8,6,Bài 8: Thư điện tử,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02;RAW-CON-05;RAW-CON-07,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02;RAW-CON-05;RAW-CON-07,LM-SGV-TIN6-4918798731#F0185,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G6-R0108-STT9,6,Bài 8: Thư điện tử,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGV-TIN6-4918798731#F0185,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G6-R0109-STT10,6,Bài 8: Thư điện tử,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGV-TIN6-4918798731#F0185,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G6-R0110-STT11,6,Bài 8: Thư điện tử,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02;RAW-DUP-04,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02;RAW-DUP-04,LM-SGV-TIN6-4918798731#F0185,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G6-R0111-STT12,6,Bài 8: Thư điện tử,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02;RAW-CON-04;RAW-CON-06,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02;RAW-CON-04;RAW-CON-06,LM-SGV-TIN6-4918798731#F0185,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G6-R0112-STT13,6,Bài 8: Thư điện tử,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGV-TIN6-4918798731#F0185,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G6-R0113-STT14,6,Bài 8: Thư điện tử,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGV-TIN6-4918798731#F0185,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0128-STT1,7,Bài 10: Hoàn thiện bảng tính,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02;RAW-CON-04;RAW-CON-05;RAW-CON-06;RAW-CON-07;RAW-DUP-04,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02;RAW-CON-04;RAW-CON-05;RAW-CON-06;RAW-CON-07;RAW-DUP-04,LM-SGV-TIN7-4920462481#F0275,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0129-STT2,7,Bài 10: Hoàn thiện bảng tính,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02;RAW-CON-04;RAW-CON-05;RAW-CON-06;RAW-CON-07,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02;RAW-CON-04;RAW-CON-05;RAW-CON-06;RAW-CON-07,LM-SGV-TIN7-4920462481#F0276,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0130-STT3,7,Bài 10: Hoàn thiện bảng tính,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02;RAW-CON-04;RAW-CON-05;RAW-CON-06;RAW-CON-07,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02;RAW-CON-04;RAW-CON-05;RAW-CON-06;RAW-CON-07,LM-SGV-TIN7-4920462481#F0279,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0131-STT4,7,Bài 10: Hoàn thiện bảng tính,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02;RAW-CON-05;RAW-CON-07,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02;RAW-CON-05;RAW-CON-07,LM-SGV-TIN7-4920462481#F0270,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0132-STT5,7,Bài 10: Hoàn thiện bảng tính,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGK-TIN7-0001#F0191,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0133-STT6,7,Bài 10: Hoàn thiện bảng tính,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02;RAW-CON-04;RAW-CON-06,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02;RAW-CON-04;RAW-CON-06,LM-SGV-TIN7-4920462481#F0276,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0134-STT7,7,Bài 10: Hoàn thiện bảng tính,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02;RAW-CON-05;RAW-CON-07,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02;RAW-CON-05;RAW-CON-07,LM-SGK-TIN7-0001#F0191,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0135-STT8,7,Bài 10: Hoàn thiện bảng tính,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02;RAW-CON-05;RAW-CON-07,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02;RAW-CON-05;RAW-CON-07,LM-SGK-TIN7-0001#F0191,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0136-STT9,7,Bài 10: Hoàn thiện bảng tính,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGK-TIN7-0001#F0191,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0137-STT10,7,Bài 10: Hoàn thiện bảng tính,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02;RAW-CON-04;RAW-CON-05;RAW-CON-06;RAW-CON-07;RAW-DUP-04,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02;RAW-CON-04;RAW-CON-05;RAW-CON-06;RAW-CON-07;RAW-DUP-04,LM-SGK-TIN7-0001#F0192,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0138-STT11,7,Bài 10: Hoàn thiện bảng tính,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGK-TIN7-0001#F0205,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0139-STT12,7,Bài 10: Hoàn thiện bảng tính,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGK-TIN7-0001#F0191,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0140-STT13,7,Bài 10: Hoàn thiện bảng tính,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02;RAW-DUP-04,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02;RAW-DUP-04,LM-SGK-TIN7-0001#F0191,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0141-STT14,7,Bài 10: Hoàn thiện bảng tính,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGK-TIN7-0001#F0191,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0170-STT1,7,Bài 13: Thực hành tổng hợp: Hoàn thiện bài trình chiếu,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGK-TIN7-0001#F0248,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0171-STT2,7,Bài 13: Thực hành tổng hợp: Hoàn thiện bài trình chiếu,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGK-TIN7-0001#F0248,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0172-STT3,7,Bài 13: Thực hành tổng hợp: Hoàn thiện bài trình chiếu,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02;RAW-CON-05;RAW-CON-07,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02;RAW-CON-05;RAW-CON-07,LM-SGV-TIN7-4920462481#F0334,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0173-STT4,7,Bài 13: Thực hành tổng hợp: Hoàn thiện bài trình chiếu,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGK-TIN7-0001#F0248,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0174-STT5,7,Bài 13: Thực hành tổng hợp: Hoàn thiện bài trình chiếu,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGK-TIN7-0001#F0248,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0175-STT6,7,Bài 13: Thực hành tổng hợp: Hoàn thiện bài trình chiếu,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02;RAW-CON-05;RAW-CON-07,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02;RAW-CON-05;RAW-CON-07,LM-SGV-TIN7-4920462481#F0334,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0176-STT7,7,Bài 13: Thực hành tổng hợp: Hoàn thiện bài trình chiếu,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGV-TIN7-4920462481#F0334,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0177-STT8,7,Bài 13: Thực hành tổng hợp: Hoàn thiện bài trình chiếu,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGK-TIN7-0001#F0248,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0178-STT9,7,Bài 13: Thực hành tổng hợp: Hoàn thiện bài trình chiếu,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02;RAW-CON-05;RAW-CON-07,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02;RAW-CON-05;RAW-CON-07,LM-SGK-TIN7-0001#F0248,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0179-STT10,7,Bài 13: Thực hành tổng hợp: Hoàn thiện bài trình chiếu,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02;RAW-CON-05;RAW-CON-07,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02;RAW-CON-05;RAW-CON-07,LM-SGV-TIN7-4920462481#F0334,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0180-STT11,7,Bài 13: Thực hành tổng hợp: Hoàn thiện bài trình chiếu,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGK-TIN7-0001#F0248,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0181-STT12,7,Bài 13: Thực hành tổng hợp: Hoàn thiện bài trình chiếu,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGK-TIN7-0001#F0248,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0182-STT13,7,Bài 13: Thực hành tổng hợp: Hoàn thiện bài trình chiếu,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGK-TIN7-0001#F0248,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0183-STT14,7,Bài 13: Thực hành tổng hợp: Hoàn thiện bài trình chiếu,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGK-TIN7-0001#F0248,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0212-STT1,7,Bài 16. Thuật toán sắp xếp,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02;RAW-CON-05;RAW-CON-07,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02;RAW-CON-05;RAW-CON-07,LM-SGK-TIN7-0001#F0290,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0213-STT2,7,Bài 16. Thuật toán sắp xếp,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02;RAW-CON-05;RAW-CON-07,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02;RAW-CON-05;RAW-CON-07,LM-SGV-TIN7-4920462481#F0401,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
