sample_id,review_reason,priority,suggested_question_to_hnmu,related_criterion_ids,evidence_fragment_ids,checked_by,checked_at,shard_id
HNMU-G8-R0059-STT2,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0065,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0060-STT3,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0074,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0061-STT4,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0086,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0062-STT5,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0065,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0063-STT6,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0065,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0064-STT7,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0086,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0065-STT8,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0086,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0066-STT9,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0086,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0067-STT10,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0086,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0068-STT11,"Mẫu có lỗi nhãn/lệch công thức trong hội thoại, đồng thời cần xác nhận lại SGK/SGV.",cao,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-STR-03;RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0086,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0069-STT12,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0075,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0070-STT13,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0086,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0071-STT14,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0086,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0072-STT1,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0088,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0073-STT2,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0088,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0074-STT3,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0088,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0075-STT4,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0088,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0076-STT5,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0088,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0077-STT6,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0088,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0078-STT7,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0088,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0079-STT8,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0088,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0080-STT9,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0088,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0081-STT10,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0088,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0082-STT11,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0088,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0083-STT12,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0088,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0084-STT13,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0113,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0085-STT14,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0116,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0086-STT1,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0120,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0087-STT2,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0119,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0088-STT3,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0120,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0089-STT4,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0119,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0090-STT5,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0119,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0091-STT6,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0119,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0092-STT7,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0119,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0093-STT8,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0119,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0094-STT9,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0119,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0095-STT10,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0119,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0096-STT11,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0122,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0097-STT12,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0119,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0098-STT13,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0119,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0099-STT14,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0119,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0100-STT1,Không tìm thấy fragment học liệu phù hợp bằng truy xuất v0; các tiêu chí SGK/SGV giữ ở mức uncertain.,cao,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0101-STT2,Không tìm thấy fragment học liệu phù hợp bằng truy xuất v0; các tiêu chí SGK/SGV giữ ở mức uncertain.,cao,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0102-STT3,Không tìm thấy fragment học liệu phù hợp bằng truy xuất v0; các tiêu chí SGK/SGV giữ ở mức uncertain.,cao,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0103-STT4,Không tìm thấy fragment học liệu phù hợp bằng truy xuất v0; các tiêu chí SGK/SGV giữ ở mức uncertain.,cao,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0104-STT5,Không tìm thấy fragment học liệu phù hợp bằng truy xuất v0; các tiêu chí SGK/SGV giữ ở mức uncertain.,cao,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0105-STT6,Không tìm thấy fragment học liệu phù hợp bằng truy xuất v0; các tiêu chí SGK/SGV giữ ở mức uncertain.,cao,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0106-STT7,Không tìm thấy fragment học liệu phù hợp bằng truy xuất v0; các tiêu chí SGK/SGV giữ ở mức uncertain.,cao,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0107-STT8,Không tìm thấy fragment học liệu phù hợp bằng truy xuất v0; các tiêu chí SGK/SGV giữ ở mức uncertain.,cao,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0108-STT9,Không tìm thấy fragment học liệu phù hợp bằng truy xuất v0; các tiêu chí SGK/SGV giữ ở mức uncertain.,cao,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0109-STT10,Không tìm thấy fragment học liệu phù hợp bằng truy xuất v0; các tiêu chí SGK/SGV giữ ở mức uncertain.,cao,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0110-STT11,Không tìm thấy fragment học liệu phù hợp bằng truy xuất v0; các tiêu chí SGK/SGV giữ ở mức uncertain.,cao,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0111-STT12,Không tìm thấy fragment học liệu phù hợp bằng truy xuất v0; các tiêu chí SGK/SGV giữ ở mức uncertain.,cao,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0112-STT13,Không tìm thấy fragment học liệu phù hợp bằng truy xuất v0; các tiêu chí SGK/SGV giữ ở mức uncertain.,cao,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0113-STT14,Không tìm thấy fragment học liệu phù hợp bằng truy xuất v0; các tiêu chí SGK/SGV giữ ở mức uncertain.,cao,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0114-STT1,Không tìm thấy fragment học liệu phù hợp bằng truy xuất v0; các tiêu chí SGK/SGV giữ ở mức uncertain.,cao,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0115-STT2,Không tìm thấy fragment học liệu phù hợp bằng truy xuất v0; các tiêu chí SGK/SGV giữ ở mức uncertain.,cao,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0116-STT3,Không tìm thấy fragment học liệu phù hợp bằng truy xuất v0; các tiêu chí SGK/SGV giữ ở mức uncertain.,cao,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
