sample_id,grade,lesson,position,evidence_fragment_id,evidence_material_type,evidence_lesson_title,evidence_page_start,evidence_source_markdown_path,evidence_status,evidence_match_reason,needs_learning_resource_review,consistency_issue_codes
HNMU-G8-R0136-STT9,8,Bài 10a. Định dạng nâng cao cho trang chiếu,"Mục 2 (Trang 58, SGK)",LM-SGK-TIN8-0001#F0211,SGK,Bài 10A. Định dạng nâng cao cho trang chiếu,48,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_10a/tin_8_bai_10a.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0137-STT10,8,Bài 10a. Định dạng nâng cao cho trang chiếu,"Mục 1 (Trang 57, SGK)",LM-SGK-TIN8-0001#F0211,SGK,Bài 10A. Định dạng nâng cao cho trang chiếu,48,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_10a/tin_8_bai_10a.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0138-STT11,8,Bài 10a. Định dạng nâng cao cho trang chiếu,"Mục 2. Thực hành (Trang 58, SGK)",LM-SGK-TIN8-0001#F0211,SGK,Bài 10A. Định dạng nâng cao cho trang chiếu,48,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_10a/tin_8_bai_10a.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0139-STT12,8,Bài 10a. Định dạng nâng cao cho trang chiếu,"Mục 1 (Trang 57, SGK)",LM-SGK-TIN8-0001#F0211,SGK,Bài 10A. Định dạng nâng cao cho trang chiếu,48,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_10a/tin_8_bai_10a.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0140-STT13,8,Bài 10a. Định dạng nâng cao cho trang chiếu,"Mục 3. Thực hành (Trang 58, SGK)",LM-SGK-TIN8-0001#F0211,SGK,Bài 10A. Định dạng nâng cao cho trang chiếu,48,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_10a/tin_8_bai_10a.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0141-STT14,8,Bài 10a. Định dạng nâng cao cho trang chiếu,"Mục 2 (Trang 58, SGK - Bổ sung tình huống)",LM-SGK-TIN8-0001#F0211,SGK,Bài 10A. Định dạng nâng cao cho trang chiếu,48,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_10a/tin_8_bai_10a.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0142-STT1,8,Bài 11a. Sử dụng bản mẫu tạo bài trình chiếu,"Mục 1 (Trang 51, SGK)",LM-SGK-TIN8-0001#F0233,SGK,Bài 11A. Sử dụng bản mẫu tạo bài trình chiếu,51,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_11a/tin_8_bai_11a.md,draft,Top-1 từ SQLite FTS theo đáp án SGV và metadata bài học.,false,
HNMU-G8-R0143-STT2,8,Bài 11a. Sử dụng bản mẫu tạo bài trình chiếu,"Mục 1 (Trang 51, SGK)",LM-SGK-TIN8-0001#F0234,SGK,Bài 11A. Sử dụng bản mẫu tạo bài trình chiếu,52,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_11a/tin_8_bai_11a.md,draft,Top-1 từ SQLite FTS theo đáp án SGV và metadata bài học.,false,
HNMU-G8-R0144-STT3,8,Bài 11a. Sử dụng bản mẫu tạo bài trình chiếu,"Mục 1 (Trang 51, SGK)",LM-SGK-TIN8-0001#F0236,SGK,Bài 11A. Sử dụng bản mẫu tạo bài trình chiếu,53,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_11a/tin_8_bai_11a.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0145-STT4,8,Bài 11a. Sử dụng bản mẫu tạo bài trình chiếu,"Câu hỏi củng cố (Trang 63, SGV)",LM-SGV-TIN8-4923610683#F0284,SGV,Bài 11A. SỬ DỤNG BẢN MẪU TẠO BÀI TRÌNH CHIẾU,63,shared/learning_resources/ocr_text/sgv_tin_hoc_8/sgv_tin_8_bai_11a/sgv_tin_8_bai_11a.md,draft,Top-1 từ SQLite FTS theo đáp án SGV và metadata bài học.,false,
HNMU-G8-R0146-STT5,8,Bài 11a. Sử dụng bản mẫu tạo bài trình chiếu,"Hoạt động 1 (Trang 51, SGK)",LM-SGK-TIN8-0001#F0236,SGK,Bài 11A. Sử dụng bản mẫu tạo bài trình chiếu,53,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_11a/tin_8_bai_11a.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0147-STT6,8,Bài 11a. Sử dụng bản mẫu tạo bài trình chiếu,"Mục 1 (Trang 51, SGK - Phân tích sâu)",LM-SGK-TIN8-0001#F0236,SGK,Bài 11A. Sử dụng bản mẫu tạo bài trình chiếu,53,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_11a/tin_8_bai_11a.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0148-STT7,8,Bài 11a. Sử dụng bản mẫu tạo bài trình chiếu,"Kiến thức mới (Trang 62, SGV)",LM-SGV-TIN8-4923610683#F0288,SGV,Bài 11A. SỬ DỤNG BẢN MẪU TẠO BÀI TRÌNH CHIẾU,64,shared/learning_resources/ocr_text/sgv_tin_hoc_8/sgv_tin_8_bai_11a/sgv_tin_8_bai_11a.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0149-STT8,8,Bài 11a. Sử dụng bản mẫu tạo bài trình chiếu,"Luyện tập (Trang 63, SGV)",LM-SGV-TIN8-4923610683#F0288,SGV,Bài 11A. SỬ DỤNG BẢN MẪU TẠO BÀI TRÌNH CHIẾU,64,shared/learning_resources/ocr_text/sgv_tin_hoc_8/sgv_tin_8_bai_11a/sgv_tin_8_bai_11a.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0150-STT9,8,Bài 11a. Sử dụng bản mẫu tạo bài trình chiếu,"Luyện tập (Trang 63, SGV)",LM-SGV-TIN8-4923610683#F0288,SGV,Bài 11A. SỬ DỤNG BẢN MẪU TẠO BÀI TRÌNH CHIẾU,64,shared/learning_resources/ocr_text/sgv_tin_hoc_8/sgv_tin_8_bai_11a/sgv_tin_8_bai_11a.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0151-STT10,8,Bài 11a. Sử dụng bản mẫu tạo bài trình chiếu,"Vận dụng (Trang 63, SGV - Tình huống bổ sung)",LM-SGV-TIN8-4923610683#F0288,SGV,Bài 11A. SỬ DỤNG BẢN MẪU TẠO BÀI TRÌNH CHIẾU,64,shared/learning_resources/ocr_text/sgv_tin_hoc_8/sgv_tin_8_bai_11a/sgv_tin_8_bai_11a.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0152-STT11,8,Bài 11a. Sử dụng bản mẫu tạo bài trình chiếu,"Mục 1 (Trang 51, SGK)",LM-SGK-TIN8-0001#F0236,SGK,Bài 11A. Sử dụng bản mẫu tạo bài trình chiếu,53,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_11a/tin_8_bai_11a.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0153-STT12,8,Bài 11a. Sử dụng bản mẫu tạo bài trình chiếu,"Mục 2. Thực hành (Trang 51, SGK)",LM-SGK-TIN8-0001#F0236,SGK,Bài 11A. Sử dụng bản mẫu tạo bài trình chiếu,53,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_11a/tin_8_bai_11a.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0154-STT13,8,Bài 11a. Sử dụng bản mẫu tạo bài trình chiếu,"Hoạt động Vận dụng (Trang 63, SGV)",LM-SGV-TIN8-4923610683#F0288,SGV,Bài 11A. SỬ DỤNG BẢN MẪU TẠO BÀI TRÌNH CHIẾU,64,shared/learning_resources/ocr_text/sgv_tin_hoc_8/sgv_tin_8_bai_11a/sgv_tin_8_bai_11a.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0155-STT14,8,Bài 11a. Sử dụng bản mẫu tạo bài trình chiếu,"Thực hành (Trang 63, SGV)",LM-SGV-TIN8-4923610683#F0288,SGV,Bài 11A. SỬ DỤNG BẢN MẪU TẠO BÀI TRÌNH CHIẾU,64,shared/learning_resources/ocr_text/sgv_tin_hoc_8/sgv_tin_8_bai_11a/sgv_tin_8_bai_11a.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0156-STT1,8,[8b] Làm quen với phần mềm chỉnh sửa ảnh,Mở đầu / Khám phá,LM-SGK-TIN8-0001#F0168,SGK,Bài 8B. Phần mềm chỉnh sửa ảnh,60,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_8b/tin_8_bai_8b.md,draft,Top-1 từ SQLite FTS theo đáp án SGV và metadata bài học.,false,
HNMU-G8-R0157-STT2,8,[8b] Làm quen với phần mềm chỉnh sửa ảnh,Mục 1. Kiến thức mới,LM-SGK-TIN8-0001#F0166,SGK,Bài 8B. Phần mềm chỉnh sửa ảnh,60,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_8b/tin_8_bai_8b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0158-STT3,8,[8b] Làm quen với phần mềm chỉnh sửa ảnh,Mục 2. Lưu và xuất tệp,LM-SGK-TIN8-0001#F0174,SGK,Bài 8B. Phần mềm chỉnh sửa ảnh,61,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_8b/tin_8_bai_8b.md,draft,Top-1 từ SQLite FTS theo đáp án SGV và metadata bài học.,false,
HNMU-G8-R0159-STT4,8,[8b] Làm quen với phần mềm chỉnh sửa ảnh,Mục 3. Công cụ chọn,LM-SGK-TIN8-0001#F0173,SGK,Bài 8B. Phần mềm chỉnh sửa ảnh,61,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_8b/tin_8_bai_8b.md,draft,Top-1 từ SQLite FTS theo đáp án SGV và metadata bài học.,false,
HNMU-G8-R0160-STT5,8,[8b] Làm quen với phần mềm chỉnh sửa ảnh,Luyện tập,LM-SGK-TIN8-0001#F0166,SGK,Bài 8B. Phần mềm chỉnh sửa ảnh,60,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_8b/tin_8_bai_8b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0161-STT6,8,[8b] Làm quen với phần mềm chỉnh sửa ảnh,Mục 1. Khám phá,LM-SGK-TIN8-0001#F0166,SGK,Bài 8B. Phần mềm chỉnh sửa ảnh,60,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_8b/tin_8_bai_8b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0162-STT7,8,[8b] Làm quen với phần mềm chỉnh sửa ảnh,Câu hỏi củng cố,LM-SGK-TIN8-0001#F0166,SGK,Bài 8B. Phần mềm chỉnh sửa ảnh,60,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_8b/tin_8_bai_8b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0163-STT8,8,[8b] Làm quen với phần mềm chỉnh sửa ảnh,Mục 1. Kiến thức mới,LM-SGK-TIN8-0001#F0166,SGK,Bài 8B. Phần mềm chỉnh sửa ảnh,60,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_8b/tin_8_bai_8b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0164-STT9,8,[8b] Làm quen với phần mềm chỉnh sửa ảnh,Luyện tập,LM-SGK-TIN8-0001#F0166,SGK,Bài 8B. Phần mềm chỉnh sửa ảnh,60,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_8b/tin_8_bai_8b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0165-STT10,8,[8b] Làm quen với phần mềm chỉnh sửa ảnh,Mục 4. Công cụ cắt,LM-SGK-TIN8-0001#F0166,SGK,Bài 8B. Phần mềm chỉnh sửa ảnh,60,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_8b/tin_8_bai_8b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0166-STT11,8,[8b] Làm quen với phần mềm chỉnh sửa ảnh,Vận dụng,LM-SGK-TIN8-0001#F0166,SGK,Bài 8B. Phần mềm chỉnh sửa ảnh,60,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_8b/tin_8_bai_8b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0167-STT12,8,[8b] Làm quen với phần mềm chỉnh sửa ảnh,Thực hành,LM-SGK-TIN8-0001#F0166,SGK,Bài 8B. Phần mềm chỉnh sửa ảnh,60,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_8b/tin_8_bai_8b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0168-STT13,8,[8b] Làm quen với phần mềm chỉnh sửa ảnh,Vận dụng,LM-SGK-TIN8-0001#F0166,SGK,Bài 8B. Phần mềm chỉnh sửa ảnh,60,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_8b/tin_8_bai_8b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0169-STT14,8,[8b] Làm quen với phần mềm chỉnh sửa ảnh,Thực hành tổng hợp,LM-SGK-TIN8-0001#F0166,SGK,Bài 8B. Phần mềm chỉnh sửa ảnh,60,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_8b/tin_8_bai_8b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0170-STT1,8,"[9b] Thay đổi khung hình, kích thước ảnh",Mục 1. Khám phá (Trang 58),LM-SGK-TIN8-0001#F0198,SGK,"Bài 9B. Thay đổi khung hình, kích thước ảnh",65,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_9b/tin_8_bai_9b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0171-STT2,8,"[9b] Thay đổi khung hình, kích thước ảnh",Mục 2. Khám phá (Trang 60),LM-SGK-TIN8-0001#F0198,SGK,"Bài 9B. Thay đổi khung hình, kích thước ảnh",65,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_9b/tin_8_bai_9b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0172-STT3,8,"[9b] Thay đổi khung hình, kích thước ảnh",Mục 3. Khám phá (Trang 61),LM-SGK-TIN8-0001#F0198,SGK,"Bài 9B. Thay đổi khung hình, kích thước ảnh",65,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_9b/tin_8_bai_9b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0173-STT4,8,"[9b] Thay đổi khung hình, kích thước ảnh",Luyện tập (Trang 62),LM-SGK-TIN8-0001#F0198,SGK,"Bài 9B. Thay đổi khung hình, kích thước ảnh",65,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_9b/tin_8_bai_9b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0174-STT5,8,"[9b] Thay đổi khung hình, kích thước ảnh",Mục 1. Kiến thức mới,LM-SGK-TIN8-0001#F0198,SGK,"Bài 9B. Thay đổi khung hình, kích thước ảnh",65,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_9b/tin_8_bai_9b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0175-STT6,8,"[9b] Thay đổi khung hình, kích thước ảnh",Thực hành (Trang 59),LM-SGK-TIN8-0001#F0198,SGK,"Bài 9B. Thay đổi khung hình, kích thước ảnh",65,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_9b/tin_8_bai_9b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0176-STT7,8,"[9b] Thay đổi khung hình, kích thước ảnh",Mục 2. Kiến thức mới (Trang 60),LM-SGK-TIN8-0001#F0198,SGK,"Bài 9B. Thay đổi khung hình, kích thước ảnh",65,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_9b/tin_8_bai_9b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0177-STT8,8,"[9b] Thay đổi khung hình, kích thước ảnh",Mục 2. Kiến thức mới (Trang 60),LM-SGK-TIN8-0001#F0198,SGK,"Bài 9B. Thay đổi khung hình, kích thước ảnh",65,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_9b/tin_8_bai_9b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0178-STT9,8,"[9b] Thay đổi khung hình, kích thước ảnh",Mục 3. Khám phá (Trang 61),LM-SGK-TIN8-0001#F0198,SGK,"Bài 9B. Thay đổi khung hình, kích thước ảnh",65,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_9b/tin_8_bai_9b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0179-STT10,8,"[9b] Thay đổi khung hình, kích thước ảnh",Luyện tập (Trang 62),LM-SGK-TIN8-0001#F0198,SGK,"Bài 9B. Thay đổi khung hình, kích thước ảnh",65,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_9b/tin_8_bai_9b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0180-STT11,8,"[9b] Thay đổi khung hình, kích thước ảnh",Vận dụng (Trang 62),LM-SGK-TIN8-0001#F0198,SGK,"Bài 9B. Thay đổi khung hình, kích thước ảnh",65,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_9b/tin_8_bai_9b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0181-STT12,8,"[9b] Thay đổi khung hình, kích thước ảnh",Thực hành tổng hợp,LM-SGK-TIN8-0001#F0198,SGK,"Bài 9B. Thay đổi khung hình, kích thước ảnh",65,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_9b/tin_8_bai_9b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0182-STT13,8,"[9b] Thay đổi khung hình, kích thước ảnh",Vận dụng,LM-SGK-TIN8-0001#F0198,SGK,"Bài 9B. Thay đổi khung hình, kích thước ảnh",65,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_9b/tin_8_bai_9b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0183-STT14,8,"[9b] Thay đổi khung hình, kích thước ảnh",Thực hành tổng hợp,LM-SGK-TIN8-0001#F0198,SGK,"Bài 9B. Thay đổi khung hình, kích thước ảnh",65,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_9b/tin_8_bai_9b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0184-STT1,8,"[10b] Thêm văn bản, tạo hiệu ứng cho ảnh",Mục 1. Thêm văn bản (Trang 66),LM-SGK-TIN8-0001#F0221,SGK,"Bài 10B. Thêm văn bản, tạo hiệu ứng cho ảnh",66,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_10b/tin_8_bai_10b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0185-STT2,8,"[10b] Thêm văn bản, tạo hiệu ứng cho ảnh",Mục 2. Tạo hiệu ứng (Trang 67),LM-SGK-TIN8-0001#F0221,SGK,"Bài 10B. Thêm văn bản, tạo hiệu ứng cho ảnh",66,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_10b/tin_8_bai_10b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0186-STT3,8,"[10b] Thêm văn bản, tạo hiệu ứng cho ảnh",Thực hành: Tạo khung viền cho ảnh (Trang 68),LM-SGK-TIN8-0001#F0221,SGK,"Bài 10B. Thêm văn bản, tạo hiệu ứng cho ảnh",66,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_10b/tin_8_bai_10b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0187-STT4,8,"[10b] Thêm văn bản, tạo hiệu ứng cho ảnh",Mục 2. Tạo hiệu ứng (Trang 67),LM-SGK-TIN8-0001#F0221,SGK,"Bài 10B. Thêm văn bản, tạo hiệu ứng cho ảnh",66,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_10b/tin_8_bai_10b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0188-STT5,8,"[10b] Thêm văn bản, tạo hiệu ứng cho ảnh",Mục 1. Thêm văn bản (Trang 66),LM-SGK-TIN8-0001#F0221,SGK,"Bài 10B. Thêm văn bản, tạo hiệu ứng cho ảnh",66,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_10b/tin_8_bai_10b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0189-STT6,8,"[10b] Thêm văn bản, tạo hiệu ứng cho ảnh",Thực hành: Tạo khung viền (Trang 68),LM-SGK-TIN8-0001#F0221,SGK,"Bài 10B. Thêm văn bản, tạo hiệu ứng cho ảnh",66,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_10b/tin_8_bai_10b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0190-STT7,8,"[10b] Thêm văn bản, tạo hiệu ứng cho ảnh",Mục 2. Tạo hiệu ứng (Trang 67),LM-SGK-TIN8-0001#F0221,SGK,"Bài 10B. Thêm văn bản, tạo hiệu ứng cho ảnh",66,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_10b/tin_8_bai_10b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0191-STT8,8,"[10b] Thêm văn bản, tạo hiệu ứng cho ảnh",Mục 2. Tạo hiệu ứng (Trang 67),LM-SGK-TIN8-0001#F0221,SGK,"Bài 10B. Thêm văn bản, tạo hiệu ứng cho ảnh",66,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_10b/tin_8_bai_10b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0192-STT9,8,"[10b] Thêm văn bản, tạo hiệu ứng cho ảnh",Thực hành: Tạo khung viền (Trang 68),LM-SGK-TIN8-0001#F0221,SGK,"Bài 10B. Thêm văn bản, tạo hiệu ứng cho ảnh",66,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_10b/tin_8_bai_10b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0193-STT10,8,"[10b] Thêm văn bản, tạo hiệu ứng cho ảnh",Thực hành: Tạo khung viền (Trang 68),LM-SGK-TIN8-0001#F0221,SGK,"Bài 10B. Thêm văn bản, tạo hiệu ứng cho ảnh",66,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_10b/tin_8_bai_10b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0194-STT11,8,"[10b] Thêm văn bản, tạo hiệu ứng cho ảnh",Vận dụng (Trang 69),LM-SGK-TIN8-0001#F0221,SGK,"Bài 10B. Thêm văn bản, tạo hiệu ứng cho ảnh",66,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_10b/tin_8_bai_10b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0195-STT12,8,"[10b] Thêm văn bản, tạo hiệu ứng cho ảnh",Vận dụng (Trang 69),LM-SGK-TIN8-0001#F0221,SGK,"Bài 10B. Thêm văn bản, tạo hiệu ứng cho ảnh",66,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_10b/tin_8_bai_10b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0196-STT13,8,"[10b] Thêm văn bản, tạo hiệu ứng cho ảnh",Thực hành (Trang 68),LM-SGK-TIN8-0001#F0221,SGK,"Bài 10B. Thêm văn bản, tạo hiệu ứng cho ảnh",66,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_10b/tin_8_bai_10b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0197-STT14,8,"[10b] Thêm văn bản, tạo hiệu ứng cho ảnh",Vận dụng (Trang 69),LM-SGK-TIN8-0001#F0221,SGK,"Bài 10B. Thêm văn bản, tạo hiệu ứng cho ảnh",66,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_10b/tin_8_bai_10b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0198-STT1,8,[11b] Thực hành tổng hợp,Bước 3. Ghép ảnh vào tờ rơi (Trang 72),LM-SGV-TIN8-4923610683#F0302,SGV,Bài 11B. THỰC HÀNH TỔNG HỢP,77,shared/learning_resources/ocr_text/sgv_tin_hoc_8/sgv_tin_8_bai_11b/sgv_tin_8_bai_11b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0199-STT2,8,[11b] Thực hành tổng hợp,Bước 3. Ghép ảnh vào tờ rơi (Trang 72),LM-SGV-TIN8-4923610683#F0302,SGV,Bài 11B. THỰC HÀNH TỔNG HỢP,77,shared/learning_resources/ocr_text/sgv_tin_hoc_8/sgv_tin_8_bai_11b/sgv_tin_8_bai_11b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0200-STT3,8,[11b] Thực hành tổng hợp,Bước 2. Tạo khung viền (Trang 71),LM-SGV-TIN8-4923610683#F0302,SGV,Bài 11B. THỰC HÀNH TỔNG HỢP,77,shared/learning_resources/ocr_text/sgv_tin_hoc_8/sgv_tin_8_bai_11b/sgv_tin_8_bai_11b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0201-STT4,8,[11b] Thực hành tổng hợp,Bước 2. Tạo khung viền (Trang 71),LM-SGK-TIN8-0001#F0246,SGK,Bài 11B. Thực hành tổng hợp,71,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_11b/tin_8_bai_11b.md,draft,Top-1 từ SQLite FTS theo đáp án SGV và metadata bài học.,false,
HNMU-G8-R0202-STT5,8,[11b] Thực hành tổng hợp,Bước 2. Tạo khung viền (Trang 70),LM-SGV-TIN8-4923610683#F0302,SGV,Bài 11B. THỰC HÀNH TỔNG HỢP,77,shared/learning_resources/ocr_text/sgv_tin_hoc_8/sgv_tin_8_bai_11b/sgv_tin_8_bai_11b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G8-R0203-STT6,8,[11b] Thực hành tổng hợp,Bước 2. Tạo khung viền (Trang 71),LM-SGV-TIN8-4923610683#F0302,SGV,Bài 11B. THỰC HÀNH TỔNG HỢP,77,shared/learning_resources/ocr_text/sgv_tin_hoc_8/sgv_tin_8_bai_11b/sgv_tin_8_bai_11b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
