sample_id,source_file,source_row_number,grade,grade_label,stt,lesson,position,question,bloom_level,answer_sgv,dialogue
HNMU-G8-R0150-STT9,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,150,8,Lớp 8,9,Bài 11a. Sử dụng bản mẫu tạo bài trình chiếu,"Luyện tập (Trang 63, SGV)","Mô tả sự tương đồng trong thao tác chèn liên kết giữa các loại đối tượng (video, âm thanh, văn bản).",Thông hiểu,"Việc chèn liên kết đến một tệp video trên mạng, tệp âm thanh hay tệp văn bản trong máy tính vào bài trình chiếu là hoàn toàn tương tự nhau, đều sử dụng chung một lệnh Insert Hyperlink.","HS: Em biết chèn link đến Youtube rồi, nhưng bây giờ em muốn chèn link đến một bài Word trong máy tính thì có phải đi tìm công cụ khác để học không ạ?
AI: Để trả lời, em hãy mở lại cửa sổ Insert Hyperlink (hoặc Link) ra nào. Trong cửa sổ đó, em thấy có ô ""Address"" (địa chỉ) đúng không?
HS: Vâng, ô đó nãy em dán link Youtube vào. Nhưng dán file Word thì sao ạ?
AI: Nhìn sang ô cửa sổ to bên trên ô Address, em có thấy giao diện cho phép em duyệt (browse) tìm các thư mục và file có sẵn trong ổ cứng máy tính không?
HS: Dạ có ạ, nó có cái bảng cho em mở ổ D, ổ C để tìm file Word.
AI: Đúng vậy. Dù em chèn link đến trang web trên mạng (URL), hay chèn link đến file Word, hay file nhạc (.mp3) nằm cục bộ trong máy em, phần mềm bắt em mở mấy cửa sổ?
HS: Tất cả đều nằm chung trong cái cửa sổ Hyperlink này hết ạ.
AI: Vậy em có cần phải học các nút lệnh khác nhau, phức tạp cho từng loại tệp tài liệu không?
HS: Dạ không cần. SGV cũng có câu là ""việc chèn liên kết đến video, âm thanh hay văn bản là hoàn toàn tương tự nhau"" đúng không thầy?
AI: Quá chính xác! Cùng chung một bản chất ""liên kết đối tượng"" thì chỉ dùng một công cụ duy nhất.
HS: Cùng chung bản chất thì dùng chung lệnh. Thật dễ nhớ quá ạ!
AI: Tuyệt vời! Khi học Tin học, tìm ra quy luật chung sẽ giúp em không bao giờ phải học vẹt từng nút bấm."
HNMU-G8-R0151-STT10,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,151,8,Lớp 8,10,Bài 11a. Sử dụng bản mẫu tạo bài trình chiếu,"Vận dụng (Trang 63, SGV - Tình huống bổ sung)",Nêu được lưu ý quan trọng khi di chuyển tệp bài trình chiếu có chứa đường liên kết (link) đến các tệp tài liệu cục bộ trong máy tính.,Thông hiểu,"Khi copy tệp bài trình chiếu sang máy tính khác, phải copy kèm theo cả các tệp (video, âm thanh, văn bản) đã được liên kết cục bộ, nếu không đường link sẽ bị hỏng do báo lỗi không tìm thấy tệp gốc.","HS: Thầy ơi, em chèn link đến 1 cái file Word bài tập nhóm trong máy em rất thành công. Nhưng sáng nay mang USB lên lớp mở bài chiếu, em bấm vào cái chữ đó thì máy trường báo lỗi không tìm thấy file. Tại sao ạ?
AI: Chào em. Em chèn ""địa chỉ đường dẫn"" (Link) của file Word đó vào slide. Nhưng tệp Word vật lí đó thực chất vẫn đang nằm ở đâu?
HS: Tệp Word đó em lưu trong ổ D máy tính ở nhà em ạ.
AI: Vậy sáng nay khi em chỉ chép duy nhất tệp PowerPoint vào USB mang lên trường, cái tệp Word đó có mọc chân tự động chạy theo vào USB không?
HS: Dạ không ạ, nó vẫn nằm ngoan ngoãn ở ổ D máy nhà em.
AI: Khi em lên trường bấm vào Link, PowerPoint trên trường sẽ cố gắng tìm file Word theo ""địa chỉ cũ"" (ổ D), nhưng ổ D của máy trường làm gì có file của em. Hậu quả là gì?
HS: Hậu quả là Link bị chết, đứt gãy, máy tính báo lỗi ""File not found"" ạ. Ôi em quên mất vụ vật lí này!
AI: Để khắc phục tình trạng đau tim này, khi chuẩn bị đi thuyết trình, em phải gom những tài nguyên gì mang theo?
HS: Em phải chép cả file PowerPoint và tất cả các file Word, file nhạc cục bộ đó chung vào một cái USB mang đi ạ.
AI: Rất chính xác. Lời khuyên là hãy để tất cả chúng nằm chung một thư mục trước khi chèn Link để đường dẫn không bao giờ bị gãy nhé.
HS: Dạ em ghi nhớ quy tắc sinh tử luôn: Khi di chuyển tệp trình chiếu có link cục bộ, bắt buộc phải copy theo cả tệp tài liệu gốc đính kèm!
AI: Khái quát rất chuẩn mực. Đây là kinh nghiệm xương máu của người hay đi thuyết trình chuyên nghiệp đó em."
HNMU-G8-R0152-STT11,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,152,8,Lớp 8,11,Bài 11a. Sử dụng bản mẫu tạo bài trình chiếu,"Mục 1 (Trang 51, SGK)",Vận dụng các bước cơ bản để tìm và tạo một bài trình chiếu mới từ bản mẫu có sẵn trong phần mềm.,Vận dụng,Vào trình đơn File > chọn New > Nhập từ khoá chủ đề vào ô tìm kiếm (hoặc chọn từ danh sách hình thu nhỏ) > Chọn bản mẫu thích hợp > Nhấn nút Create (Tạo).,"HS: Bây giờ em muốn tạo bài thuyết trình hoàn toàn mới từ bản mẫu có sẵn trong máy tính thì bắt đầu bấm ở đâu ạ?
AI: Em hãy mở ứng dụng PowerPoint lên. Bình thường em sẽ chọn ""Blank Presentation"" để tạo một trang trắng tinh. Lần này em khoan hãy bấm vào đó, em nhìn xem bên cạnh hoặc bên dưới nó có gì?
HS: Em thấy có rất nhiều hình thu nhỏ màu sắc sặc sỡ, có cái tên là ""Education"", có cái là ""Business"".
AI: Đó chính là thư viện Template (bản mẫu) có sẵn của Microsoft tích hợp trong máy đó. Em hãy thử gõ chữ ""Nature"" (Thiên nhiên) vào ô tìm kiếm (Search bar) ở trên cùng xem?
HS: Oa, nó load một xíu rồi hiện ra một đống các bản mẫu hình lá cây, phong cảnh rất đẹp. Em chọn 1 cái rồi bấm nút gì tiếp theo ạ?
AI: Khi em nháy chuột vào 1 mẫu, nó sẽ hiện ra bảng xem trước. Em tìm nút ""Create"" (Tạo) và bấm vào nó để xem điều gì xảy ra.
HS: Em bấm Create rồi! File của em đã có sẵn 5 slide với các hình thiên nhiên, lá cây và chữ mẫu siêu đẹp. Thế là xong các bước tạo mới từ bản mẫu rồi, thủ tục rất ngắn gọn ạ!
AI: Hãy tóm tắt lại chuỗi thuật toán các bước đó để các bạn khác cùng thao tác được nhé.
HS: Dạ: Vào File > Chọn New > Gõ từ khoá tìm kiếm chủ đề > Click chọn bản mẫu thích hợp > Nhấn nút Create ạ.
AI: Rất tốt. Nếu phòng máy trường em không có mạng Internet, em không Search được thì sao?
HS: Thì em sẽ không gõ tìm kiếm nữa mà chọn trực tiếp các mẫu mặc định có sẵn (Themes) ở màn hình New ạ.
AI: Chính xác. Cứ làm theo quy trình đó, việc tạo bộ khung bài thuyết trình sẽ nhàn hơn rất nhiều!"
HNMU-G8-R0153-STT12,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,153,8,Lớp 8,12,Bài 11a. Sử dụng bản mẫu tạo bài trình chiếu,"Mục 2. Thực hành (Trang 51, SGK)",Thực hiện được thao tác chèn đường dẫn (Hyperlink) đến một video trên Youtube vào một đoạn văn bản trên trang chiếu.,Vận dụng,Bôi đen đoạn văn bản cần gắn liên kết > Nháy chuột phải chọn Hyperlink (hoặc Link) > Dán địa chỉ URL của video Youtube vào ô Address > Nhấn OK.,"HS: Em có một dòng chữ ""Xem chi tiết tại đây"" trên slide. SGK yêu cầu gắn link video vào dòng chữ đó. Làm sao để bấm vào chữ nó nhảy ra video Youtube ạ?
AI: Rất thú vị! Đầu tiên, máy tính cần biết em muốn biến đối tượng nào thành ""nút bấm"". Em phải làm gì với dòng chữ ""Xem chi tiết tại đây"" trước tiên?
HS: Em phải lấy chuột bôi đen dòng chữ ""Xem chi tiết tại đây"" ạ.
AI: Rất đúng. Bây giờ em nháy chuột phải vào chỗ vừa bôi đen. Em tìm xem trên menu ngữ cảnh sổ xuống có chữ nào liên quan đến ""Link"" hoặc ""Hyperlink"" không?
HS: Em thấy có dòng chữ ""Link..."" có biểu tượng hình mắt xích ạ.
AI: Bấm vào nó đi em, một cửa sổ lớn sẽ hiện ra. Ở góc dưới cùng của cửa sổ có một ô trống dài tên là ""Address"" (Địa chỉ). Nhiệm vụ của em bây giờ là cung cấp toạ độ mạng.
HS: Em hiểu rồi! Em sẽ copy cái đường link của video trên web Youtube và dán (paste) nó vào cái ô Address đó đúng không ạ?
AI: Chính xác, dán vào rồi nhấn nút OK. Em quan sát xem dòng chữ của mình biến đổi thành hình thức như thế nào?
HS: Nó tự động chuyển sang màu xanh dương và có gạch chân ở dưới! Em chiếu Slide (F5) thử, rê chuột vào nó hiện bàn tay, bấm vào nó nhảy ra web Youtube luôn rồi thầy ơi.
AI: Cực kì xuất sắc! Em hãy tự phát biểu lại quá trình chèn Hyperlink chuẩn mực này.
HS: Dạ: Bôi đen chữ -> Nháy chuột phải chọn Link -> Dán địa chỉ Youtube vào ô Address -> Nhấn OK ạ.
AI: Hoàn hảo! Em có thể dùng thuật toán này để gắn link vào cả một hình ảnh nữa đấy, thao tác hoàn toàn tương tự."
HNMU-G8-R0154-STT13,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,154,8,Lớp 8,13,Bài 11a. Sử dụng bản mẫu tạo bài trình chiếu,"Hoạt động Vận dụng (Trang 63, SGV)",Vận dụng cách tìm kiếm và tải xuống các bản mẫu miễn phí từ Internet để phục vụ thiết kế dự án.,Vận dụng,"Truy cập trang web cung cấp bản mẫu (ví dụ templates.office.com), tìm kiếm theo từ khoá chủ đề, chọn bản mẫu, tải tệp .potx về máy tính và mở lên để sử dụng.","HS: Trong máy tính trường em toàn mẫu thiết kế cũ rích từ năm một ngàn chín trăm hồi đó. Cô giáo bảo lên mạng tải các mẫu xịn hơn, em tìm ở đâu cho đẹp và không bị dính virus ạ?
AI: Vấn đề bảo mật tài nguyên rất quan trọng! Microsoft có một kho tàng bản mẫu chính chủ hoàn toàn miễn phí. Em hãy mở trình duyệt web và truy cập thử vào trang web templates.office.com xem.
HS: Em vào trang đó được rồi ạ. Giao diện có vẻ giống y hệt lúc mở PowerPoint, cũng có thanh công cụ và ô tìm kiếm.
AI: Đúng thế. Môi trường web cung cấp tài nguyên vô hạn. Nếu em đang làm bài tập môn Sinh học về chủ đề Y tế, em sẽ gõ từ khoá gì vào ô tìm kiếm?
HS: Em sẽ gõ ""Medical"" hoặc ""Y tế"" ạ. Chà, nó ra hàng chục mẫu có hình bác sĩ và ống nghe rất xịn. Em click vào 1 mẫu thì thấy có nút ""Download"".
AI: Em hãy bấm Download để tải tài nguyên về. Theo lí thuyết bài học, tệp tải về sẽ có phần mở rộng là gì, em còn nhớ không?
HS: Dạ em vừa kiểm tra, nó tải về một tệp có đuôi .potx (tệp bản mẫu) ạ. Em click đúp mở nó lên là màn hình PowerPoint tự động bung ra luôn!
AI: Rất xuất sắc! Việc tìm kiếm nguồn tài nguyên từ trang web chính thống giúp máy tính của em không bị nhiễm mã độc. Hãy đúc kết lại các bước đi lấy tài nguyên mạng nhé.
HS: Dạ, chốt lại là lên trang web template của Microsoft, tìm theo từ khoá tiếng Anh, nhấn Download tải tệp .potx về dùng là có ngay slide xịn mịn!
AI: Có một mẹo nữa, đôi khi mở file tải từ mạng, máy tính sẽ hiện thanh màu vàng cảnh báo bảo mật. Em xử lí thế nào?
HS: Em sẽ phải bấm nút ""Enable Editing"" (Cho phép chỉnh sửa) trên thanh vàng đó để mở khoá file đúng không thầy?
AI: Em rất giàu kinh nghiệm thực hành! Đúng vậy, đó là tính năng bảo vệ Protected View của phần mềm. Em đã hoàn toàn làm chủ kĩ năng làm việc với tệp tải từ Internet."
HNMU-G8-R0155-STT14,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,155,8,Lớp 8,14,Bài 11a. Sử dụng bản mẫu tạo bài trình chiếu,"Thực hành (Trang 63, SGV)","Đề xuất phương án thiết kế bài trình chiếu cho dự án ""Thành lập CLB Tin học"" bằng cách kết hợp bản mẫu và liên kết tài liệu.",Vận dụng,"Chọn bản mẫu mang phong cách công nghệ/máy tính. Thay thế nội dung chữ/ảnh theo gợi ý. Chèn đường dẫn (Hyperlink) ở trang cuối dẫn ra Form đăng kí hoặc video giới thiệu để bài báo cáo gọn gàng, tương tác cao.","HS: Bài tập cuối cùng bảo em phải làm dự án ""Thành lập CLB Tin học"", yêu cầu phải dùng bản mẫu chuyên nghiệp và có đính kèm đường liên kết mạng. Em chưa có kinh nghiệm lên ý tưởng, em bắt đầu từ đâu ạ?
AI: Chào em. Ta cùng làm việc như một nhóm dự án nhé. Bước 1: Quyết định phong cách. ""CLB Tin học"" thuộc về lĩnh vực công nghệ. Em nghĩ mình dùng một bản mẫu đầy hoa lá, chim chóc có phù hợp không?
HS: Dạ không hợp tí nào, CLB Tin học thì phải chọn bản mẫu chủ đề công nghệ, máy tính, màu xanh dương hoặc đen ngầu ngầu mới chuẩn ạ.
AI: Đúng rồi! Đó gọi là ""chọn bản mẫu đúng chủ đề"". Khi có bản mẫu rồi, em thay chữ vào. Bước 2: Đề bài yêu cầu dùng đường dẫn liên kết (Link). Theo em, trong buổi giới thiệu CLB, em nên dùng link để làm hành động gì thu hút thành viên?
HS: Chắc là em sẽ gắn link vào dòng chữ ""Đăng kí tham gia tại đây"" nằm ở slide cuối cùng ""Thank You"". Bấm vào chữ đó nó sẽ mở ra một cái Form điền thông tin ạ.
AI: Ý tưởng kịch bản (Scenario) quá xuất sắc! Cách này vừa đảm bảo bài thuyết trình ngắn gọn không bị đặc chữ, vừa mang tính kêu gọi hành động (Call to action) rất cao. Em thấy phương án này ổn chứ?
HS: Dạ, em tổng hợp lại phương án: 1. Tìm tải bản mẫu chủ đề công nghệ. 2. Thay nội dung vào các layout có sẵn. 3. Ở slide cuối, tạo dòng chữ chèn Hyperlink dẫn ra Form Google đăng kí. Phương án này sẽ đạt điểm tối đa ạ!
AI: Chắc chắn là vậy! Em đã có cái nhìn bao quát về thiết kế trải nghiệm người xem của một trưởng dự án xuất sắc.
HS: Thậm chí khi thuyết trình, em có thể chiếu cái mã QR thay vì Link để các bạn ngồi dưới tự quét điện thoại đăng kí luôn đúng không ạ?
AI: Đúng vậy, đó là sự ứng biến linh hoạt. Việc kết hợp Link và QR code sẽ tạo ra trải nghiệm công nghệ rất mượt mà cho một CLB Tin học. Chúc em có buổi ra mắt dự án bùng nổ!"
HNMU-G8-R0156-STT1,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,156,8,Lớp 8,1,[8b] Làm quen với phần mềm chỉnh sửa ảnh,Mở đầu / Khám phá,Nêu được tên phần mềm chỉnh sửa ảnh miễn phí được sử dụng trong bài học.,Nhận biết,GIMP,"HS: Thầy ơi, GIMP có giống Paint không ạ?
AI: Câu hỏi rất hay! Paint là công cụ vẽ cơ bản. Em có nhớ GIMP được xếp vào nhóm phần mềm gì theo SGK không?
HS: Phần mềm chỉnh sửa ảnh ạ.
AI: Đúng rồi. Vậy chỉnh sửa ảnh chuyên nghiệp thì cần thao tác với đối tượng nào mà Paint không có?
HS: Em không nhớ rõ ạ.
AI: Bắt đầu bằng chữ ""L"", xếp chồng lên nhau tạo thành ảnh. Gợi ý là ""Layer"" (Lớp).
HS: À, các lớp ảnh! GIMP chuyên nghiệp hơn vì có quản lý lớp.
AI: Rất xuất sắc! Nắm được ""lớp"" là em đã hiểu bản chất GIMP rồi đó."
HNMU-G8-R0157-STT2,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,157,8,Lớp 8,2,[8b] Làm quen với phần mềm chỉnh sửa ảnh,Mục 1. Kiến thức mới,Nhận diện được các khu vực chính trên giao diện làm việc của phần mềm.,Nhận biết,"Hộp công cụ, Cửa sổ ảnh, Tuỳ chọn công cụ, Bảng điều khiển lớp (Layers).","HS: Thầy ơi, em lỡ tắt mất cái bảng bên phải rồi.
AI: Thầy thấy em đang bị ẩn mất Bảng điều khiển (Docks). Em có nhớ menu nào trên thanh công cụ chứa lệnh quản lý các cửa sổ không?
HS: Menu View ạ?
AI: Gần đúng! Chữ ""Cửa sổ"" trong tiếng Anh là gì nhỉ?
HS: Là Windows!
AI: Tuyệt vời! Giờ em vào menu Windows. Em thấy dòng nào có chữ ""Dockable Dialogs"" không?
HS: Dạ thấy rồi, em chọn Layers là nó hiện lại rồi ạ!
AI: Rất tốt! Lần sau lỡ tắt thì em cứ vào Windows để tìm lại nhé."
HNMU-G8-R0158-STT3,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,158,8,Lớp 8,3,[8b] Làm quen với phần mềm chỉnh sửa ảnh,Mục 2. Lưu và xuất tệp,Biết được phần mở rộng mặc định của tệp dự án trong phần mềm là gì.,Nhận biết,.xcf,"HS: Thầy ơi, đuôi .xcf có gửi cho bạn xem trên điện thoại được không?
AI: Theo em, điện thoại bình thường có cài GIMP để đọc đuôi dự án .xcf không?
HS: Chắc là không ạ. Vậy bạn em sẽ không xem được?
AI: Đúng vậy. Đuôi .xcf chỉ để mình chỉnh sửa tiếp. Muốn gửi xem được thì ảnh thường có đuôi gì quen thuộc?
HS: Đuôi .jpg hoặc .png ạ!
AI: Rất thông minh! Lát nữa thầy sẽ hướng dẫn em cách tạo ra đuôi .jpg nhé.
HS: Dạ vâng, em hiểu rồi ạ."
HNMU-G8-R0159-STT4,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,159,8,Lớp 8,4,[8b] Làm quen với phần mềm chỉnh sửa ảnh,Mục 3. Công cụ chọn,Nêu được tên công cụ dùng để chọn một vùng ảnh hình chữ nhật.,Nhận biết,Rectangle Select Tool,"HS: Thầy ơi em không chọn được hình chữ nhật.
AI: Em đang dùng công cụ hình Elip (Ellipse Select). Hình Elip là hình tròn dẹt đúng không?
HS: Dạ vâng.
AI: Vậy để chọn hình chữ nhật, em cần đổi sang công cụ biểu tượng hình vuông. Nằm ngay cạnh hình Elip đó.
HS: Em thấy rồi, nhưng bấm vào nó không chọn được.
AI: Em thử nháy chuột trái, giữ và kéo rê một đoạn xem sao?
HS: À, nó ra một khung chữ nhật nét đứt rồi ạ.
AI: Tuyệt vời. Đó chính là thao tác quét chọn vùng ảnh đấy."
HNMU-G8-R0160-STT5,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,160,8,Lớp 8,5,[8b] Làm quen với phần mềm chỉnh sửa ảnh,Luyện tập,Phân biệt được sự khác nhau giữa lệnh Save và lệnh Export.,Thông hiểu,"Save: lưu tệp dự án (.xcf) để sửa đổi; Export: xuất ra tệp ảnh (.jpg, .png) để sử dụng.","HS: Thầy ơi, em làm xong rồi, ấn Save rồi gửi cho thầy chấm nhé.
AI: Chậm lại một chút nhé! Em Save thì tệp sẽ có đuôi gì?
HS: Đuôi .xcf ạ.
AI: Nếu thầy không cài GIMP trong máy thì thầy có mở được đuôi .xcf không?
HS: Dạ không ạ. Vậy em phải làm sao để thầy mở được?
AI: Em cần một đuôi ảnh thông dụng như .jpg. Trong menu File, lệnh nào giúp ""xuất"" ảnh ra đuôi .jpg nhỉ?
HS: Là Export As đúng không thầy?
AI: Chuẩn luôn! Em dùng Export As rồi gửi lại cho thầy nhé."
HNMU-G8-R0161-STT6,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,161,8,Lớp 8,6,[8b] Làm quen với phần mềm chỉnh sửa ảnh,Mục 1. Khám phá,Mô tả được chức năng chính của Hộp công cụ (Toolbox).,Thông hiểu,"Chứa các công cụ dùng để thao tác, chỉnh sửa, vẽ, chọn vùng...","HS: Thầy ơi sao bên trái màn hình em có nhiều nút hình thù lạ quá.
AI: Đó là Hộp công cụ (Toolbox) em ạ. Nó giống như hộp dụng cụ của thợ mộc. Em thử trỏ chuột (không bấm) vào nút hình cục tẩy xem nó báo gì?
HS: Nó hiện chữ ""Eraser Tool"".
AI: ""Eraser"" nghĩa là gì trong tiếng Anh em nhỉ?
HS: Là cục tẩy ạ. Dùng để xoá chi tiết sai?
AI: Chính xác! Vậy em suy ra toàn bộ cái Hộp công cụ này có chức năng tổng quát là gì?
HS: Chắc là chứa các công cụ để mình dùng sửa ảnh ạ.
AI: Rất thông minh. Em hãy khám phá tiếp các công cụ khác nhé."
HNMU-G8-R0162-STT7,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,162,8,Lớp 8,7,[8b] Làm quen với phần mềm chỉnh sửa ảnh,Câu hỏi củng cố,Giải thích được lợi ích của việc lưu ảnh dưới định dạng .xcf.,Thông hiểu,Giữ nguyên cấu trúc các lớp (layers) và thiết lập để có thể tiếp tục chỉnh sửa chi tiết về sau.,"HS: Em lỡ Export ra .jpg lúc đang làm dở. Giờ em muốn đổi màu cái chữ em vừa gõ nhưng không được.
AI: Thầy hiểu vấn đề rồi. Khi em Export ra .jpg, bức ảnh và chữ đã bị ""ép phẳng"" lại thành một khối. Em có lưu tệp .xcf trước khi Export không?
HS: Dạ em quên không lưu .xcf ạ.
AI: Tiếc quá. Đặc tính của .xcf là giữ nguyên từng ""lớp"" (layer) chữ và nền riêng biệt. Nhờ vậy em đổi màu chữ rất dễ. Giờ em biết tại sao phải lưu .xcf chưa?
HS: Dạ, để nó không bị ép phẳng, các lớp còn nguyên để sửa ạ.
AI: Rút kinh nghiệm sâu sắc nhé. Lần sau nhớ nhấn Ctrl+S (Save) trước khi Export!"
HNMU-G8-R0163-STT8,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,163,8,Lớp 8,8,[8b] Làm quen với phần mềm chỉnh sửa ảnh,Mục 1. Kiến thức mới,Trình bày được cách mở một tệp ảnh có sẵn trong máy tính vào GIMP.,Thông hiểu,Vào File -> Open -> Tìm đường dẫn đến tệp ảnh -> Chọn Open.,"HS: Em muốn chèn ảnh bông hoa mà không biết mở ở đâu.
AI: Để lấy một tệp có sẵn, mình luôn bắt đầu từ Menu. Em nhìn lên góc trái trên cùng, có chữ ""File"", nhấp vào đó nhé.
HS: Em nhấp rồi, nó ra một danh sách dài ạ.
AI: Lệnh để ""mở"" tài liệu trong tiếng Anh là gì em?
HS: Dạ là Open.
AI: Đúng. Em chọn Open, một cửa sổ sẽ hiện ra. Bước tiếp theo em nghĩ mình cần làm gì?
HS: Tìm chỗ chứa ảnh bông hoa rồi bấm nút Open ở góc ạ.
AI: Cực kì chuẩn xác. Em thực hiện ngay đi."
HNMU-G8-R0164-STT9,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,164,8,Lớp 8,9,[8b] Làm quen với phần mềm chỉnh sửa ảnh,Luyện tập,Hiểu được tác dụng của phím tắt Ctrl+Z (Undo) trong quá trình chỉnh sửa.,Thông hiểu,"Hoàn tác, huỷ lệnh vừa làm sai để ảnh quay về trạng thái trước đó.","HS: Em lỡ tay cắt mất một nửa cái ảnh, em phải tắt phần mềm mở lại ạ?
AI: Không cần phải tắt phần mềm đâu em. Em có nhớ trong Word, khi gõ sai chữ thì mình bấm phím tắt gì để quay lại không?
HS: Em bấm nút mũi tên quay lại hoặc Ctrl + Z ạ.
AI: Rất tốt! Nguyên lí đó áp dụng y hệt cho GIMP. Em thử bấm Ctrl + Z trên bàn phím ngay bây giờ xem.
HS: Ủa, ảnh của em trở lại nguyên vẹn rồi thầy ơi.
AI: Đó là lệnh Undo (Hoàn tác). Bất cứ khi nào làm sai bước nào, em chỉ cần dùng phím tắt nào?
HS: Dạ Ctrl + Z ạ.
AI: Khắc cốt ghi tâm nhé!"
HNMU-G8-R0165-STT10,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,165,8,Lớp 8,10,[8b] Làm quen với phần mềm chỉnh sửa ảnh,Mục 4. Công cụ cắt,Trình bày được mục đích của công cụ Crop Tool khi xử lí ảnh.,Thông hiểu,"Dùng để cắt bỏ phần viền thừa, thu hẹp khung hình vào trọng tâm cần lấy của bức ảnh.","HS: Thầy ơi em có ảnh chụp đông người quá, em chỉ muốn lấy mỗi khuôn mặt em để làm avatar thì dùng lệnh gì ạ?
AI: Đây là một nhu cầu rất thực tế! Em cần loại bỏ phần phong cảnh và người xung quanh. Em nhìn ở Hộp công cụ, có biểu tượng hình lưỡi dao lam (đan chéo nhau). Nó tên là gì?
HS: Nó ghi là Crop Tool ạ.
AI: Đúng rồi, Crop nghĩa là xén, cắt viền. Em bấm vào nó, kéo một ô vuông bao quanh mặt em thôi.
HS: Em kéo rồi, xung quanh mặt em tối đi.
AI: Khung sáng chính là phần được giữ lại. Để quyết định ""Cắt"", em thử nhấn phím Enter trên bàn phím xem.
HS: Xong rồi thầy ơi, phần xung quanh mất hết rồi. Chuẩn luôn ạ!
AI: Chúc mừng em đã có avatar mới!"
HNMU-G8-R0166-STT11,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,166,8,Lớp 8,11,[8b] Làm quen với phần mềm chỉnh sửa ảnh,Vận dụng,Thực hiện được thao tác cắt ảnh (Crop) và xuất kết quả ra định dạng .jpg.,Vận dụng,Dùng Crop quét vùng -> Nhấn Enter -> File -> Export As -> .jpg.,"HS: Em cắt ảnh (Crop) xong rồi nhưng giờ nộp bài lên hệ thống nó báo sai định dạng tệp.
AI: Thầy phân tích nhé: Hệ thống yêu cầu nộp file ảnh (.jpg, .png). Đuôi file hiện tại em đang nộp là đuôi gì?
HS: Đuôi của em là .xcf ạ.
AI: Đó là nguyên nhân! Đuôi .xcf là tệp dự án. Em hãy dùng lệnh gì trong menu File để biến dự án này thành ảnh thật?
HS: Em phải dùng Export As đúng không thầy?
AI: Chính xác 100%. Khi Export As, ở ô đặt tên file, em gõ thêm "".jpg"" ở cuối. Em thử làm xem.
HS: Em gõ tên là ""bai_tap.jpg"" rồi bấm Export. Được file ảnh rồi thầy ạ!
AI: Rất giỏi! Lỗi định dạng là lỗi rất phổ biến, em đã tự mình khắc phục được rồi."
HNMU-G8-R0167-STT12,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,167,8,Lớp 8,12,[8b] Làm quen với phần mềm chỉnh sửa ảnh,Thực hành,Sử dụng được công cụ Text để chèn văn bản chữ vào hình ảnh.,Vận dụng,Chọn Text Tool (chữ A) -> Nháy vào ảnh -> Gõ chữ -> Chỉnh sửa định dạng.,"HS: Em gõ được chữ lên ảnh rồi nhưng chữ bé xíu và màu đen chìm nghỉm vào nền luôn.
AI: Em đã đi được 50% chặng đường rồi! Để sửa chữ, em quét bôi đen đoạn chữ vừa gõ trước nhé.
HS: Em bôi đen rồi ạ.
AI: Bây giờ em nhìn xuống góc trái phía dưới có bảng ""Tool Options"". Em thấy ô nào có số (kích thước) và ô nào có ô vuông màu đen (màu sắc) không?
HS: Dạ thấy, em tăng số lên 50 thì chữ to ra rồi.
AI: Tuyệt. Giờ em nháy vào ô màu đen, chọn màu Trắng hoặc Đỏ cho nổi bật nhé.
HS: A, chữ của em bự và màu đỏ rồi thầy ơi. Đẹp lắm ạ!
AI: Kỹ năng tùy chỉnh Tool Options của em rất linh hoạt. Cứ thế phát huy nhé."
