sample_id,grade,lesson,bloom_band,quality_decision,confidence_score,failure_reasons,suggested_reviewer_action,needs_sgv_verification,needs_learning_resource_review
HNMU-G8-R0205-STT8,8,[11b] Thực hành tổng hợp,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G8-R0206-STT9,8,[11b] Thực hành tổng hợp,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G8-R0207-STT10,8,[11b] Thực hành tổng hợp,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G8-R0208-STT11,8,[11b] Thực hành tổng hợp,Vận dụng,pass,1.0,,keep,false,false
HNMU-G8-R0209-STT12,8,[11b] Thực hành tổng hợp,Vận dụng,pass,1.0,,keep,false,false
HNMU-G8-R0210-STT13,8,[11b] Thực hành tổng hợp,Vận dụng,pass,1.0,,keep,false,false
HNMU-G8-R0211-STT14,8,[11b] Thực hành tổng hợp,Vận dụng,pass,1.0,,keep,false,false
HNMU-G8-R0212-STT1,8,Bài 12,Nhận biết,pass,1.0,,keep,false,false
HNMU-G8-R0213-STT2,8,Bài 12,Nhận biết,pass,1.0,,keep,false,false
HNMU-G8-R0214-STT3,8,Bài 12,Nhận biết,pass,1.0,,keep,false,false
HNMU-G8-R0215-STT4,8,Bài 12,Nhận biết,pass,1.0,,keep,false,false
HNMU-G8-R0216-STT5,8,Bài 12,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G8-R0217-STT6,8,Bài 12,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G8-R0218-STT7,8,Bài 12,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G8-R0219-STT8,8,Bài 12,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G8-R0220-STT9,8,Bài 12,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G8-R0221-STT10,8,Bài 12,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G8-R0222-STT11,8,Bài 12,Vận dụng,pass,1.0,,keep,false,false
HNMU-G8-R0223-STT12,8,Bài 12,Vận dụng,pass,1.0,,keep,false,false
HNMU-G8-R0224-STT13,8,Bài 12,Vận dụng,pass,1.0,,keep,false,false
HNMU-G8-R0225-STT14,8,Bài 12,Vận dụng,pass,1.0,,keep,false,false
HNMU-G8-R0226-STT1,8,Bài 13: Biểu diễn dữ liệu,Nhận biết,pass,1.0,,keep,false,false
HNMU-G8-R0227-STT2,8,Bài 13: Biểu diễn dữ liệu,Nhận biết,pass,1.0,,keep,false,false
HNMU-G8-R0228-STT3,8,Bài 13: Biểu diễn dữ liệu,Nhận biết,pass,1.0,,keep,false,false
HNMU-G8-R0229-STT4,8,Bài 13: Biểu diễn dữ liệu,Nhận biết,pass,1.0,,keep,false,false
HNMU-G8-R0230-STT5,8,Bài 13: Biểu diễn dữ liệu,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G8-R0231-STT6,8,Bài 13: Biểu diễn dữ liệu,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G8-R0232-STT7,8,Bài 13: Biểu diễn dữ liệu,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G8-R0233-STT8,8,Bài 13: Biểu diễn dữ liệu,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G8-R0234-STT9,8,Bài 13: Biểu diễn dữ liệu,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G8-R0235-STT10,8,Bài 13: Biểu diễn dữ liệu,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G8-R0236-STT11,8,Bài 13: Biểu diễn dữ liệu,Vận dụng,pass,1.0,,keep,false,false
HNMU-G8-R0237-STT12,8,Bài 13: Biểu diễn dữ liệu,Vận dụng,pass,1.0,,keep,false,false
HNMU-G8-R0238-STT13,8,Bài 13: Biểu diễn dữ liệu,Vận dụng,pass,1.0,,keep,false,false
HNMU-G8-R0239-STT14,8,Bài 13: Biểu diễn dữ liệu,Vận dụng,pass,1.0,,keep,false,false
HNMU-G8-R0240-STT1,8,Bài 14: Cấu trúc điều khiển,Nhận biết,pass,1.0,,keep,false,false
HNMU-G8-R0241-STT2,8,Bài 14: Cấu trúc điều khiển,Nhận biết,pass,1.0,,keep,false,false
HNMU-G8-R0242-STT3,8,Bài 14: Cấu trúc điều khiển,Nhận biết,pass,1.0,,keep,false,false
HNMU-G8-R0243-STT4,8,Bài 14: Cấu trúc điều khiển,Nhận biết,pass,1.0,,keep,false,false
HNMU-G8-R0244-STT5,8,Bài 14: Cấu trúc điều khiển,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G8-R0245-STT6,8,Bài 14: Cấu trúc điều khiển,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G8-R0246-STT7,8,Bài 14: Cấu trúc điều khiển,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G8-R0247-STT8,8,Bài 14: Cấu trúc điều khiển,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G8-R0248-STT9,8,Bài 14: Cấu trúc điều khiển,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G8-R0249-STT10,8,Bài 14: Cấu trúc điều khiển,Nhận biết,pass,1.0,,keep,false,false
HNMU-G8-R0250-STT11,8,Bài 14: Cấu trúc điều khiển,Vận dụng,pass,1.0,,keep,false,false
HNMU-G8-R0251-STT12,8,Bài 14: Cấu trúc điều khiển,Vận dụng,pass,1.0,,keep,false,false
HNMU-G8-R0252-STT13,8,Bài 14: Cấu trúc điều khiển,Vận dụng,pass,1.0,,keep,false,false
HNMU-G8-R0253-STT14,8,Bài 14: Cấu trúc điều khiển,Vận dụng,pass,1.0,,keep,false,false
HNMU-G8-R0254-STT1,8,Bài 15: Gỡ lỗi,Nhận biết,pass,1.0,,keep,false,false
HNMU-G8-R0255-STT2,8,Bài 15: Gỡ lỗi,Nhận biết,pass,1.0,,keep,false,false
HNMU-G8-R0256-STT3,8,Bài 15: Gỡ lỗi,Nhận biết,pass,1.0,,keep,false,false
HNMU-G8-R0257-STT4,8,Bài 15: Gỡ lỗi,Nhận biết,pass,1.0,,keep,false,false
HNMU-G8-R0258-STT5,8,Bài 15: Gỡ lỗi,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G8-R0259-STT6,8,Bài 15: Gỡ lỗi,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G8-R0260-STT7,8,Bài 15: Gỡ lỗi,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G8-R0261-STT8,8,Bài 15: Gỡ lỗi,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G8-R0262-STT9,8,Bài 15: Gỡ lỗi,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G8-R0263-STT10,8,Bài 15: Gỡ lỗi,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G8-R0264-STT11,8,Bài 15: Gỡ lỗi,Vận dụng,pass,1.0,,keep,false,false
HNMU-G8-R0265-STT12,8,Bài 15: Gỡ lỗi,Vận dụng,pass,1.0,,keep,false,false
HNMU-G8-R0266-STT13,8,Bài 15: Gỡ lỗi,Vận dụng,pass,1.0,,keep,false,false
HNMU-G8-R0267-STT14,8,Bài 15: Gỡ lỗi,Vận dụng,pass,1.0,,keep,false,false
HNMU-G8-R0268-STT1,8,Bài 16,Nhận biết,pass,1.0,,keep,false,false
HNMU-G8-R0269-STT2,8,Bài 16,Nhận biết,pass,1.0,,keep,false,false
HNMU-G8-R0270-STT3,8,Bài 16,Nhận biết,pass,1.0,,keep,false,false
HNMU-G8-R0271-STT4,8,Bài 16,Nhận biết,pass,1.0,,keep,false,false
HNMU-G8-R0272-STT5,8,Bài 16,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G8-R0273-STT6,8,Bài 16,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G8-R0274-STT7,8,Bài 16,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G8-R0275-STT8,8,Bài 16,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G8-R0276-STT9,8,Bài 16,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G8-R0277-STT10,8,Bài 16,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G8-R0278-STT11,8,Bài 16,Vận dụng,pass,1.0,,keep,false,false
HNMU-G8-R0279-STT12,8,Bài 16,Vận dụng,pass,1.0,,keep,false,false
HNMU-G8-R0280-STT13,8,Bài 16,Vận dụng,pass,1.0,,keep,false,false
HNMU-G8-R0281-STT14,8,Bài 16,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0002-STT1,9,Bài 1: Thế giới kĩ thuật số,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0003-STT2,9,Bài 1: Thế giới kĩ thuật số,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0004-STT3,9,Bài 1: Thế giới kĩ thuật số,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0005-STT4,9,Bài 1: Thế giới kĩ thuật số,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0006-STT5,9,Bài 1: Thế giới kĩ thuật số,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0007-STT6,9,Bài 1: Thế giới kĩ thuật số,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0008-STT7,9,Bài 1: Thế giới kĩ thuật số,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0009-STT8,9,Bài 1: Thế giới kĩ thuật số,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0010-STT9,9,Bài 1: Thế giới kĩ thuật số,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0011-STT10,9,Bài 1: Thế giới kĩ thuật số,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0012-STT11,9,Bài 1: Thế giới kĩ thuật số,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0013-STT12,9,Bài 1: Thế giới kĩ thuật số,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0014-STT13,9,Bài 1: Thế giới kĩ thuật số,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0015-STT14,9,Bài 1: Thế giới kĩ thuật số,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0016-STT1,9,Bài 2: Thông tin trong giải quyết vấn đề,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0017-STT2,9,Bài 2: Thông tin trong giải quyết vấn đề,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0018-STT3,9,Bài 2: Thông tin trong giải quyết vấn đề,Nhận biết,need_human_review,0.88,Có ứng viên trùng/gần trùng.,ask_hnmu_review,false,false
HNMU-G9-R0019-STT4,9,Bài 2: Thông tin trong giải quyết vấn đề,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0020-STT5,9,Bài 2: Thông tin trong giải quyết vấn đề,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0021-STT6,9,Bài 2: Thông tin trong giải quyết vấn đề,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0022-STT7,9,Bài 2: Thông tin trong giải quyết vấn đề,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0023-STT8,9,Bài 2: Thông tin trong giải quyết vấn đề,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0024-STT9,9,Bài 2: Thông tin trong giải quyết vấn đề,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0025-STT10,9,Bài 2: Thông tin trong giải quyết vấn đề,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0026-STT11,9,Bài 2: Thông tin trong giải quyết vấn đề,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0027-STT12,9,Bài 2: Thông tin trong giải quyết vấn đề,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0028-STT13,9,Bài 2: Thông tin trong giải quyết vấn đề,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0029-STT14,9,Bài 2: Thông tin trong giải quyết vấn đề,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0030-STT1,9,Bài 3: Thực hành: Đánh giá chất lượng thông tin,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0031-STT2,9,Bài 3: Thực hành: Đánh giá chất lượng thông tin,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0032-STT3,9,Bài 3: Thực hành: Đánh giá chất lượng thông tin,Nhận biết,need_human_review,0.88,Có ứng viên trùng/gần trùng.,ask_hnmu_review,false,false
HNMU-G9-R0033-STT4,9,Bài 3: Thực hành: Đánh giá chất lượng thông tin,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0034-STT5,9,Bài 3: Thực hành: Đánh giá chất lượng thông tin,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0035-STT6,9,Bài 3: Thực hành: Đánh giá chất lượng thông tin,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0036-STT7,9,Bài 3: Thực hành: Đánh giá chất lượng thông tin,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0037-STT8,9,Bài 3: Thực hành: Đánh giá chất lượng thông tin,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0038-STT9,9,Bài 3: Thực hành: Đánh giá chất lượng thông tin,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0039-STT10,9,Bài 3: Thực hành: Đánh giá chất lượng thông tin,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0040-STT11,9,Bài 3: Thực hành: Đánh giá chất lượng thông tin,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0041-STT12,9,Bài 3: Thực hành: Đánh giá chất lượng thông tin,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0042-STT13,9,Bài 3: Thực hành: Đánh giá chất lượng thông tin,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0043-STT14,9,Bài 3: Thực hành: Đánh giá chất lượng thông tin,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0044-STT1,9,Bài 4: Một số vấn đề pháp lý về sử dụng dịch vụ Internet,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0045-STT2,9,Bài 4: Một số vấn đề pháp lý về sử dụng dịch vụ Internet,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0046-STT3,9,Bài 4: Một số vấn đề pháp lý về sử dụng dịch vụ Internet,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0047-STT4,9,Bài 4: Một số vấn đề pháp lý về sử dụng dịch vụ Internet,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0048-STT5,9,Bài 4: Một số vấn đề pháp lý về sử dụng dịch vụ Internet,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0049-STT6,9,Bài 4: Một số vấn đề pháp lý về sử dụng dịch vụ Internet,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0050-STT7,9,Bài 4: Một số vấn đề pháp lý về sử dụng dịch vụ Internet,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0051-STT8,9,Bài 4: Một số vấn đề pháp lý về sử dụng dịch vụ Internet,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0052-STT9,9,Bài 4: Một số vấn đề pháp lý về sử dụng dịch vụ Internet,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0053-STT10,9,Bài 4: Một số vấn đề pháp lý về sử dụng dịch vụ Internet,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0054-STT11,9,Bài 4: Một số vấn đề pháp lý về sử dụng dịch vụ Internet,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0055-STT12,9,Bài 4: Một số vấn đề pháp lý về sử dụng dịch vụ Internet,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0056-STT13,9,Bài 4: Một số vấn đề pháp lý về sử dụng dịch vụ Internet,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0057-STT14,9,Bài 4: Một số vấn đề pháp lý về sử dụng dịch vụ Internet,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0058-STT1,9,Bài 5: Tìm hiểu phần mềm mô phỏng,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0059-STT2,9,Bài 5: Tìm hiểu phần mềm mô phỏng,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0060-STT3,9,Bài 5: Tìm hiểu phần mềm mô phỏng,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0061-STT4,9,Bài 5: Tìm hiểu phần mềm mô phỏng,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0062-STT5,9,Bài 5: Tìm hiểu phần mềm mô phỏng,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0063-STT6,9,Bài 5: Tìm hiểu phần mềm mô phỏng,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0064-STT7,9,Bài 5: Tìm hiểu phần mềm mô phỏng,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0065-STT8,9,Bài 5: Tìm hiểu phần mềm mô phỏng,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0066-STT9,9,Bài 5: Tìm hiểu phần mềm mô phỏng,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0067-STT10,9,Bài 5: Tìm hiểu phần mềm mô phỏng,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0068-STT11,9,Bài 5: Tìm hiểu phần mềm mô phỏng,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0069-STT12,9,Bài 5: Tìm hiểu phần mềm mô phỏng,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0070-STT13,9,Bài 5: Tìm hiểu phần mềm mô phỏng,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0071-STT14,9,Bài 5: Tìm hiểu phần mềm mô phỏng,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0072-STT1,9,Bài 6: Thực hành: Khai thác phần mềm mô phỏng,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0073-STT2,9,Bài 6: Thực hành: Khai thác phần mềm mô phỏng,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0074-STT3,9,Bài 6: Thực hành: Khai thác phần mềm mô phỏng,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0075-STT4,9,Bài 6: Thực hành: Khai thác phần mềm mô phỏng,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0076-STT5,9,Bài 6: Thực hành: Khai thác phần mềm mô phỏng,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0077-STT6,9,Bài 6: Thực hành: Khai thác phần mềm mô phỏng,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0078-STT7,9,Bài 6: Thực hành: Khai thác phần mềm mô phỏng,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0079-STT8,9,Bài 6: Thực hành: Khai thác phần mềm mô phỏng,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0080-STT9,9,Bài 6: Thực hành: Khai thác phần mềm mô phỏng,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0081-STT10,9,Bài 6: Thực hành: Khai thác phần mềm mô phỏng,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0082-STT11,9,Bài 6: Thực hành: Khai thác phần mềm mô phỏng,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0083-STT12,9,Bài 6: Thực hành: Khai thác phần mềm mô phỏng,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0084-STT13,9,Bài 6: Thực hành: Khai thác phần mềm mô phỏng,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0085-STT14,9,Bài 6: Thực hành: Khai thác phần mềm mô phỏng,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0086-STT1,9,Bài 7: Trình bày thông tin trong trao đổi hợp tác,Không rõ,pass,0.88,Không nhận diện được mức nhận thức v0.,keep,false,false
HNMU-G9-R0087-STT2,9,Bài 7: Trình bày thông tin trong trao đổi hợp tác,Không rõ,pass,0.88,Không nhận diện được mức nhận thức v0.,keep,false,false
HNMU-G9-R0088-STT3,9,Bài 7: Trình bày thông tin trong trao đổi hợp tác,Không rõ,pass,0.88,Không nhận diện được mức nhận thức v0.,keep,false,false
HNMU-G9-R0089-STT4,9,Bài 7: Trình bày thông tin trong trao đổi hợp tác,Không rõ,pass,0.88,Không nhận diện được mức nhận thức v0.,keep,false,false
HNMU-G9-R0090-STT5,9,Bài 7: Trình bày thông tin trong trao đổi hợp tác,Không rõ,pass,0.88,Không nhận diện được mức nhận thức v0.,keep,false,false
HNMU-G9-R0091-STT6,9,Bài 7: Trình bày thông tin trong trao đổi hợp tác,Không rõ,pass,0.88,Không nhận diện được mức nhận thức v0.,keep,false,false
HNMU-G9-R0092-STT7,9,Bài 7: Trình bày thông tin trong trao đổi hợp tác,Không rõ,pass,0.88,Không nhận diện được mức nhận thức v0.,keep,false,false
HNMU-G9-R0093-STT8,9,Bài 7: Trình bày thông tin trong trao đổi hợp tác,Không rõ,pass,0.88,Không nhận diện được mức nhận thức v0.,keep,false,false
HNMU-G9-R0094-STT9,9,Bài 7: Trình bày thông tin trong trao đổi hợp tác,Không rõ,pass,0.88,Không nhận diện được mức nhận thức v0.,keep,false,false
HNMU-G9-R0095-STT10,9,Bài 7: Trình bày thông tin trong trao đổi hợp tác,Không rõ,pass,0.88,Không nhận diện được mức nhận thức v0.,keep,false,false
HNMU-G9-R0096-STT11,9,Bài 7: Trình bày thông tin trong trao đổi hợp tác,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0097-STT12,9,Bài 7: Trình bày thông tin trong trao đổi hợp tác,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0098-STT13,9,Bài 7: Trình bày thông tin trong trao đổi hợp tác,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0099-STT14,9,Bài 7: Trình bày thông tin trong trao đổi hợp tác,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0100-STT1,9,Bài 8: Sử dụng công cụ trực quan trình bày thông tin trong trao đổi và hợp tác,Không rõ,pass,0.88,Không nhận diện được mức nhận thức v0.,keep,false,false
HNMU-G9-R0101-STT2,9,Bài 8: Sử dụng công cụ trực quan trình bày thông tin trong trao đổi và hợp tác,Không rõ,pass,0.88,Không nhận diện được mức nhận thức v0.,keep,false,false
HNMU-G9-R0102-STT3,9,Bài 8: Sử dụng công cụ trực quan trình bày thông tin trong trao đổi và hợp tác,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0103-STT4,9,Bài 8: Sử dụng công cụ trực quan trình bày thông tin trong trao đổi và hợp tác,Không rõ,pass,0.88,Không nhận diện được mức nhận thức v0.,keep,false,false
HNMU-G9-R0104-STT5,9,Bài 8: Sử dụng công cụ trực quan trình bày thông tin trong trao đổi và hợp tác,Không rõ,pass,0.88,Không nhận diện được mức nhận thức v0.,keep,false,false
HNMU-G9-R0105-STT6,9,Bài 8: Sử dụng công cụ trực quan trình bày thông tin trong trao đổi và hợp tác,Không rõ,pass,0.88,Không nhận diện được mức nhận thức v0.,keep,false,false
HNMU-G9-R0106-STT7,9,Bài 8: Sử dụng công cụ trực quan trình bày thông tin trong trao đổi và hợp tác,Không rõ,pass,0.88,Không nhận diện được mức nhận thức v0.,keep,false,false
HNMU-G9-R0107-STT8,9,Bài 8: Sử dụng công cụ trực quan trình bày thông tin trong trao đổi và hợp tác,Không rõ,pass,0.88,Không nhận diện được mức nhận thức v0.,keep,false,false
HNMU-G9-R0108-STT9,9,Bài 8: Sử dụng công cụ trực quan trình bày thông tin trong trao đổi và hợp tác,Không rõ,pass,0.88,Không nhận diện được mức nhận thức v0.,keep,false,false
HNMU-G9-R0109-STT10,9,Bài 8: Sử dụng công cụ trực quan trình bày thông tin trong trao đổi và hợp tác,Không rõ,pass,0.88,Không nhận diện được mức nhận thức v0.,keep,false,false
HNMU-G9-R0110-STT11,9,Bài 8: Sử dụng công cụ trực quan trình bày thông tin trong trao đổi và hợp tác,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0111-STT12,9,Bài 8: Sử dụng công cụ trực quan trình bày thông tin trong trao đổi và hợp tác,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0112-STT13,9,Bài 8: Sử dụng công cụ trực quan trình bày thông tin trong trao đổi và hợp tác,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0113-STT14,9,Bài 8: Sử dụng công cụ trực quan trình bày thông tin trong trao đổi và hợp tác,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0114-STT1,9,Bài 9a: Sử dụng công cụ xác thực dữ liệu,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0115-STT2,9,Bài 9a: Sử dụng công cụ xác thực dữ liệu,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0116-STT3,9,Bài 9a: Sử dụng công cụ xác thực dữ liệu,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0117-STT4,9,Bài 9a: Sử dụng công cụ xác thực dữ liệu,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0118-STT5,9,Bài 9a: Sử dụng công cụ xác thực dữ liệu,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0119-STT6,9,Bài 9a: Sử dụng công cụ xác thực dữ liệu,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0120-STT7,9,Bài 9a: Sử dụng công cụ xác thực dữ liệu,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0121-STT8,9,Bài 9a: Sử dụng công cụ xác thực dữ liệu,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0122-STT9,9,Bài 9a: Sử dụng công cụ xác thực dữ liệu,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0123-STT10,9,Bài 9a: Sử dụng công cụ xác thực dữ liệu,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0124-STT11,9,Bài 9a: Sử dụng công cụ xác thực dữ liệu,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0125-STT12,9,Bài 9a: Sử dụng công cụ xác thực dữ liệu,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0126-STT13,9,Bài 9a: Sử dụng công cụ xác thực dữ liệu,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0127-STT14,9,Bài 9a: Sử dụng công cụ xác thực dữ liệu,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0128-STT1,9,10a. Sử dụng hàm Countif,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0129-STT2,9,10a. Sử dụng hàm Countif,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0130-STT3,9,10a. Sử dụng hàm Countif,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0131-STT4,9,10a. Sử dụng hàm Countif,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0132-STT5,9,10a. Sử dụng hàm Countif,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0133-STT6,9,10a. Sử dụng hàm Countif,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0134-STT7,9,10a. Sử dụng hàm Countif,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0135-STT8,9,10a. Sử dụng hàm Countif,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0136-STT9,9,10a. Sử dụng hàm Countif,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0137-STT10,9,10a. Sử dụng hàm Countif,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0138-STT11,9,10a. Sử dụng hàm Countif,Vận dụng,pass,1.0,,keep,false,false
