sample_id,source_file,source_row_number,grade,lesson,quality_decision_suggestion,confidence_score,failure_reasons,suggested_reviewer_action,needs_hnmu_review,needs_learning_resource_review,needs_sgv_verification,evidence_fragment_ids,checked_by,checked_at
HNMU-G6-R0061-STT4,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,61,6,Bài 5: Internet,needs_human_review,0.58,"RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc. | RAW-CON-05: Mức raw là Nhận biết, trong khi câu hỏi có dấu hiệu Thông hiểu; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGK-TIN6-0001#F0055,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0062-STT5,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,62,6,Bài 5: Internet,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN6-0001#F0056,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0063-STT6,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,63,6,Bài 5: Internet,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN6-0001#F0056,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0064-STT7,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,64,6,Bài 5: Internet,needs_human_review,0.58,"RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc. | RAW-CON-05: Mức raw là Thông hiểu, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGK-TIN6-0001#F0056,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0065-STT8,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,65,6,Bài 5: Internet,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN6-0001#F0056,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0066-STT9,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,66,6,Bài 5: Internet,needs_human_review,0.58,"RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc. | RAW-CON-05: Mức raw là Thông hiểu, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGK-TIN6-0001#F0063,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0067-STT10,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,67,6,Bài 5: Internet,pass,0.72,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng.",keep,false,true,true,LM-SGV-TIN6-4918798731#F0129,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0068-STT11,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,68,6,Bài 5: Internet,pass,0.72,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng.",keep,false,true,true,LM-SGV-TIN6-4918798731#F0129,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0069-STT12,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,69,6,Bài 5: Internet,pass,0.72,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng.",keep,false,true,true,LM-SGV-TIN6-4918798731#F0129,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0070-STT13,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,70,6,Bài 5: Internet,pass,0.72,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng.",keep,false,true,true,LM-SGV-TIN6-4918798731#F0129,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0071-STT14,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,71,6,Bài 5: Internet,pass,0.72,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng.",keep,false,true,true,LM-SGV-TIN6-4918798731#F0129,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0100-STT1,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,100,6,Bài 8: Thư điện tử,needs_human_review,0.58,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc. | RAW-DUP-04: Hội thoại ngắn và mở đầu khá khuôn mẫu; cần so pattern toàn batch nếu mẫu quan trọng.,ask_hnmu_review,true,true,true,LM-SGK-TIN6-0001#F0092,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0101-STT2,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,101,6,Bài 8: Thư điện tử,needs_human_review,0.58,"RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc. | RAW-CON-05: Mức raw là Nhận biết, trong khi câu hỏi có dấu hiệu Thông hiểu; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGK-TIN6-0001#F0093,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0102-STT3,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,102,6,Bài 8: Thư điện tử,pass,0.72,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng.",keep,false,true,true,LM-SGV-TIN6-4918798731#F0192,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0103-STT4,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,103,6,Bài 8: Thư điện tử,needs_human_review,0.58,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng. | RAW-CON-05: Mức raw là Nhận biết, trong khi câu hỏi có dấu hiệu Thông hiểu; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGV-TIN6-4918798731#F0185,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0104-STT5,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,104,6,Bài 8: Thư điện tử,pass,0.72,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng.",keep,false,true,true,LM-SGV-TIN6-4918798731#F0185,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0105-STT6,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,105,6,Bài 8: Thư điện tử,pass,0.72,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng.",keep,false,true,true,LM-SGV-TIN6-4918798731#F0185,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0106-STT7,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,106,6,Bài 8: Thư điện tử,pass,0.72,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng.",keep,false,true,true,LM-SGV-TIN6-4918798731#F0185,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0107-STT8,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,107,6,Bài 8: Thư điện tử,needs_human_review,0.58,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng. | RAW-CON-05: Mức raw là Thông hiểu, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGV-TIN6-4918798731#F0185,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0108-STT9,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,108,6,Bài 8: Thư điện tử,pass,0.72,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng.",keep,false,true,true,LM-SGV-TIN6-4918798731#F0185,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0109-STT10,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,109,6,Bài 8: Thư điện tử,pass,0.72,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng.",keep,false,true,true,LM-SGV-TIN6-4918798731#F0185,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0110-STT11,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,110,6,Bài 8: Thư điện tử,needs_human_review,0.58,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng. | RAW-DUP-04: Hội thoại ngắn và mở đầu khá khuôn mẫu; cần so pattern toàn batch nếu mẫu quan trọng.",ask_hnmu_review,true,true,true,LM-SGV-TIN6-4918798731#F0185,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0111-STT12,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,111,6,Bài 8: Thư điện tử,needs_human_review,0.58,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng. | RAW-CON-04: Hội thoại có thể đúng hướng nhưng chưa đủ dấu hiệu từ khóa để tự tin.",ask_hnmu_review,true,true,true,LM-SGV-TIN6-4918798731#F0185,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0112-STT13,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,112,6,Bài 8: Thư điện tử,pass,0.72,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng.",keep,false,true,true,LM-SGV-TIN6-4918798731#F0185,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0113-STT14,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,113,6,Bài 8: Thư điện tử,pass,0.72,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng.",keep,false,true,true,LM-SGV-TIN6-4918798731#F0185,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0128-STT1,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,128,7,Bài 10: Hoàn thiện bảng tính,needs_human_review,0.58,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng. | RAW-CON-04: Hội thoại có thể đúng hướng nhưng chưa đủ dấu hiệu từ khóa để tự tin. | RAW-CON-05: Mức raw là Nhận biết, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại. | RAW-DUP-04: Hội thoại ngắn và mở đầu khá khuôn mẫu; cần so pattern toàn batch nếu mẫu quan trọng.",ask_hnmu_review,true,true,true,LM-SGV-TIN7-4920462481#F0275,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0129-STT2,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,129,7,Bài 10: Hoàn thiện bảng tính,needs_human_review,0.58,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng. | RAW-CON-04: Hội thoại có thể đúng hướng nhưng chưa đủ dấu hiệu từ khóa để tự tin. | RAW-CON-05: Mức raw là Nhận biết, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGV-TIN7-4920462481#F0276,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0130-STT3,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,130,7,Bài 10: Hoàn thiện bảng tính,needs_human_review,0.58,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng. | RAW-CON-04: Hội thoại có thể đúng hướng nhưng chưa đủ dấu hiệu từ khóa để tự tin. | RAW-CON-05: Mức raw là Nhận biết, trong khi câu hỏi có dấu hiệu Thông hiểu; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGV-TIN7-4920462481#F0279,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0131-STT4,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,131,7,Bài 10: Hoàn thiện bảng tính,needs_human_review,0.58,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng. | RAW-CON-05: Mức raw là Nhận biết, trong khi câu hỏi có dấu hiệu Thông hiểu; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGV-TIN7-4920462481#F0270,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0132-STT5,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,132,7,Bài 10: Hoàn thiện bảng tính,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN7-0001#F0191,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0133-STT6,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,133,7,Bài 10: Hoàn thiện bảng tính,needs_human_review,0.58,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng. | RAW-CON-04: Hội thoại có thể đúng hướng nhưng chưa đủ dấu hiệu từ khóa để tự tin.",ask_hnmu_review,true,true,true,LM-SGV-TIN7-4920462481#F0276,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0134-STT7,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,134,7,Bài 10: Hoàn thiện bảng tính,needs_human_review,0.58,"RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc. | RAW-CON-05: Mức raw là Thông hiểu, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGK-TIN7-0001#F0191,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0135-STT8,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,135,7,Bài 10: Hoàn thiện bảng tính,needs_human_review,0.58,"RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc. | RAW-CON-05: Mức raw là Thông hiểu, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGK-TIN7-0001#F0191,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0136-STT9,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,136,7,Bài 10: Hoàn thiện bảng tính,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN7-0001#F0191,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0137-STT10,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,137,7,Bài 10: Hoàn thiện bảng tính,needs_human_review,0.58,"RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc. | RAW-CON-04: Hội thoại có thể đúng hướng nhưng chưa đủ dấu hiệu từ khóa để tự tin. | RAW-CON-05: Mức raw là Thông hiểu, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại. | RAW-DUP-04: Hội thoại ngắn và mở đầu khá khuôn mẫu; cần so pattern toàn batch nếu mẫu quan trọng.",ask_hnmu_review,true,true,true,LM-SGK-TIN7-0001#F0192,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0138-STT11,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,138,7,Bài 10: Hoàn thiện bảng tính,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN7-0001#F0205,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0139-STT12,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,139,7,Bài 10: Hoàn thiện bảng tính,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN7-0001#F0191,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0140-STT13,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,140,7,Bài 10: Hoàn thiện bảng tính,needs_human_review,0.58,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc. | RAW-DUP-04: Hội thoại ngắn và mở đầu khá khuôn mẫu; cần so pattern toàn batch nếu mẫu quan trọng.,ask_hnmu_review,true,true,true,LM-SGK-TIN7-0001#F0191,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0141-STT14,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,141,7,Bài 10: Hoàn thiện bảng tính,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN7-0001#F0191,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0170-STT1,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,170,7,Bài 13: Thực hành tổng hợp: Hoàn thiện bài trình chiếu,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN7-0001#F0248,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0171-STT2,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,171,7,Bài 13: Thực hành tổng hợp: Hoàn thiện bài trình chiếu,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN7-0001#F0248,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0172-STT3,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,172,7,Bài 13: Thực hành tổng hợp: Hoàn thiện bài trình chiếu,needs_human_review,0.58,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng. | RAW-CON-05: Mức raw là Nhận biết, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGV-TIN7-4920462481#F0334,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0173-STT4,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,173,7,Bài 13: Thực hành tổng hợp: Hoàn thiện bài trình chiếu,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN7-0001#F0248,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0174-STT5,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,174,7,Bài 13: Thực hành tổng hợp: Hoàn thiện bài trình chiếu,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN7-0001#F0248,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0175-STT6,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,175,7,Bài 13: Thực hành tổng hợp: Hoàn thiện bài trình chiếu,needs_human_review,0.58,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng. | RAW-CON-05: Mức raw là Thông hiểu, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGV-TIN7-4920462481#F0334,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0176-STT7,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,176,7,Bài 13: Thực hành tổng hợp: Hoàn thiện bài trình chiếu,pass,0.72,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng.",keep,false,true,true,LM-SGV-TIN7-4920462481#F0334,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0177-STT8,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,177,7,Bài 13: Thực hành tổng hợp: Hoàn thiện bài trình chiếu,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN7-0001#F0248,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0178-STT9,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,178,7,Bài 13: Thực hành tổng hợp: Hoàn thiện bài trình chiếu,needs_human_review,0.58,"RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc. | RAW-CON-05: Mức raw là Thông hiểu, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGK-TIN7-0001#F0248,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0179-STT10,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,179,7,Bài 13: Thực hành tổng hợp: Hoàn thiện bài trình chiếu,needs_human_review,0.58,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng. | RAW-CON-05: Mức raw là Thông hiểu, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGV-TIN7-4920462481#F0334,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0180-STT11,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,180,7,Bài 13: Thực hành tổng hợp: Hoàn thiện bài trình chiếu,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN7-0001#F0248,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0181-STT12,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,181,7,Bài 13: Thực hành tổng hợp: Hoàn thiện bài trình chiếu,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN7-0001#F0248,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0182-STT13,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,182,7,Bài 13: Thực hành tổng hợp: Hoàn thiện bài trình chiếu,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN7-0001#F0248,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0183-STT14,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,183,7,Bài 13: Thực hành tổng hợp: Hoàn thiện bài trình chiếu,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN7-0001#F0248,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0212-STT1,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,212,7,Bài 16. Thuật toán sắp xếp,needs_human_review,0.58,"RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc. | RAW-CON-05: Mức raw là Nhận biết, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGK-TIN7-0001#F0290,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
