review_priority,queue_type,eligibility_status,benchmark_candidate_id,sample_id,grade,lesson,bloom_level,has_history,history_turn_count,target_tutor_turn_index,family_position,required_principle_set,alternative_principle_set,review_reasons,principle_scores_json,flagged_details_json,uet_disposition,uet_notes
3,flagged,needs_uet_review,BC-HNMU-G7-R0063-STT6-AI06,HNMU-G7-R0063-STT6,7,Bài 5. Ứng xử trên mạng,Thông hiểu (Giải thích sự tin cậy),true,4,6,last,"[""PRINCIPLE-CHALLENGE"",""PRINCIPLE-FEEDBACK"",""PRINCIPLE-QUESTIONING""]","[""PRINCIPLE-EXPLANATION"",""PRINCIPLE-PRACTICE""]",feedback_confirmation_only,"{""PRINCIPLE-CHALLENGE"":4,""PRINCIPLE-EXPLANATION"":3,""PRINCIPLE-FEEDBACK"":5,""PRINCIPLE-MODELLING"":2,""PRINCIPLE-PRACTICE"":3,""PRINCIPLE-QUESTIONING"":4}","[{""evidence"":""Lượt 5 trong conversation_history: 'Em nghĩ là không ạ. Em cần kiểm tra và đối chiếu thông tin từ những nguồn đáng tin cậy...'"",""principle_id"":""PRINCIPLE-FEEDBACK"",""rationale"":""Nhu cầu độc lập: Học sinh đã đưa ra câu trả lời xuất sắc và toàn diện ở lượt 5 (nhận thức được việc không đáng tin cậy và đề xuất giải pháp đối chiếu nguồn tin). Học sinh cần được gia sư xác nhận, khen ngợi và củng cố độ chính xác của câu trả lời này để tự tin tiếp tục bài học. Nếu bỏ nguyên tắc này: Học sinh sẽ không biết chắc chắn liệu giải pháp tự mình đưa ra đã đúng đắn và an toàn hay chưa, làm giảm hiệu quả tự học và định hướng tư duy."",""requirement_score"":5}]",,
3,flagged,needs_uet_review,BC-HNMU-G7-R0066-STT9-AI06,HNMU-G7-R0066-STT9,7,Bài 5. Ứng xử trên mạng,Thông hiểu (So sánh được),true,4,6,last,"[""PRINCIPLE-EXPLANATION"",""PRINCIPLE-FEEDBACK""]","[""PRINCIPLE-QUESTIONING""]",feedback_confirmation_only,"{""PRINCIPLE-CHALLENGE"":2,""PRINCIPLE-EXPLANATION"":5,""PRINCIPLE-FEEDBACK"":5,""PRINCIPLE-MODELLING"":2,""PRINCIPLE-PRACTICE"":2,""PRINCIPLE-QUESTIONING"":3}","[{""evidence"":""conversation_history (turn_index: 5)"",""principle_id"":""PRINCIPLE-FEEDBACK"",""rationale"":""Nhu cầu độc lập: Học sinh vừa đưa ra câu trả lời rất chính xác ở lượt 5 ('Dạ thân mật và nhanh chóng ạ.'). Học sinh cần nhận được phản hồi xác nhận câu trả lời này là đúng, đồng thời kết nối nó với câu trả lời ở lượt 3 để làm điểm tựa đi đến kết luận cuối cùng. Nếu bỏ nguyên tắc này: Một phản hồi bỏ qua câu trả lời ở lượt 5 của học sinh hoặc chuyển ngay sang ý khác mà không ghi nhận sẽ làm đứt gãy mạch hội thoại tương tác, khiến học sinh mất phương hướng và không thấy được giá trị của câu trả lời mình vừa đưa ra."",""requirement_score"":5}]",,
3,flagged,needs_uet_review,BC-HNMU-G7-R0071-STT14-AI06,HNMU-G7-R0071-STT14,7,Bài 5. Ứng xử trên mạng,Vận dụng (Khai thác thông tin tích cực),true,4,6,last,"[""PRINCIPLE-FEEDBACK""]","[""PRINCIPLE-CHALLENGE"",""PRINCIPLE-QUESTIONING""]",feedback_confirmation_only,"{""PRINCIPLE-CHALLENGE"":3,""PRINCIPLE-EXPLANATION"":1,""PRINCIPLE-FEEDBACK"":5,""PRINCIPLE-MODELLING"":2,""PRINCIPLE-PRACTICE"":2,""PRINCIPLE-QUESTIONING"":3}","[{""evidence"":""turn_5"",""principle_id"":""PRINCIPLE-FEEDBACK"",""rationale"":""Nhu cầu độc lập: Học sinh đã hoàn thành sản phẩm cụ thể \""Cùng xây dựng nhóm lớp văn minh: Nói lời hay, làm việc tốt, kết nối yêu thương!\"" dựa trên gợi ý trước đó và chủ động hỏi đánh giá chất lượng từ gia sư (\""Thầy thấy được không ạ?\""). Học sinh cần nhận xét cụ thể về ưu điểm của câu này để có sự tự tin và ghi nhận. Nếu bỏ nguyên tắc này: Gia sư sẽ không trả lời trực tiếp được câu hỏi của học sinh, khiến học sinh hoang mang không biết sản phẩm của mình đã đạt yêu cầu hay chưa, làm mất đi tính tương tác và định hướng kịp thời."",""requirement_score"":5}]",,
3,flagged,needs_uet_review,BC-HNMU-G7-R0075-STT4-AI04,HNMU-G7-R0075-STT4,7,Bài 6: Làm quen với phần mềm bảng tính,Nhận biết (Biết được khái niệm),true,2,4,last,"[""PRINCIPLE-FEEDBACK"",""PRINCIPLE-QUESTIONING""]","[""PRINCIPLE-EXPLANATION"",""PRINCIPLE-PRACTICE""]",feedback_confirmation_only,"{""PRINCIPLE-CHALLENGE"":2,""PRINCIPLE-EXPLANATION"":3,""PRINCIPLE-FEEDBACK"":5,""PRINCIPLE-MODELLING"":2,""PRINCIPLE-PRACTICE"":3,""PRINCIPLE-QUESTIONING"":5}","[{""evidence"":""conversation_history lượt 3: \""Dạ là \""Ô tính\"" đúng không thầy?\"""",""principle_id"":""PRINCIPLE-FEEDBACK"",""rationale"":""Nhu cầu độc lập: Học sinh đã cố gắng tự tìm câu trả lời theo gợi ý của gia sư và đang chờ đợi sự xác nhận trực tiếp (\""đúng không thầy?\"") để biết mình đã nhận biết đúng khái niệm hay chưa. Nếu bỏ nguyên tắc này: Phản hồi của gia sư sẽ bỏ qua câu trả lời của học sinh, khiến học sinh mất phương hướng và không thể củng cố chắc chắn kiến thức vừa tìm được."",""requirement_score"":5}]",,
3,flagged,needs_uet_review,BC-HNMU-G7-R0077-STT6-AI04,HNMU-G7-R0077-STT6,7,Bài 6: Làm quen với phần mềm bảng tính,Thông hiểu (Phân biệt được),true,2,4,last,"[""PRINCIPLE-EXPLANATION"",""PRINCIPLE-FEEDBACK""]","[""PRINCIPLE-QUESTIONING""]",feedback_confirmation_only,"{""PRINCIPLE-CHALLENGE"":1,""PRINCIPLE-EXPLANATION"":5,""PRINCIPLE-FEEDBACK"":5,""PRINCIPLE-MODELLING"":1,""PRINCIPLE-PRACTICE"":2,""PRINCIPLE-QUESTIONING"":3}","[{""evidence"":""conversation_history (turn_index: 3): \""Là Worksheet ạ!\"""",""principle_id"":""PRINCIPLE-FEEDBACK"",""rationale"":""Nhu cầu độc lập: Học sinh vừa đưa ra câu trả lời cho câu hỏi gợi mở của gia sư ở lượt trước và cần được xác nhận ngay lập tức tính đúng đắn của câu trả lời đó để củng cố sự tự tin và định hình kiến thức. Nếu bỏ nguyên tắc này: Phản hồi của gia sư sẽ bỏ qua câu trả lời của học sinh, làm đứt gãy mạch tương tác sư phạm và khiến học sinh hoang mang không biết suy luận của mình đã chính xác chưa."",""requirement_score"":5}]",,
3,flagged,needs_uet_review,BC-HNMU-G7-R0083-STT12-AI04,HNMU-G7-R0083-STT12,7,Bài 6: Làm quen với phần mềm bảng tính,Vận dụng (Xác định được cấu trúc),true,2,4,middle,"[""PRINCIPLE-FEEDBACK"",""PRINCIPLE-QUESTIONING""]","[""PRINCIPLE-PRACTICE""]",feedback_confirmation_only,"{""PRINCIPLE-CHALLENGE"":2,""PRINCIPLE-EXPLANATION"":2,""PRINCIPLE-FEEDBACK"":5,""PRINCIPLE-MODELLING"":1,""PRINCIPLE-PRACTICE"":3,""PRINCIPLE-QUESTIONING"":4}","[{""evidence"":""conversation_history lượt 3: \""Dạ là D10 ạ!\"""",""principle_id"":""PRINCIPLE-FEEDBACK"",""rationale"":""Nhu cầu độc lập: Học sinh vừa đưa ra câu trả lời cụ thể là 'D10' cho câu hỏi kiểm tra ở lượt trước. Học sinh cần nhận được sự xác nhận ngay lập tức xem câu trả lời của mình đã chính xác hay chưa.\nNếu bỏ nguyên tắc này: Nếu không phản hồi trực tiếp vào câu trả lời 'D10' của học sinh mà chuyển ngay sang nội dung khác, học sinh sẽ bị mất phương hướng và không chắc chắn liệu mình đã hiểu đúng quy tắc đọc tên ô hay chưa."",""requirement_score"":5}]",,
3,flagged,needs_uet_review,BC-HNMU-G7-R0085-STT14-AI04,HNMU-G7-R0085-STT14,7,Bài 6: Làm quen với phần mềm bảng tính,Vận dụng (Xác định lựa chọn phù hợp),true,2,4,last,"[""PRINCIPLE-FEEDBACK"",""PRINCIPLE-QUESTIONING""]","[""PRINCIPLE-PRACTICE""]",feedback_confirmation_only,"{""PRINCIPLE-CHALLENGE"":2,""PRINCIPLE-EXPLANATION"":2,""PRINCIPLE-FEEDBACK"":5,""PRINCIPLE-MODELLING"":2,""PRINCIPLE-PRACTICE"":3,""PRINCIPLE-QUESTIONING"":4}","[{""evidence"":""conversation_history (lượt 3: \""Có phải là A1:C3 không thầy?\"")"",""principle_id"":""PRINCIPLE-FEEDBACK"",""rationale"":""Nhu cầu độc lập: Học sinh đã chủ động đưa ra câu trả lời cụ thể là \""A1:C3\"" và đang chờ đợi sự xác nhận từ giáo viên. Học sinh cần biết chắc chắn câu trả lời của mình đã đúng hay chưa để tự tin tiếp thu kiến thức tiếp theo. Nếu bỏ nguyên tắc này: Một phản hồi bỏ qua việc đánh giá câu trả lời của học sinh sẽ làm đứt gãy mạch giao tiếp, khiến học sinh hoang mang và không thể xác định được mình đã nắm vững quy tắc viết địa chỉ hay chưa."",""requirement_score"":5}]",,
3,flagged,needs_uet_review,BC-HNMU-G7-R0104-STT5-AI06,HNMU-G7-R0104-STT5,7,Bài 8: Công cụ hỗ trợ tính toán,Thông hiểu (Giải thích được lợi ích),true,4,6,last,"[""PRINCIPLE-EXPLANATION"",""PRINCIPLE-FEEDBACK""]","[""PRINCIPLE-QUESTIONING""]",feedback_confirmation_only,"{""PRINCIPLE-CHALLENGE"":1,""PRINCIPLE-EXPLANATION"":4,""PRINCIPLE-FEEDBACK"":5,""PRINCIPLE-MODELLING"":2,""PRINCIPLE-PRACTICE"":2,""PRINCIPLE-QUESTIONING"":3}","[{""evidence"":""conversation_history (turn_index: 5)"",""principle_id"":""PRINCIPLE-FEEDBACK"",""rationale"":""Nhu cầu độc lập: Học sinh vừa chủ động tư duy và đưa ra câu trả lời chính xác cho câu hỏi gợi mở của gia sư ở lượt 4, do đó học sinh có nhu cầu nhận được sự xác nhận, đánh giá trực tiếp về câu trả lời của mình.\nNếu bỏ nguyên tắc này: Phản hồi tiếp theo nếu bỏ qua việc nhận xét câu trả lời của học sinh mà đi thẳng vào nội dung khác sẽ làm đứt gãy mạch giao tiếp, khiến học sinh cảm thấy nỗ lực suy nghĩ của mình ở lượt trước không được ghi nhận."",""requirement_score"":5}]",,
3,flagged,needs_uet_review,BC-HNMU-G7-R0105-STT6-AI04,HNMU-G7-R0105-STT6,7,Bài 8: Công cụ hỗ trợ tính toán,Thông hiểu (Giải thích được ví dụ),true,2,4,last,"[""PRINCIPLE-EXPLANATION"",""PRINCIPLE-FEEDBACK"",""PRINCIPLE-QUESTIONING""]",[],feedback_confirmation_only,"{""PRINCIPLE-CHALLENGE"":2,""PRINCIPLE-EXPLANATION"":5,""PRINCIPLE-FEEDBACK"":5,""PRINCIPLE-MODELLING"":2,""PRINCIPLE-PRACTICE"":2,""PRINCIPLE-QUESTIONING"":4}","[{""evidence"":""conversation_history (lượt 3): \""Dạ là cả một vùng từ B2 đến B5 ạ.\"""",""principle_id"":""PRINCIPLE-FEEDBACK"",""rationale"":""Nhu cầu độc lập: Học sinh vừa trả lời đúng câu hỏi phụ ở lượt trước (\""Dạ là cả một vùng từ B2 đến B5 ạ\""). Học sinh cần được xác nhận tính chính xác và nhận được phản hồi khích lệ để củng cố sự tự tin trước khi tiếp tục. Nếu bỏ nguyên tắc này: Một phản hồi chuyển ngay sang giải thích hoặc đặt câu hỏi mới mà không công nhận câu trả lời của học sinh sẽ làm đứt gãy mạch giao tiếp tự nhiên và giảm động lực tương tác của học sinh."",""requirement_score"":5}]",,
3,flagged,needs_uet_review,BC-HNMU-G7-R0107-STT8-AI04,HNMU-G7-R0107-STT8,7,Bài 8: Công cụ hỗ trợ tính toán,Thông hiểu (Giải thích tính chất),true,2,4,middle,"[""PRINCIPLE-EXPLANATION"",""PRINCIPLE-FEEDBACK""]","[""PRINCIPLE-MODELLING"",""PRINCIPLE-QUESTIONING""]",feedback_confirmation_only,"{""PRINCIPLE-CHALLENGE"":1,""PRINCIPLE-EXPLANATION"":5,""PRINCIPLE-FEEDBACK"":5,""PRINCIPLE-MODELLING"":3,""PRINCIPLE-PRACTICE"":2,""PRINCIPLE-QUESTIONING"":3}","[{""evidence"":""conversation_history lượt 2: \""Em thử nhìn vào kết quả ở ô tính xem máy có báo lỗi không...\"" và lượt 3: \""Dạ nó vẫn ra số bình thường ạ.\"""",""principle_id"":""PRINCIPLE-FEEDBACK"",""rationale"":""Nhu cầu độc lập: Học sinh đã thực hiện theo hướng dẫn ở lượt trước và báo cáo lại kết quả quan sát được. Em ấy cần một phản hồi xác nhận rằng quan sát đó là chính xác, từ đó làm điểm tựa để đi đến kết luận sư phạm tiếp theo. Nếu bỏ nguyên tắc này: Nếu không phản hồi dựa trên câu trả lời của học sinh, gia sư sẽ cắt đứt mạch tương tác thực nghiệm đang diễn ra, khiến câu hỏi gợi mở ở lượt trước trở nên vô nghĩa và không tận dụng được trải nghiệm thực tế của học sinh để khắc sâu kiến thức."",""requirement_score"":5}]",,
3,flagged,needs_uet_review,BC-HNMU-G7-R0110-STT11-AI04,HNMU-G7-R0110-STT11,7,Bài 8: Công cụ hỗ trợ tính toán,Vận dụng (Dùng được hàm trong công thức),true,2,4,middle,"[""PRINCIPLE-EXPLANATION"",""PRINCIPLE-MODELLING"",""PRINCIPLE-FEEDBACK""]","[""PRINCIPLE-QUESTIONING""]",feedback_confirmation_only,"{""PRINCIPLE-CHALLENGE"":1,""PRINCIPLE-EXPLANATION"":5,""PRINCIPLE-FEEDBACK"":4,""PRINCIPLE-MODELLING"":4,""PRINCIPLE-PRACTICE"":2,""PRINCIPLE-QUESTIONING"":3}","[{""evidence"":""conversation_history lượt 3: \""Em dùng hàm SUM ạ.\"""",""principle_id"":""PRINCIPLE-FEEDBACK"",""rationale"":""Nhu cầu độc lập: Học sinh đã trả lời đúng câu hỏi của gia sư là sử dụng hàm SUM và cần được xác nhận phản hồi này để tự tin đi tiếp. Nếu bỏ nguyên tắc này: Phản hồi của gia sư sẽ bỏ qua nỗ lực tư duy của học sinh ở lượt trước, làm mất đi tính tương tác và sự khích lệ cần thiết trong dạy học."",""requirement_score"":4}]",,
3,flagged,needs_uet_review,BC-HNMU-G7-R0110-STT11-AI06,HNMU-G7-R0110-STT11,7,Bài 8: Công cụ hỗ trợ tính toán,Vận dụng (Dùng được hàm trong công thức),true,4,6,last,"[""PRINCIPLE-FEEDBACK""]","[""PRINCIPLE-PRACTICE"",""PRINCIPLE-QUESTIONING""]",feedback_confirmation_only,"{""PRINCIPLE-CHALLENGE"":2,""PRINCIPLE-EXPLANATION"":2,""PRINCIPLE-FEEDBACK"":5,""PRINCIPLE-MODELLING"":1,""PRINCIPLE-PRACTICE"":3,""PRINCIPLE-QUESTIONING"":3}","[{""evidence"":""conversation_history (lượt 5: học sinh đưa ra câu trả lời dưới dạng câu hỏi xác nhận: 'Dạ, là =SUM(E4:E14) ạ!')"",""principle_id"":""PRINCIPLE-FEEDBACK"",""rationale"":""Nhu cầu độc lập: Học sinh vừa tự đưa ra câu trả lời cuối cùng cho nhiệm vụ tính tổng và đang chờ đợi sự xác nhận xem công thức mình tự ghép nối có đúng cú pháp và logic hay không. Nếu bỏ nguyên tắc này: Một phản hồi đi thẳng vào lý thuyết hoặc bài tập mới mà không khẳng định tính đúng đắn của công thức `=SUM(E4:E14)` sẽ khiến học sinh hoang mang, mất đi sự tự tin và không thể hoàn thành thao tác trên máy tính thực tế."",""requirement_score"":5}]",,
3,flagged,needs_uet_review,BC-HNMU-G7-R0117-STT4-AI02,HNMU-G7-R0117-STT4,7,Bài 9: Trình bày bảng tính,Nhận biết (Nhận ra đặc điểm),false,0,2,first,"[""PRINCIPLE-MODELLING"",""PRINCIPLE-QUESTIONING""]","[""PRINCIPLE-EXPLANATION""]",questioning_without_answer_dependency,"{""PRINCIPLE-CHALLENGE"":1,""PRINCIPLE-EXPLANATION"":3,""PRINCIPLE-FEEDBACK"":1,""PRINCIPLE-MODELLING"":4,""PRINCIPLE-PRACTICE"":2,""PRINCIPLE-QUESTIONING"":4}","[{""evidence"":""Trường student_prompt: \""Thầy ơi, sau khi em bấm vào nút định dạng phần trăm, con số của em có thêm chữ gì ở cuối không?\"""",""principle_id"":""PRINCIPLE-QUESTIONING"",""rationale"":""Nhu cầu độc lập: Gia sư cần đặt một câu hỏi nhanh cuối phản hồi để học sinh tự áp dụng quy tắc định dạng vừa học vào một số cụ thể nhằm kiểm tra mức độ hiểu bài. Nếu bỏ nguyên tắc này: Gia sư sẽ chỉ cung cấp câu trả lời một chiều và không thể biết được học sinh có thực sự hiểu bản chất của định dạng phần trăm hay không, hay chỉ nghe biết vậy rồi quên."",""requirement_score"":4}]",,
3,flagged,needs_uet_review,BC-HNMU-G7-R0117-STT4-AI04,HNMU-G7-R0117-STT4,7,Bài 9: Trình bày bảng tính,Nhận biết (Nhận ra đặc điểm),true,2,4,last,"[""PRINCIPLE-FEEDBACK"",""PRINCIPLE-QUESTIONING""]","[""PRINCIPLE-EXPLANATION"",""PRINCIPLE-PRACTICE""]",feedback_confirmation_only,"{""PRINCIPLE-CHALLENGE"":2,""PRINCIPLE-EXPLANATION"":3,""PRINCIPLE-FEEDBACK"":5,""PRINCIPLE-MODELLING"":1,""PRINCIPLE-PRACTICE"":3,""PRINCIPLE-QUESTIONING"":4}","[{""evidence"":""conversation_history (lượt 3): Nó hiện ra 100% ạ."",""principle_id"":""PRINCIPLE-FEEDBACK"",""rationale"":""Nhu cầu độc lập: Học sinh đã thực hiện hoạt động trải nghiệm theo hướng dẫn và báo cáo kết quả quan sát được (100%). Học sinh có nhu cầu nhận được sự xác nhận ngay lập tức từ gia sư rằng kết quả quan sát này là chính xác và có giá trị làm căn cứ cho bài học. Nếu bỏ nguyên tắc này: Gia sư sẽ bỏ qua nỗ lực thực hành của học sinh, khiến học sinh hoang mang không biết kết quả mình thấy đã đúng chưa và làm đứt gãy mạch tương tác thực nghiệm."",""requirement_score"":5}]",,
3,flagged,needs_uet_review,BC-HNMU-G7-R0118-STT5-AI04,HNMU-G7-R0118-STT5,7,Bài 9: Trình bày bảng tính,Thông hiểu (Giải thích lợi ích),true,2,4,last,"[""PRINCIPLE-EXPLANATION"",""PRINCIPLE-FEEDBACK""]","[""PRINCIPLE-QUESTIONING""]",feedback_confirmation_only,"{""PRINCIPLE-CHALLENGE"":2,""PRINCIPLE-EXPLANATION"":4,""PRINCIPLE-FEEDBACK"":4,""PRINCIPLE-MODELLING"":2,""PRINCIPLE-PRACTICE"":2,""PRINCIPLE-QUESTIONING"":3}","[{""evidence"":""conversation_history (lượt 3)"",""principle_id"":""PRINCIPLE-FEEDBACK"",""rationale"":""Nhu cầu độc lập: Học sinh vừa đưa ra một phản hồi khẳng định (\""Dạ có, nhìn nó không đẹp ạ\""). Học sinh cần nhận được sự ghi nhận và phản hồi từ gia sư để xác nhận rằng nhận định trực giác đó là đúng hướng, tạo tiền đề để chuyển sang giải thích chuyên sâu. Nếu bỏ nguyên tắc này: Gia sư sẽ bỏ qua câu trả lời của học sinh, làm mất đi tính tương tác cá nhân hóa và không tạo được sự kết nối giữa suy nghĩ của học sinh với kiến thức bài học."",""requirement_score"":4}]",,
3,flagged,needs_uet_review,BC-HNMU-G7-R0119-STT6-AI04,HNMU-G7-R0119-STT6,7,Bài 9: Trình bày bảng tính,Thông hiểu (Mô tả hệ quả),true,2,4,last,"[""PRINCIPLE-EXPLANATION"",""PRINCIPLE-FEEDBACK""]","[""PRINCIPLE-QUESTIONING""]",feedback_confirmation_only,"{""PRINCIPLE-CHALLENGE"":2,""PRINCIPLE-EXPLANATION"":5,""PRINCIPLE-FEEDBACK"":5,""PRINCIPLE-MODELLING"":2,""PRINCIPLE-PRACTICE"":2,""PRINCIPLE-QUESTIONING"":3}","[{""evidence"":""conversation_history lượt 3"",""principle_id"":""PRINCIPLE-FEEDBACK"",""rationale"":""Nhu cầu độc lập: Học sinh đã thực hiện hoạt động trải nghiệm theo hướng dẫn ở lượt trước và đưa ra câu trả lời. Họ cần nhận được phản hồi xác nhận rằng phát hiện của họ là hoàn toàn chính xác.\nNếu bỏ nguyên tắc này: Phản hồi của gia sư sẽ bỏ qua kết quả thực hành của học sinh, làm mất đi tính tương tác và không khích lệ được tinh thần chủ động khám phá của học sinh."",""requirement_score"":5}]",,
3,flagged,needs_uet_review,BC-HNMU-G7-R0121-STT8-AI04,HNMU-G7-R0121-STT8,7,Bài 9: Trình bày bảng tính,Thông hiểu (Nhận biết quy chuẩn),true,2,4,last,"[""PRINCIPLE-MODELLING"",""PRINCIPLE-FEEDBACK""]","[""PRINCIPLE-EXPLANATION""]",feedback_confirmation_only,"{""PRINCIPLE-CHALLENGE"":1,""PRINCIPLE-EXPLANATION"":3,""PRINCIPLE-FEEDBACK"":5,""PRINCIPLE-MODELLING"":4,""PRINCIPLE-PRACTICE"":2,""PRINCIPLE-QUESTIONING"":2}","[{""evidence"":""conversation_history (turn_index: 3)"",""principle_id"":""PRINCIPLE-FEEDBACK"",""rationale"":""Nhu cầu độc lập: Học sinh vừa đưa ra câu trả lời cho câu hỏi gợi mở của gia sư ở lượt trước (\""Dạ mình viết ngày/tháng/năm ạ\""). Học sinh cần được xác nhận câu trả lời này là đúng và hiểu nó liên quan thế nào đến việc giải quyết lỗi hiển thị. Nếu bỏ nguyên tắc này: Phản hồi của gia sư sẽ bỏ qua câu trả lời của học sinh, làm đứt gãy mạch hội thoại và khiến tương tác trước đó trở nên vô nghĩa."",""requirement_score"":5}]",,
3,flagged,needs_uet_review,BC-HNMU-G7-R0122-STT9-AI04,HNMU-G7-R0122-STT9,7,Bài 9: Trình bày bảng tính,Thông hiểu (Giải thích sự cần thiết),true,2,4,last,"[""PRINCIPLE-EXPLANATION"",""PRINCIPLE-FEEDBACK""]","[""PRINCIPLE-QUESTIONING""]",feedback_confirmation_only,"{""PRINCIPLE-CHALLENGE"":1,""PRINCIPLE-EXPLANATION"":5,""PRINCIPLE-FEEDBACK"":5,""PRINCIPLE-MODELLING"":2,""PRINCIPLE-PRACTICE"":2,""PRINCIPLE-QUESTIONING"":3}","[{""evidence"":""conversation_history (turn 3)"",""principle_id"":""PRINCIPLE-FEEDBACK"",""rationale"":""Nhu cầu độc lập: Học sinh đã đưa ra câu trả lời cụ thể ở lượt 3 (\""nhìn cái thấy ngay\""). Học sinh cần được gia sư nhận xét, xác nhận tính đúng đắn của câu trả lời này để làm bàn đạp đi đến kết luận sư phạm.\nNếu bỏ nguyên tắc này: Gia sư sẽ bỏ qua nỗ lực tư duy của học sinh, làm mất đi tính tương tác và không thể chuyển đổi câu trả lời mang tính cảm tính của học sinh thành kiến thức chuẩn xác."",""requirement_score"":5}]",,
3,flagged,needs_uet_review,BC-HNMU-G7-R0126-STT13-AI04,HNMU-G7-R0126-STT13,7,Bài 9: Trình bày bảng tính,Vận dụng (Thực hiện nhiệm vụ giáo viên đặt ra),true,2,4,last,"[""PRINCIPLE-FEEDBACK"",""PRINCIPLE-QUESTIONING""]","[""PRINCIPLE-EXPLANATION""]",feedback_confirmation_only,"{""PRINCIPLE-CHALLENGE"":2,""PRINCIPLE-EXPLANATION"":3,""PRINCIPLE-FEEDBACK"":5,""PRINCIPLE-MODELLING"":1,""PRINCIPLE-PRACTICE"":2,""PRINCIPLE-QUESTIONING"":5}","[{""evidence"":""conversation_history (lượt 3): \""Ôi, tất cả các hàng đều cao bằng nhau luôn rồi thầy ạ!\"""",""principle_id"":""PRINCIPLE-FEEDBACK"",""rationale"":""Nhu cầu độc lập: Học sinh vừa thực hiện thành công một thao tác và reo lên hào hứng, họ cần sự ghi nhận, đánh giá và xác nhận ngay lập tức từ gia sư rằng kết quả đó là chính xác để củng cố niềm tin. Nếu bỏ nguyên tắc này: Phản hồi tiếp theo sẽ bỏ qua thành quả thực hành của học sinh, làm mất đi sự tương tác tự nhiên và giảm động lực tiếp tục thực hiện bài học."",""requirement_score"":5}]",,
3,flagged,needs_uet_review,BC-HNMU-G7-R0127-STT14-AI04,HNMU-G7-R0127-STT14,7,Bài 9: Trình bày bảng tính,Vận dụng (Tạo được sản phẩm số),true,2,4,last,"[""PRINCIPLE-EXPLANATION"",""PRINCIPLE-FEEDBACK""]","[""PRINCIPLE-PRACTICE"",""PRINCIPLE-QUESTIONING""]",feedback_confirmation_only,"{""PRINCIPLE-CHALLENGE"":1,""PRINCIPLE-EXPLANATION"":4,""PRINCIPLE-FEEDBACK"":5,""PRINCIPLE-MODELLING"":2,""PRINCIPLE-PRACTICE"":3,""PRINCIPLE-QUESTIONING"":3}","[{""evidence"":""conversation_history lượt 3: \""Em thấy rồi! Em chọn 'All Borders' là nó kẻ hết luôn đúng không thầy?\"""",""principle_id"":""PRINCIPLE-FEEDBACK"",""rationale"":""Nhu cầu độc lập: Học sinh đã đưa ra một giả định thao tác cụ thể (\""chọn All Borders là kẻ hết luôn\"") và cần được xác nhận tính đúng đắn của giả định này đối với mục tiêu kẻ viền toàn bộ bảng. Nếu bỏ nguyên tắc này: Phản hồi tiếp theo sẽ không giải quyết trực tiếp thắc mắc và dự định thao tác của học sinh, khiến học sinh hoang mang không biết suy luận của mình có đúng hay không trước khi thực hiện bấm nút."",""requirement_score"":5}]",,
3,flagged,needs_uet_review,BC-HNMU-G7-R0142-STT1-AI06,HNMU-G7-R0142-STT1,7,Bài 11: Tạo bài trình chiếu,Nhận biết (Nêu được),true,4,6,last,"[""PRINCIPLE-FEEDBACK"",""PRINCIPLE-QUESTIONING""]","[""PRINCIPLE-EXPLANATION"",""PRINCIPLE-PRACTICE""]",feedback_confirmation_only,"{""PRINCIPLE-CHALLENGE"":2,""PRINCIPLE-EXPLANATION"":3,""PRINCIPLE-FEEDBACK"":5,""PRINCIPLE-MODELLING"":1,""PRINCIPLE-PRACTICE"":3,""PRINCIPLE-QUESTIONING"":4}","[{""evidence"":""turn_index: 5"",""principle_id"":""PRINCIPLE-FEEDBACK"",""rationale"":""Nhu cầu độc lập: Học sinh vừa đưa ra câu trả lời chính xác cho câu hỏi gợi mở của gia sư ở lượt 4 và rất cần một sự xác nhận, khen ngợi rõ ràng để củng cố sự tự tin. Nếu bỏ nguyên tắc này: Gia sư sẽ bỏ qua nỗ lực tư duy của học sinh, khiến học sinh hoang mang không rõ câu trả lời của mình đã đầy đủ và chuẩn xác theo bài học hay chưa."",""requirement_score"":5}]",,
