sample_id,source_file,source_row_number,grade,grade_label,stt,lesson,position,question,bloom_level,answer_sgv,dialogue,lesson_code,canonical_topic_id,canonical_topic_label,canonical_lesson_id,canonical_lesson_label,registry_status,evidence_fragment_id,evidence_material_type,evidence_lesson_title,evidence_page_start,evidence_source_markdown_path,evidence_status,evidence_match_reason,needs_learning_resource_review,consistency_issue_codes
HNMU-G9-R0146-STT5,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 9.xlsx,146,9,Lớp 9,5,11a. Sử dụng hàm Sumif,"Mục 1, Trang 4 SGK",Phân biệt sự khác nhau về mục đích sử dụng giữa hàm SUM và hàm SUMIF.,Thông hiểu (Phân biệt được chức năng),"SUM dùng để tính tổng toàn bộ vùng dữ liệu; SUMIF chỉ tính tổng các giá trị thỏa mãn một điều kiện nhất định,.","HS: Khi nào thì em dùng SUM, khi nào dùng SUMIF hả thầy?
 AI: Em hãy nghĩ về cái giỏ táo. Nếu em muốn biết tổng số cân nặng của tất cả táo, em dùng hàm gì?
 HS: Dạ em dùng SUM ạ.
 AI: Tốt! Vậy nếu em chỉ muốn biết tổng cân nặng của những quả táo màu đỏ, em có cần dùng ""IF"" (nếu là màu đỏ) không?
 HS: À em hiểu rồi! SUMIF là khi mình có thêm một tiêu chuẩn lựa chọn ạ!
 AI: Rất chuẩn! Đó là điểm khác biệt cốt lõi đấy.",11A,TIN9-CD04A,Sử dụng bảng tính điện tử nâng cao,TIN9-B11A,Sử dụng hàm SUMIF,needs_hnmu_review,LM-SGK-TIN9-0001#F0179,SGK,Bài 11A. Sử dụng hàm SUMIF,46,shared/learning_resources/ocr_text/sgk_tin_hoc_9/tin_9_bai_11a/tin_9_bai_11a.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G9-R0147-STT6,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 9.xlsx,147,9,Lớp 9,6,11a. Sử dụng hàm Sumif,"Mục 1, Trang 46 SGK","Tại sao khi sao chép công thức SUMIF cho các hàng khác, ta thường phải dùng địa chỉ tuyệt đối cho vùng dữ liệu?",Thông hiểu (Giải thích sự thay đổi địa chỉ),"Để cố định vùng tìm kiếm và vùng tính tổng, giúp các vùng này không bị dịch chuyển khi kéo công thức,.","HS: Thầy ơi, em kéo công thức xuống hàng dưới để tính cho khoản ""Thưởng"" thì kết quả bị sai ạ.
 AI: Em hãy xem lại địa chỉ vùng dữ liệu ở hàng dưới, nó có còn là B3:B8 không hay đã biến thành B4:B9?
 HS: Dạ nó bị tụt xuống một dòng ạ.
 AI: Đó là đặc điểm của địa chỉ tương đối. Để ""khóa"" vùng đó đứng im tại chỗ, em cần dùng loại địa chỉ nào đã học ở lớp 8 nhỉ?
 HS: Dạ là địa chỉ tuyệt đối có dấu $, em sửa thành $B$3:$B$8 đúng không thầy?
 AI: Quá tuyệt vời! Em đã tìm ra cách sửa lỗi rồi đấy.",11A,TIN9-CD04A,Sử dụng bảng tính điện tử nâng cao,TIN9-B11A,Sử dụng hàm SUMIF,needs_hnmu_review,LM-SGK-TIN9-0001#F0179,SGK,Bài 11A. Sử dụng hàm SUMIF,46,shared/learning_resources/ocr_text/sgk_tin_hoc_9/tin_9_bai_11a/tin_9_bai_11a.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G9-R0148-STT7,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 9.xlsx,148,9,Lớp 9,7,11a. Sử dụng hàm Sumif,"Hình 11a.2, Trang 45 SGK",Giải thích ý nghĩa của tham số sum_range trong mối quan hệ với tham số range.,Thông hiểu (Giải thích được ý nghĩa),"range là vùng kiểm tra điều kiện, còn sum_range là vùng chứa các con số thực tế sẽ được cộng lại nếu điều kiện tương ứng ở range là Đúng.","HS: Thầy giúp em phân biệt rõ hơn hai cái vùng (range) trong hàm này với ạ.
 AI: Hãy tưởng tượng em có cột A ghi tên học sinh và cột B ghi điểm số. Em muốn cộng điểm cho bạn ""An"". Vậy máy sẽ tìm chữ ""An"" ở cột nào và cộng số ở cột nào?
 HS: Máy tìm ""An"" ở cột A và cộng điểm ở cột B ạ.
 AI: Đúng rồi! Vậy trong SUMIF, cột A (chứa tên) là range, còn cột B (chứa số để cộng) chính là gì nhỉ?
 HS: Dạ là sum_range (vùng tính tổng) ạ! Em hiểu rồi.",11A,TIN9-CD04A,Sử dụng bảng tính điện tử nâng cao,TIN9-B11A,Sử dụng hàm SUMIF,needs_hnmu_review,LM-SGK-TIN9-0001#F0179,SGK,Bài 11A. Sử dụng hàm SUMIF,46,shared/learning_resources/ocr_text/sgk_tin_hoc_9/tin_9_bai_11a/tin_9_bai_11a.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G9-R0149-STT8,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 9.xlsx,149,9,Lớp 9,8,11a. Sử dụng hàm Sumif,"Hình 11a.1, Trang 46 SGK",Trong trường hợp nào tham số sum_range có thể được bỏ qua trong công thức?,Thông hiểu (Giải thích quy tắc),Khi vùng tính tổng chính là vùng kiểm tra điều kiện.,"HS: Thầy ơi, em thấy có công thức chỉ có 2 phần như =SUMIF(D3:D8, "">100""), sao không thấy sum_range ạ?
 AI: Câu hỏi rất hay! Ở đây em đang kiểm tra điều kiện trên các con số ở cột D, và em cũng muốn cộng chính các con số ở cột D đó luôn. Vậy vùng kiểm tra và vùng cộng có trùng nhau không?
 HS: Dạ có, đều là cột D ạ.
 AI: Chính xác! Khi hai vùng này là một, Excel cho phép em ""viết tắt"" bằng cách bỏ qua phần thứ 3. Tiện lợi đúng không nào?",11A,TIN9-CD04A,Sử dụng bảng tính điện tử nâng cao,TIN9-B11A,Sử dụng hàm SUMIF,needs_hnmu_review,LM-SGK-TIN9-0001#F0179,SGK,Bài 11A. Sử dụng hàm SUMIF,46,shared/learning_resources/ocr_text/sgk_tin_hoc_9/tin_9_bai_11a/tin_9_bai_11a.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G9-R0150-STT9,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 9.xlsx,150,9,Lớp 9,9,11a. Sử dụng hàm Sumif,"Mục 2.a, Trang 47 SGK",Trình bày tác dụng của việc sử dụng hàm SUMIF trong quản lý tài chính gia đình.,Thông hiểu (Trình bày được tác dụng),"Giúp thống kê nhanh chóng tổng số tiền của từng hạng mục thu/chi riêng biệt, giúp đánh giá tình hình tài chính cụ thể,.","HS: Mẹ em bảo dùng SUM cộng hết tiền chi là được rồi, dùng SUMIF làm gì cho khó hả thầy?
 AI: Nếu mẹ hỏi: ""Tháng này nhà mình tiêu hết bao nhiêu tiền Ăn uống?"", chỉ dùng SUM em có trả lời ngay được không?
 HS: Dạ không, em phải ngồi nhặt riêng tiền ăn ra cộng lại, lâu lắm ạ.
 AI: Đúng thế! Vậy hàm SUMIF giúp em ""nhặt"" và cộng tự động theo từng loại như thế nào?
 HS: Dạ nó giúp thống kê nhanh theo từng nhóm như Ăn uống, Học tập... để biết mình tiêu vào đâu nhiều nhất ạ!
 AI: Rất chuẩn xác! Đó là giá trị của nó trong thực tế.",11A,TIN9-CD04A,Sử dụng bảng tính điện tử nâng cao,TIN9-B11A,Sử dụng hàm SUMIF,needs_hnmu_review,LM-SGK-TIN9-0001#F0179,SGK,Bài 11A. Sử dụng hàm SUMIF,46,shared/learning_resources/ocr_text/sgk_tin_hoc_9/tin_9_bai_11a/tin_9_bai_11a.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G9-R0151-STT10,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 9.xlsx,151,9,Lớp 9,10,11a. Sử dụng hàm Sumif,"Mục 1, Trang 4 SGK",Giải thích tại sao kết quả hàm SUMIF thay đổi khi ta thay đổi số tiền ở bảng dữ liệu nguồn.,Thông hiểu (Mô tả cơ chế),"Vì hàm SUMIF sử dụng địa chỉ ô tham chiếu; khi dữ liệu trong ô thay đổi, công thức sẽ tự động tính toán lại theo giá trị mới.","HS: Thầy ơi, em vừa sửa số tiền điện trong bảng, quay lại nhìn ô Tổng chi điện nó cũng tự đổi theo luôn. Sao hay vậy ạ?
 AI: Đó là vì trong công thức, em không gõ số ""500"" mà em gõ ""địa chỉ"" của ô đó. Máy tính luôn theo dõi ô đó, nếu ô đó đổi thì hàm SUMIF sẽ làm gì nhỉ?
 HS: Dạ máy sẽ tự động tính lại kết quả mới cho em ạ.
 AI: Chính xác! Đó chính là tính ""tự động"" tuyệt vời của bảng tính điện tử mà em đã học.",11A,TIN9-CD04A,Sử dụng bảng tính điện tử nâng cao,TIN9-B11A,Sử dụng hàm SUMIF,needs_hnmu_review,LM-SGK-TIN9-0001#F0179,SGK,Bài 11A. Sử dụng hàm SUMIF,46,shared/learning_resources/ocr_text/sgk_tin_hoc_9/tin_9_bai_11a/tin_9_bai_11a.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G9-R0152-STT11,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 9.xlsx,152,9,Lớp 9,11,11a. Sử dụng hàm Sumif,"Thực hành, Trang 47 SGK","Tại ô H2 (Trang tính Tổng hợp), hãy lập công thức SUMIF để tính tổng tiền thu nhập từ ""Lương"" (dữ liệu ở trang Thu nhập vùng B3:D8, điều kiện ở ô F2).",Vận dụng (Dùng được địa chỉ trong công thức),"=SUMIF('Thu nhập'!$B$3:$B$8, F2, 'Thu nhập'!$D$3:$D$8).","HS: Thầy giúp em viết công thức tính tổng Lương với ạ, em thấy rối quá vì nó nằm ở hai trang tính khác nhau.
 AI: Đừng lo, ta làm từng bước nhé. Đầu tiên, vùng chứa chữ ""Lương"" ở trang Thu nhập là cột nào em nhỉ?
 HS: Dạ là cột B, từ B3 đến B8 ạ.
 AI: Tốt! Em hãy nhấn sang trang đó và quét vùng này, nhớ nhấn F4 để thêm dấu $ nhé. Còn vùng chứa số tiền để cộng là cột nào?
 HS: Dạ là cột D, từ D3 đến D8 ạ.
 AI: Rất giỏi! Bây giờ em lắp vào: =SUMIF(Vùng_B, F2, Vùng_D). Thử xem nào!
 HS: Dạ, em gõ xong và nó ra đúng số tiền lương của bố mẹ rồi ạ!",11A,TIN9-CD04A,Sử dụng bảng tính điện tử nâng cao,TIN9-B11A,Sử dụng hàm SUMIF,needs_hnmu_review,LM-SGK-TIN9-0001#F0188,SGK,Bài 11A. Sử dụng hàm SUMIF,47,shared/learning_resources/ocr_text/sgk_tin_hoc_9/tin_9_bai_11a/tin_9_bai_11a.md,draft,Top-1 từ SQLite FTS theo đáp án SGV và metadata bài học.,false,
HNMU-G9-R0153-STT12,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 9.xlsx,153,9,Lớp 9,12,11a. Sử dụng hàm Sumif,"Thực hành, Trang 47 SGK","Hãy lập công thức tại ô H11 để tính tổng chi cho hạng mục ""Ăn uống"" trong trang tính Chi tiêu.",Vận dụng (Thực hiện nhiệm vụ giáo viên đặt ra),"=SUMIF('Chi tiêu'!$B$3:$B$15, ""Ăn uống"", 'Chi tiêu'!$D$3:$D$15),.","HS: Thầy ơi, em muốn tính tổng tiền Ăn uống ở ô H11, em dùng công thức tương tự như câu trên đúng không ạ?
 AI: Đúng rồi em! Nhưng lần này ở phần điều kiện, thay vì chọn địa chỉ ô, em hãy thử gõ trực tiếp chữ ""Ăn uống"" xem sao. Nhớ quy tắc về dấu ngoặc nhé!
 HS: Dạ, em gõ =SUMIF('Chi tiêu'!$B$3:$B$15, ""Ăn uống"", 'Chi tiêu'!$D$3:$D$15). Ôi, nó ra số tiền rồi thầy!
 AI: Tuyệt vời! Em đã biết cách dùng văn bản trực tiếp làm điều kiện rồi đó.",11A,TIN9-CD04A,Sử dụng bảng tính điện tử nâng cao,TIN9-B11A,Sử dụng hàm SUMIF,needs_hnmu_review,LM-SGK-TIN9-0001#F0179,SGK,Bài 11A. Sử dụng hàm SUMIF,46,shared/learning_resources/ocr_text/sgk_tin_hoc_9/tin_9_bai_11a/tin_9_bai_11a.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G9-R0154-STT13,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 9.xlsx,154,9,Lớp 9,13,11a. Sử dụng hàm Sumif,"Thực hành, Trang 47 SGK","Thực hiện sao chép công thức SUMIF từ ô H2 xuống các ô H3, H4 để tính tổng cho các hạng mục Thu nhập khác.",Vận dụng (Thiết lập được các địa chỉ),Sử dụng tính năng AutoFill để kéo công thức xuống.,"HS: Em đã tính xong Lương ở H2, giờ làm sao để tính nhanh cho Thưởng và Tiền lãi mà không phải gõ lại ạ?
 AI: Em hãy đưa con trỏ chuột vào góc dưới bên phải ô H2 cho đến khi hiện dấu cộng đen nhỏ, rồi làm gì nhỉ?
 HS: Dạ em kéo xuống các ô dưới ạ.
 AI: Đúng rồi! Nhờ em đã dùng dấu $ ở câu 11 nên khi kéo, các vùng dữ liệu có bị chạy không?
 HS: Dạ không, nó vẫn giữ nguyên vùng B3:B8 và D3:D8 nên kết quả ra rất chuẩn ạ. Cảm ơn thầy!",11A,TIN9-CD04A,Sử dụng bảng tính điện tử nâng cao,TIN9-B11A,Sử dụng hàm SUMIF,needs_hnmu_review,LM-SGK-TIN9-0001#F0179,SGK,Bài 11A. Sử dụng hàm SUMIF,46,shared/learning_resources/ocr_text/sgk_tin_hoc_9/tin_9_bai_11a/tin_9_bai_11a.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G9-R0155-STT14,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 9.xlsx,155,9,Lớp 9,14,11a. Sử dụng hàm Sumif,"Vận dụng, Trang 47 SGK","Em hãy xây dựng công thức tính tổng số tiền đã chi cho dự án ""Triển lãm tin học"" với điều kiện là các khoản chi có số tiền lớn hơn 500,000đ.",Vận dụng (Quản lí được dự án nhỏ),"=SUMIF(D3:D15, "">500000"").","HS: Thầy ơi, đề bài yêu cầu tính tổng các khoản chi ""Lớn hơn 500.000"", em phải đặt điều kiện thế nào ạ?
 AI: Đây là điều kiện so sánh số. Em hãy dùng dấu ""lớn hơn"" (>) ghép với số 500000. Và đừng quên, toàn bộ cụm này cũng phải nằm trong dấu gì nhỉ?
 HS: Dạ dấu ngoặc kép ạ! Có phải là "">500000"" không thầy?
 AI: Rất chính xác! Vì vùng kiểm tra và vùng cộng đều là cột Số tiền, em có cần viết tham số thứ 3 không?
 HS: À, theo thầy dạy ở câu 8 thì không cần ạ! Em sẽ gõ =SUMIF(D3:D15, "">500000""). Xong rồi thầy ơi!
 AI: Tuyệt vời! Em đã hoàn thành bài học một cách xuất sắc.",11A,TIN9-CD04A,Sử dụng bảng tính điện tử nâng cao,TIN9-B11A,Sử dụng hàm SUMIF,needs_hnmu_review,LM-SGK-TIN9-0001#F0179,SGK,Bài 11A. Sử dụng hàm SUMIF,46,shared/learning_resources/ocr_text/sgk_tin_hoc_9/tin_9_bai_11a/tin_9_bai_11a.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G9-R0184-STT1,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 9.xlsx,184,9,Lớp 9,1,[9b]: Các chức năng chính của phần mềm làm Video,Mục 1 (Tr. 55),Nêu được các chức năng chính của phần mềm làm video.,Nhận biết,"Tạo mới, chỉnh sửa, kết hợp đa phương tiện (âm thanh, hình ảnh), thêm hiệu ứng, xuất video.","HS: AI ơi, phần mềm làm video để làm gì?
AI: Em đã bao giờ xem video trên TikTok hay YouTube chưa?
HS: Dạ rồi ạ.
AI: Để có video đó, người ta phải quay nhiều đoạn. Sau đó họ dùng phần mềm để làm gì?
HS: Để nối lại với nhau ạ.
AI: Chuẩn! Vậy nếu video hơi tối, họ sẽ làm gì?
HS: Chỉnh cho sáng lên, thêm màu sắc.
AI: Chính xác! Đó gọi là ""chỉnh sửa và thêm hiệu ứng"". Cuối cùng, họ chèn thêm nhạc. Vậy em tổng hợp lại các chức năng xem?
HS: Gồm: ghép video, chỉnh sửa, thêm hiệu ứng và chèn âm thanh.
AI: Rất xuất sắc!",9B,TIN9-CD04B,Làm quen với phần mềm làm video,TIN9-B09B,Các chức năng chính của phần mềm làm video,needs_hnmu_review,LM-SGV-TIN9-4923777498#F0209,SGV,Bài 9B. CÁC CHỨC NĂNG CHÍNH CỦA PHẦN MỀM LÀM VIDEO,63,shared/learning_resources/ocr_text/sgv_tin_hoc_9/sgv_tin_9_bai_9b/sgv_tin_9_bai_9b.md,draft,Top-1 từ SQLite FTS theo câu hỏi và metadata bài học.,false,
HNMU-G9-R0185-STT2,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 9.xlsx,185,9,Lớp 9,2,[9b]: Các chức năng chính của phần mềm làm Video,Câu hỏi Mục 2 (Tr. 57),Nhận diện được đặc điểm của phần mềm Video Editor qua câu hỏi: Chọn phương án ghép sai.,Nhận biết,"Đáp án C. (Được tích hợp sẵn trong tất cả các hệ điều hành là sai, vì chỉ tích hợp trên Windows).","HS: Giúp em câu hỏi phần 2 trang 57 với ạ.
AI: Em đọc các đáp án lên nhé. Câu A nói nó có giao diện thân thiện, đúng không?
HS: Dạ đúng.
AI: Câu B nói nó hỗ trợ nhiều định dạng. Đúng chứ?
HS: Dạ đúng luôn.
AI: Câu C nói nó tích hợp sẵn trên tất cả các hệ điều hành. ""Tất cả"" bao gồm cả macOS, Linux... Em nghĩ Windows có làm phần mềm cho máy Mac miễn phí không?
HS: À, chắc chắn là không rồi!
AI: Vậy suy ra phương án sai là phương án nào?
HS: Là phương án C ạ!
AI: Rất tốt! Em đã biết cách loại trừ rồi.",9B,TIN9-CD04B,Làm quen với phần mềm làm video,TIN9-B09B,Các chức năng chính của phần mềm làm video,needs_hnmu_review,LM-SGK-TIN9-0001#F0130,SGK,Bài 9B. Các chức năng chính của phần mềm làm video,58,shared/learning_resources/ocr_text/sgk_tin_hoc_9/tin_9_bai_9b/tin_9_bai_9b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G9-R0186-STT3,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 9.xlsx,186,9,Lớp 9,3,[9b]: Các chức năng chính của phần mềm làm Video,Mục 3a (Tr. 57),Nêu được cách khởi động phần mềm và tạo một video mới.,Nhận biết,Nháy đúp biểu tượng Video Editor -> Chọn New video project -> Nhập tên dự án -> OK.,"HS: Em muốn bắt đầu dự án video mà chưa biết ấn vào đâu.
AI: Bước 1, em đã tìm thấy biểu tượng Video Editor trên máy tính chưa?
HS: Em thấy rồi, hình cái màn hình có chữ Video Editor.
AI: Tốt! Em mở nó lên nhé. Giao diện có nút nào màu xanh hoặc nổi bật nhất?
HS: Có nút ""New video project"" ạ.
AI: Đúng rồi! Nháy vào đó. Nó hiện ra một bảng hỏi tên. Em sẽ làm gì tiếp?
HS: Em nhập tên dự án, ví dụ ""SanPhamTinHoc"", rồi ấn OK.
AI: Xuất sắc! Em đã tự tạo được dự án đầu tiên rồi đó.",9B,TIN9-CD04B,Làm quen với phần mềm làm video,TIN9-B09B,Các chức năng chính của phần mềm làm video,needs_hnmu_review,LM-SGK-TIN9-0001#F0129,SGK,Bài 9B. Các chức năng chính của phần mềm làm video,57,shared/learning_resources/ocr_text/sgk_tin_hoc_9/tin_9_bai_9b/tin_9_bai_9b.md,draft,Top-1 từ SQLite FTS theo đáp án SGV và metadata bài học.,false,
HNMU-G9-R0187-STT4,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 9.xlsx,187,9,Lớp 9,4,[9b]: Các chức năng chính của phần mềm làm Video,Mục 3b (Tr. 58),Nêu được thao tác nhập dữ liệu vào thư viện (Project library).,Nhận biết,Nháy chuột vào lệnh +Add -> Chọn From this PC -> Chọn tệp -> Open.,"HS: Em tải ảnh về máy rồi, giờ làm sao đưa vào Video Editor ạ?
AI: Em quan sát góc trên bên trái giao diện, vùng có tên là ""Project library"". Em thấy nút nào để thêm dữ liệu không?
HS: Có nút ""+ Add"" ạ.
AI: Em thử nháy vào đó xem có menu nào hiện ra?
HS: Nó hiện ra ""From this PC"", ""From my collection"", ""From the web"".
AI: Ảnh của em đang lưu ở đâu trên máy tính?
HS: Ở trong máy tính của em ạ. Vậy em phải chọn ""From this PC"" đúng không?
AI: Chính xác! Nháy vào đó, chọn ảnh và hoàn thành thao tác nhé.
HS: Xong rồi ạ, em đã đưa được 5 ảnh vào thư viện.",9B,TIN9-CD04B,Làm quen với phần mềm làm video,TIN9-B09B,Các chức năng chính của phần mềm làm video,needs_hnmu_review,LM-SGK-TIN9-0001#F0130,SGK,Bài 9B. Các chức năng chính của phần mềm làm video,58,shared/learning_resources/ocr_text/sgk_tin_hoc_9/tin_9_bai_9b/tin_9_bai_9b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G9-R0188-STT5,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 9.xlsx,188,9,Lớp 9,5,[9b]: Các chức năng chính của phần mềm làm Video,HĐ 1 (Tr. 55),"Giải thích được ý nghĩa của việc kết hợp văn bản, hình ảnh, âm thanh trong video.",Thông hiểu,"Kích thích nhiều giác quan (nghe, nhìn) cùng lúc, gây ấn tượng mạnh, truyền đạt thông tin hiệu quả và hấp dẫn hơn.","HS: Tại sao video lại hiệu quả hơn chỉ dùng văn bản ạ?
AI: Em thích đọc một cuốn truyện chữ dày cộp hay xem bộ phim chuyển thể từ truyện đó?
HS: Em thích xem phim hơn ạ.
AI: Vì sao thế?
HS: Vì phim có hình ảnh chuyển động, có âm thanh sinh động, dễ xem hơn.
AI: Đúng vậy. Văn bản chỉ tác động vào thị giác (đọc), còn video tác động vào những giác quan nào?
HS: Cả thị giác và thính giác ạ.
AI: Chính xác! Sự kết hợp đó giúp truyền đạt cảm xúc, gây ấn tượng mạnh. Đó chính là ý nghĩa của video.
HS: Dạ vâng, video giúp truyền tải thông tin sinh động và hiệu quả nhất!",9B,TIN9-CD04B,Làm quen với phần mềm làm video,TIN9-B09B,Các chức năng chính của phần mềm làm video,needs_hnmu_review,LM-SGK-TIN9-0001#F0130,SGK,Bài 9B. Các chức năng chính của phần mềm làm video,58,shared/learning_resources/ocr_text/sgk_tin_hoc_9/tin_9_bai_9b/tin_9_bai_9b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G9-R0189-STT6,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 9.xlsx,189,9,Lớp 9,6,[9b]: Các chức năng chính của phần mềm làm Video,"Mục 3b, c (Tr. 58)",Phân biệt được sự khác nhau giữa Thư viện dữ liệu (Project library) và Bàn dựng video (Storyboard).,Thông hiểu,Thư viện là nơi chứa tất cả tư liệu có thể dùng. Bàn dựng là nơi sắp xếp các tư liệu được chọn để tạo thành video hoàn chỉnh theo trình tự.,"HS: AI giải thích lại giúp em sự khác nhau giữa Project library và Storyboard với.
AI: Được thôi! Em đi siêu thị mua rất nhiều đồ bỏ vào giỏ hàng. Nhưng em chỉ lấy một vài món ra nấu bữa tối. ""Giỏ hàng"" tương ứng với phần nào?
HS: Giỏ hàng là Project library (Thư viện) ạ.
AI: Rất thông minh! Vậy khi em cắt thái, sắp xếp rau củ, thịt lên thớt để nấu, thì cái ""thớt"" đó là gì?
HS: Là Storyboard (Bàn dựng) đúng không ạ?
AI: Hoàn toàn chính xác. Vậy ảnh nằm ở thư viện đã xuất hiện trên video chưa?
HS: Dạ chưa, phải kéo xuống bàn dựng mới thành video được.
AI: Tuyệt vời, em phân biệt rất tốt rồi đó!",9B,TIN9-CD04B,Làm quen với phần mềm làm video,TIN9-B09B,Các chức năng chính của phần mềm làm video,needs_hnmu_review,LM-SGK-TIN9-0001#F0130,SGK,Bài 9B. Các chức năng chính của phần mềm làm video,58,shared/learning_resources/ocr_text/sgk_tin_hoc_9/tin_9_bai_9b/tin_9_bai_9b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G9-R0190-STT7,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 9.xlsx,190,9,Lớp 9,7,[9b]: Các chức năng chính của phần mềm làm Video,Mục 3c (Tr. 58),Trình bày được cách đưa dữ liệu từ thư viện vào bàn dựng.,Thông hiểu,"Dùng chuột kéo thả các tệp dữ liệu từ thư viện vào bàn dựng, theo đúng thứ tự mong muốn.","HS: Em có 5 ảnh trên thư viện, làm sao cho nó xuống Storyboard ạ?
AI: Có hai cách. Cách 1: Em thử nhìn xem trên bức ảnh ở thư viện có ô vuông nhỏ nào để đánh dấu tick không?
HS: Có ạ, em tick chọn bức ảnh rồi.
AI: Tốt, giờ em thấy nút nào tên là ""Place in storyboard"" không?
HS: À em thấy rồi, bấm vào là nó xuống dưới!
AI: Chuẩn! Cách 2 nhanh hơn: Em nhấn giữ chuột trái vào ảnh, rồi thao tác gì tiếp theo giống như di chuyển icon trên máy tính?
HS: Kéo và thả (drag and drop) xuống Storyboard ạ?
AI: Chính xác! Em thích dùng cách nào hơn thì cứ áp dụng nhé.
HS: Em thích kéo thả hơn, nhanh và trực quan ạ.",9B,TIN9-CD04B,Làm quen với phần mềm làm video,TIN9-B09B,Các chức năng chính của phần mềm làm video,needs_hnmu_review,LM-SGK-TIN9-0001#F0130,SGK,Bài 9B. Các chức năng chính của phần mềm làm video,58,shared/learning_resources/ocr_text/sgk_tin_hoc_9/tin_9_bai_9b/tin_9_bai_9b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G9-R0191-STT8,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 9.xlsx,191,9,Lớp 9,8,[9b]: Các chức năng chính của phần mềm làm Video,Mục 3d (Tr. 58-59),"Mô tả được chức năng của nút Play/Pause, Next Frame, Previous Frame.",Thông hiểu,Play/Pause: phát/tạm dừng video; Next Frame: chuyển đến khung hình tiếp theo; Previous Frame: lùi về khung hình trước đó.,"là Pause để dừng.
AI: Đúng rồi! Còn nút có tam giác kèm vạch đứng (Next Frame) là để tiến lên 1 khung hình. Tương tự, nút ngược lại để làm gì?
HS: Là lùi lại 1 khung hình (Previous Frame) đúng không AI?
AI: Chính xác! Em nắm bắt rất nhanh.",9B,TIN9-CD04B,Làm quen với phần mềm làm video,TIN9-B09B,Các chức năng chính của phần mềm làm video,needs_hnmu_review,LM-SGK-TIN9-0001#F0130,SGK,Bài 9B. Các chức năng chính của phần mềm làm video,58,shared/learning_resources/ocr_text/sgk_tin_hoc_9/tin_9_bai_9b/tin_9_bai_9b.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
